"","plant_ID","quadrat_ID","species","length_mm","notes","weight_g"
"1193",1193,83,"Zostera marina",230,"","NA"
"1194",1194,83,"Zostera marina",477,"","NA"
"1195",1195,83,"Zostera marina",372,"","NA"
"1196",1196,83,"Zostera marina",471,"","NA"
"1197",1197,83,"Zostera marina",650,"","NA"
"1198",1198,83,"Zostera marina",254,"","NA"
"1199",1199,84,"Zostera marina",721,"","NA"
"1200",1200,84,"Zostera marina",789,"","NA"
"1201",1201,84,"Zostera marina",579,"","NA"
"1202",1202,84,"Zostera marina",704,"","NA"
"1203",1203,84,"Zostera marina",235,"","NA"
"1204",1204,84,"Zostera marina",496,"","NA"
"1205",1205,84,"Zostera marina",614,"","NA"
"1206",1206,84,"Zostera marina",795,"","NA"
"1207",1207,84,"Zostera marina",655,"","NA"
"1208",1208,84,"Zostera marina",535,"","NA"
"1209",1209,84,"Zostera marina",390,"","NA"
"1210",1210,84,"Zostera marina",691,"","NA"
"1211",1211,84,"Zostera marina",236,"","NA"
"1212",1212,84,"Zostera marina",521,"","NA"
"1213",1213,84,"Zostera marina",446,"","NA"
"1214",1214,85,"Zostera marina",374,"","NA"
"1215",1215,85,"Zostera marina",622,"","NA"
"1216",1216,85,"Zostera marina",347,"","NA"
"1217",1217,85,"Zostera marina",354,"","NA"
"1218",1218,85,"Zostera marina",392,"","NA"
"1219",1219,85,"Zostera marina",391,"","NA"
"1220",1220,85,"Zostera marina",379,"","NA"
"1221",1221,85,"Zostera marina",344,"","NA"
"1222",1222,85,"Zostera marina",499,"","NA"
"1223",1223,85,"Zostera marina",632,"","NA"
"1224",1224,85,"Zostera marina",369,"","NA"
"1225",1225,85,"Zostera marina",504,"","NA"
"1226",1226,85,"Zostera marina",334,"","NA"
"1227",1227,85,"Zostera marina",355,"","NA"
"1228",1228,85,"Zostera marina",383,"","NA"
"1229",1229,86,"Zostera marina",531,"","NA"
"1230",1230,86,"Zostera marina",540,"","NA"
"1231",1231,86,"Zostera marina",563,"","NA"
"1232",1232,86,"Zostera marina",642,"","NA"
"1233",1233,86,"Zostera marina",712,"","NA"
"1234",1234,86,"Zostera marina",591,"","NA"
"1235",1235,86,"Zostera marina",557,"","NA"
"1236",1236,86,"Zostera marina",652,"","NA"
"1237",1237,86,"Zostera marina",472,"","NA"
"1238",1238,86,"Zostera marina",432,"","NA"
"1239",1239,86,"Zostera marina",352,"","NA"
"1240",1240,86,"Zostera marina",509,"","NA"
"1241",1241,86,"Zostera marina",193,"","NA"
"1242",1242,86,"Zostera marina",461,"","NA"
"1243",1243,86,"Zostera marina",291,"","NA"
"1244",1244,87,"Zostera marina",212,"","NA"
"1245",1245,87,"Zostera marina",263,"","NA"
"1246",1246,87,"Zostera marina",320,"","NA"
"1247",1247,87,"Zostera marina",371,"","NA"
"1248",1248,87,"Zostera marina",591,"","NA"
"1249",1249,87,"Zostera marina",444,"","NA"
"1250",1250,87,"Zostera marina",508,"","NA"
"1251",1251,87,"Zostera marina",598,"","NA"
"1252",1252,87,"Zostera marina",381,"","NA"
"1253",1253,87,"Zostera marina",685,"","NA"
"1254",1254,87,"Zostera marina",451,"","NA"
"1255",1255,87,"Zostera marina",572,"","NA"
"1256",1256,87,"Zostera marina",313,"","NA"
"1257",1257,87,"Zostera marina",372,"","NA"
"1258",1258,87,"Zostera marina",229,"","NA"
"1259",1259,88,"Zostera marina",424,"","NA"
"1260",1260,88,"Zostera marina",711,"","NA"
"1261",1261,88,"Zostera marina",301,"","NA"
"1262",1262,88,"Zostera marina",542,"","NA"
"1263",1263,88,"Zostera marina",589,"","NA"
"1264",1264,88,"Zostera marina",462,"","NA"
"1265",1265,88,"Zostera marina",321,"","NA"
"1266",1266,88,"Zostera marina",382,"","NA"
"1267",1267,88,"Zostera marina",669,"","NA"
"1268",1268,88,"Zostera marina",472,"","NA"
"1269",1269,88,"Zostera marina",420,"","NA"
"1270",1270,88,"Zostera marina",708,"","NA"
"1271",1271,88,"Zostera marina",566,"","NA"
"1272",1272,88,"Zostera marina",337,"","NA"
"1273",1273,88,"Zostera marina",428,"","NA"
"1274",1274,89,"Zostera marina",698,"","NA"
"1275",1275,89,"Zostera marina",782,"","NA"
"1276",1276,89,"Zostera marina",721,"","NA"
"1277",1277,89,"Zostera marina",647,"","NA"
"1278",1278,89,"Zostera marina",770,"","NA"
"1279",1279,89,"Zostera marina",812,"","NA"
"1280",1280,89,"Zostera marina",742,"","NA"
"1281",1281,89,"Zostera marina",823,"","NA"
"1282",1282,89,"Zostera marina",708,"","NA"
"1283",1283,89,"Zostera marina",613,"","NA"
"1284",1284,89,"Zostera marina",843,"","NA"
"1285",1285,89,"Zostera marina",687,"","NA"
"1286",1286,89,"Zostera marina",714,"","NA"
"1287",1287,89,"Zostera marina",697,"","NA"
"1288",1288,89,"Zostera marina",310,"","NA"
"1289",1289,90,"Zostera marina",812,"","NA"
"1290",1290,90,"Zostera marina",732,"","NA"
"1291",1291,90,"Zostera marina",586,"","NA"
"1292",1292,90,"Zostera marina",472,"","NA"
"1293",1293,90,"Zostera marina",402,"","NA"
"1294",1294,90,"Zostera marina",332,"","NA"
"1295",1295,90,"Zostera marina",293,"","NA"
"1296",1296,90,"Zostera marina",248,"","NA"
"1297",1297,90,"Zostera marina",231,"","NA"
"1298",1298,90,"Zostera marina",239,"","NA"
"1299",1299,90,"Zostera marina",474,"","NA"
"1300",1300,90,"Zostera marina",113,"","NA"
"1301",1301,90,"Zostera marina",328,"","NA"
"1302",1302,90,"Zostera marina",737,"","NA"
"1303",1303,90,"Zostera marina",393,"","NA"
"1304",1304,91,"Zostera marina",250,"","NA"
"1305",1305,91,"Zostera marina",142,"","NA"
"1306",1306,91,"Zostera marina",133,"","NA"
"1307",1307,91,"Zostera marina",306,"","NA"
"1308",1308,91,"Zostera marina",292,"","NA"
"1309",1309,91,"Zostera marina",258,"","NA"
"1310",1310,91,"Zostera marina",211,"","NA"
"1311",1311,91,"Zostera marina",189,"","NA"
"1312",1312,91,"Zostera marina",269,"","NA"
"1313",1313,91,"Zostera marina",126,"","NA"
"1314",1314,91,"Zostera marina",178,"","NA"
"1315",1315,91,"Zostera marina",156,"","NA"
"1316",1316,91,"Zostera marina",306,"","NA"
"1317",1317,91,"Zostera marina",218,"","NA"
"1318",1318,91,"Zostera marina",230,"","NA"
"1319",1319,92,"Zostera marina",161,"","NA"
"1320",1320,92,"Zostera marina",596,"","NA"
"1321",1321,92,"Zostera marina",140,"","NA"
"1322",1322,92,"Zostera marina",543,"","NA"
"1323",1323,92,"Zostera marina",218,"","NA"
"1324",1324,92,"Zostera marina",364,"","NA"
"1325",1325,92,"Zostera marina",425,"","NA"
"1326",1326,92,"Zostera marina",130,"","NA"
"1327",1327,92,"Zostera marina",516,"","NA"
"1328",1328,92,"Zostera marina",524,"","NA"
"1329",1329,92,"Zostera marina",266,"","NA"
"1330",1330,92,"Zostera marina",362,"","NA"
"1331",1331,92,"Zostera marina",325,"","NA"
"1332",1332,92,"Zostera marina",171,"","NA"
"1333",1333,92,"Zostera marina",369,"","NA"
"1334",1334,93,"Zostera marina",128,"","NA"
"1335",1335,93,"Zostera marina",429,"","NA"
"1336",1336,93,"Zostera marina",354,"","NA"
"1337",1337,93,"Zostera marina",275,"","NA"
"1338",1338,93,"Zostera marina",214,"","NA"
"1339",1339,93,"Zostera marina",483,"","NA"
"1340",1340,93,"Zostera marina",513,"","NA"
"1341",1341,93,"Zostera marina",188,"","NA"
"1342",1342,93,"Zostera marina",583,"","NA"
"1343",1343,93,"Zostera marina",420,"","NA"
"1344",1344,93,"Zostera marina",479,"","NA"
"1345",1345,93,"Zostera marina",351,"","NA"
"1346",1346,93,"Zostera marina",157,"","NA"
"1347",1347,93,"Zostera marina",307,"","NA"
"1348",1348,93,"Zostera marina",548,"","NA"
"1349",1349,94,"Zostera marina",180,"","NA"
"1350",1350,94,"Zostera marina",267,"","NA"
"1351",1351,94,"Zostera marina",304,"","NA"
"1352",1352,94,"Zostera marina",324,"","NA"
"1353",1353,94,"Zostera marina",256,"","NA"
"1354",1354,94,"Zostera marina",233,"","NA"
"1355",1355,94,"Zostera marina",273,"","NA"
"1356",1356,94,"Zostera marina",220,"","NA"
"1357",1357,94,"Zostera marina",184,"","NA"
"1358",1358,94,"Zostera marina",279,"","NA"
"1359",1359,94,"Zostera marina",90,"","NA"
"1360",1360,94,"Zostera marina",163,"","NA"
"1361",1361,94,"Zostera marina",279,"","NA"
"1362",1362,94,"Zostera marina",164,"","NA"
"1363",1363,94,"Zostera marina",123,"","NA"
"1364",1364,95,"Zostera marina",298,"","NA"
"1365",1365,95,"Zostera marina",259,"","NA"
"1366",1366,95,"Zostera marina",246,"","NA"
"1367",1367,95,"Zostera marina",69,"","NA"
"1368",1368,95,"Zostera marina",270,"","NA"
"1369",1369,95,"Zostera marina",178,"","NA"
"1370",1370,95,"Zostera marina",226,"","NA"
"1371",1371,95,"Zostera marina",155,"","NA"
"1372",1372,95,"Zostera marina",216,"","NA"
"1373",1373,95,"Zostera marina",337,"","NA"
"1374",1374,95,"Zostera marina",345,"","NA"
"1375",1375,95,"Zostera marina",309,"","NA"
"1376",1376,95,"Zostera marina",272,"","NA"
"1377",1377,95,"Zostera marina",212,"","NA"
"1378",1378,95,"Zostera marina",138,"","NA"
"1379",1379,95,"Zostera marina",306,"","NA"
"1380",1380,96,"Zostera marina",201,"","NA"
"1381",1381,96,"Zostera marina",299,"","NA"
"1382",1382,96,"Zostera marina",63,"","NA"
"1383",1383,96,"Zostera marina",245,"","NA"
"1384",1384,96,"Zostera marina",155,"","NA"
"1385",1385,96,"Zostera marina",315,"","NA"
"1386",1386,96,"Zostera marina",90,"","NA"
"1387",1387,96,"Zostera marina",150,"","NA"
"1388",1388,96,"Zostera marina",63,"","NA"
"1389",1389,96,"Zostera marina",205,"","NA"
"1390",1390,96,"Zostera marina",185,"","NA"
"1391",1391,96,"Zostera marina",233,"","NA"
"1392",1392,96,"Zostera marina",292,"","NA"
"1393",1393,96,"Zostera marina",198,"","NA"
"1394",1394,96,"Zostera marina",175,"","NA"
"1395",1395,97,"Zostera marina",334,"","NA"
"1396",1396,97,"Zostera marina",214,"","NA"
"1397",1397,97,"Zostera marina",229,"","NA"
"1398",1398,97,"Zostera marina",201,"","NA"
"1399",1399,97,"Zostera marina",170,"","NA"
"1400",1400,97,"Zostera marina",323,"","NA"
"1401",1401,97,"Zostera marina",288,"","NA"
"1402",1402,97,"Zostera marina",165,"","NA"
"1403",1403,97,"Zostera marina",295,"","NA"
"1404",1404,97,"Zostera marina",215,"","NA"
"1405",1405,97,"Zostera marina",356,"","NA"
"1406",1406,97,"Zostera marina",264,"","NA"
"1407",1407,97,"Zostera marina",246,"","NA"
"1408",1408,97,"Zostera marina",262,"","NA"
"1409",1409,97,"Zostera marina",296,"","NA"
"1410",1410,98,"Zostera marina",171,"","NA"
"1411",1411,98,"Zostera marina",323,"","NA"
"1412",1412,98,"Zostera marina",210,"","NA"
"1413",1413,98,"Zostera marina",286,"","NA"
"1414",1414,98,"Zostera marina",324,"","NA"
"1415",1415,98,"Zostera marina",453,"","NA"
"1416",1416,98,"Zostera marina",364,"","NA"
"1417",1417,98,"Zostera marina",325,"","NA"
"1418",1418,98,"Zostera marina",152,"","NA"
"1419",1419,98,"Zostera marina",260,"","NA"
"1420",1420,98,"Zostera marina",332,"","NA"
"1421",1421,98,"Zostera marina",249,"","NA"
"1422",1422,98,"Zostera marina",304,"","NA"
"1423",1423,98,"Zostera marina",280,"","NA"
"1424",1424,98,"Zostera marina",284,"","NA"
"1425",1425,99,"Zostera marina",348,"","NA"
"1426",1426,99,"Zostera marina",192,"","NA"
"1427",1427,99,"Zostera marina",238,"","NA"
"1428",1428,99,"Zostera marina",282,"","NA"
"1429",1429,99,"Zostera marina",285,"","NA"
"1430",1430,99,"Zostera marina",235,"","NA"
"1431",1431,99,"Zostera marina",287,"","NA"
"1432",1432,99,"Zostera marina",270,"","NA"
"1433",1433,99,"Zostera marina",291,"","NA"
"1434",1434,99,"Zostera marina",81,"","NA"
"1435",1435,99,"Zostera marina",347,"","NA"
"1436",1436,99,"Zostera marina",208,"","NA"
"1437",1437,99,"Zostera marina",270,"","NA"
"1438",1438,99,"Zostera marina",203,"","NA"
"1439",1439,99,"Zostera marina",205,"","NA"
"1440",1440,100,"Zostera marina",356,"","NA"
"1441",1441,100,"Zostera marina",156,"","NA"
"1442",1442,100,"Zostera marina",171,"","NA"
"1443",1443,100,"Zostera marina",341,"","NA"
"1444",1444,100,"Zostera marina",126,"","NA"
"1445",1445,100,"Zostera marina",210,"","NA"
"1446",1446,100,"Zostera marina",315,"","NA"
"1447",1447,100,"Zostera marina",382,"","NA"
"1448",1448,100,"Zostera marina",405,"","NA"
"1449",1449,100,"Zostera marina",91,"","NA"
"1450",1450,100,"Zostera marina",516,"","NA"
"1451",1451,100,"Zostera marina",417,"","NA"
"1452",1452,100,"Zostera marina",240,"","NA"
"1453",1453,100,"Zostera marina",338,"","NA"
"1454",1454,100,"Zostera marina",342,"","NA"
"1455",1455,101,"Zostera marina",334,"","NA"
"1456",1456,101,"Zostera marina",478,"","NA"
"1457",1457,101,"Zostera marina",375,"","NA"
"1458",1458,101,"Zostera marina",424,"","NA"
"1459",1459,101,"Zostera marina",452,"","NA"
"1460",1460,101,"Zostera marina",136,"","NA"
"1461",1461,101,"Zostera marina",342,"","NA"
"1462",1462,101,"Zostera marina",259,"","NA"
"1463",1463,101,"Zostera marina",457,"","NA"
"1464",1464,101,"Zostera marina",304,"","NA"
"1465",1465,101,"Zostera marina",369,"","NA"
"1466",1466,101,"Zostera marina",349,"","NA"
"1467",1467,101,"Zostera marina",299,"","NA"
"1468",1468,101,"Zostera marina",372,"","NA"
"1469",1469,101,"Zostera marina",206,"","NA"
"1470",1470,102,"Zostera marina",417,"","NA"
"1471",1471,102,"Zostera marina",456,"","NA"
"1472",1472,102,"Zostera marina",445,"","NA"
"1473",1473,102,"Zostera marina",376,"","NA"
"1474",1474,102,"Zostera marina",239,"","NA"
"1475",1475,102,"Zostera marina",447,"","NA"
"1476",1476,102,"Zostera marina",325,"","NA"
"1477",1477,102,"Zostera marina",452,"","NA"
"1478",1478,102,"Zostera marina",406,"","NA"
"1479",1479,102,"Zostera marina",429,"","NA"
"1480",1480,102,"Zostera marina",192,"","NA"
"1481",1481,102,"Zostera marina",408,"","NA"
"1482",1482,102,"Zostera marina",399,"","NA"
"1483",1483,102,"Zostera marina",410,"","NA"
"1484",1484,102,"Zostera marina",279,"","NA"
"1485",1485,103,"Zostera marina",344,"","NA"
"1486",1486,103,"Zostera marina",389,"","NA"
"1487",1487,103,"Zostera marina",344,"","NA"
"1488",1488,103,"Zostera marina",369,"","NA"
"1489",1489,103,"Zostera marina",327,"","NA"
"1490",1490,103,"Zostera marina",306,"","NA"
"1491",1491,103,"Zostera marina",366,"","NA"
"1492",1492,103,"Zostera marina",254,"","NA"
"1493",1493,103,"Zostera marina",284,"","NA"
"1494",1494,103,"Zostera marina",360,"","NA"
"1495",1495,103,"Zostera marina",185,"","NA"
"1496",1496,103,"Zostera marina",241,"","NA"
"1497",1497,103,"Zostera marina",261,"","NA"
"1498",1498,103,"Zostera marina",262,"","NA"
"1499",1499,103,"Zostera marina",275,"","NA"
"1500",1500,104,"Zostera marina",387,"","NA"
"1501",1501,104,"Zostera marina",424,"","NA"
"1502",1502,104,"Zostera marina",247,"","NA"
"1503",1503,104,"Zostera marina",289,"","NA"
"1504",1504,104,"Zostera marina",304,"","NA"
"1505",1505,104,"Zostera marina",319,"","NA"
"1506",1506,104,"Zostera marina",406,"","NA"
"1507",1507,104,"Zostera marina",264,"","NA"
"1508",1508,104,"Zostera marina",246,"","NA"
"1509",1509,104,"Zostera marina",335,"","NA"
"1510",1510,104,"Zostera marina",311,"","NA"
"1511",1511,104,"Zostera marina",294,"","NA"
"1512",1512,104,"Zostera marina",247,"","NA"
"1513",1513,104,"Zostera marina",292,"","NA"
"1514",1514,104,"Zostera marina",279,"","NA"
"1515",1515,105,"Zostera marina",317,"","NA"
"1516",1516,105,"Zostera marina",346,"","NA"
"1517",1517,105,"Zostera marina",328,"","NA"
"1518",1518,105,"Zostera marina",371,"","NA"
"1519",1519,105,"Zostera marina",379,"","NA"
"1520",1520,105,"Zostera marina",373,"","NA"
"1521",1521,105,"Zostera marina",371,"","NA"
"1522",1522,105,"Zostera marina",279,"","NA"
"1523",1523,105,"Zostera marina",317,"","NA"
"1524",1524,105,"Zostera marina",376,"","NA"
"1525",1525,105,"Zostera marina",380,"","NA"
"1526",1526,105,"Zostera marina",282,"","NA"
"1527",1527,105,"Zostera marina",434,"","NA"
"1528",1528,105,"Zostera marina",300,"","NA"
"1529",1529,105,"Zostera marina",403,"","NA"
"1530",1530,106,"Saccharina spp",939,"","NA"
"1531",1531,106,"Saccharina spp",328,"","NA"
"1532",1532,106,"Saccharina spp",304,"","NA"
"1533",1533,106,"Saccharina spp",336,"","NA"
"1534",1534,106,"Stephanocystis",270,"","NA"
"1535",1535,106,"Chorda filum",748,"","NA"
"1536",1536,106,"Chorda filum",727,"","NA"
"1537",1537,106,"Chorda filum",397,"","NA"
"1538",1538,106,"Chorda filum",1004,"","NA"
"1539",1539,106,"Chorda filum",866,"","NA"
"1540",1540,107,"Saccharina spp",374,"","NA"
"1541",1541,107,"Saccharina spp",117,"","NA"
"1542",1542,107,"Saccharina spp",205,"","NA"
"1543",1543,107,"Saccharina spp",173,"","NA"
"1544",1544,107,"Chorda filum",1401,"","NA"
"1545",1545,107,"Chorda filum",1434,"","NA"
"1546",1546,107,"Chorda filum",592,"","NA"
"1547",1547,107,"Chorda filum",698,"","NA"
"1548",1548,107,"Chorda filum",1022,"","NA"
"1549",1549,108,"Chorda filum",633,"","NA"
"1550",1550,108,"Chorda filum",1511,"","NA"
"1551",1551,108,"Chorda filum",535,"","NA"
"1552",1552,108,"Chorda filum",1056,"","NA"
"1553",1553,109,"Phyllospadix serratus",301,"","NA"
"1554",1554,109,"Phyllospadix serratus",505,"","NA"
"1555",1555,109,"Phyllospadix serratus",421,"","NA"
"1556",1556,109,"Phyllospadix serratus",315,"","NA"
"1557",1557,109,"Phyllospadix serratus",354,"","NA"
"1558",1558,109,"Phyllospadix serratus",434,"","NA"
"1559",1559,109,"Chorda filum",785,"","NA"
"1560",1560,109,"Chorda filum",550,"","NA"
"1561",1561,109,"Chorda filum",483,"","NA"
"1562",1562,109,"Chorda filum",1074,"","NA"
"1563",1563,110,"Saccharina spp",684,"","NA"
"1564",1564,110,"Saccharina spp",454,"","NA"
"1565",1565,110,"Saccharina spp",236,"","NA"
"1566",1566,110,"Saccharina spp",201,"","NA"
"1567",1567,110,"Saccharina spp",385,"","NA"
"1568",1568,110,"Chorda filum",1170,"","NA"
"1569",1569,110,"Chorda filum",745,"","NA"
"1570",1570,110,"Chorda filum",902,"","NA"
"1571",1571,110,"Chorda filum",889,"","NA"
"1572",1572,111,"Zostera marina",661,"","NA"
"1573",1573,111,"Zostera marina",389,"","NA"
"1574",1574,111,"Zostera marina",604,"","NA"
"1575",1575,111,"Zostera marina",402,"","NA"
"1576",1576,111,"Zostera marina",511,"","NA"
"1577",1577,111,"Zostera marina",866,"","NA"
"1578",1578,111,"Zostera marina",403,"","NA"
"1579",1579,111,"Zostera marina",424,"","NA"
"1580",1580,111,"Zostera marina",347,"","NA"
"1581",1581,111,"Zostera marina",345,"","NA"
"1582",1582,111,"Zostera marina",559,"","NA"
"1583",1583,111,"Phyllospadix serratus",598,"","NA"
"1584",1584,111,"Phyllospadix serratus",653,"","NA"
"1585",1585,111,"Phyllospadix serratus",779,"","NA"
"1586",1586,111,"Phyllospadix serratus",421,"","NA"
"1587",1587,111,"Phyllospadix serratus",538,"","NA"
"1588",1588,111,"Fucus distichus",72,"","NA"
"1589",1589,111,"Fucus distichus",143,"","NA"
"1590",1590,111,"Fucus distichus",83,"","NA"
"1591",1591,111,"Fucus distichus",91,"","NA"
"1592",1592,111,"Neorhodomela aculeata",126,"","NA"
"1593",1593,111,"Neorhodomela aculeata",119,"","NA"
"1594",1594,111,"Neorhodomela aculeata",70,"","NA"
"1595",1595,111,"Neorhodomela aculeata",105,"","NA"
"1596",1596,111,"Neorhodomela aculeata",113,"","NA"
"1597",1597,111,"Neorhodomela aculeata",59,"","NA"
"1598",1598,112,"Fucus distichus",118,"","NA"
"1599",1599,112,"Fucus distichus",57,"","NA"
"1600",1600,112,"Fucus distichus",76,"","NA"
"1601",1601,112,"Phyllospadix serratus",571,"","NA"
"1602",1602,112,"Phyllospadix serratus",580,"","NA"
"1603",1603,112,"Phyllospadix serratus",564,"","NA"
"1604",1604,112,"Phyllospadix serratus",609,"","NA"
"1605",1605,112,"Zostera marina",528,"","NA"
"1606",1606,113,"Fucus distichus",93,"","NA"
"1607",1607,113,"Fucus distichus",81,"","NA"
"1608",1608,113,"Fucus distichus",74,"","NA"
"1609",1609,113,"Neorhodomela aculeata",132,"","NA"
"1610",1610,113,"Neorhodomela aculeata",84,"","NA"
"1611",1611,113,"Neorhodomela aculeata",102,"","NA"
"1612",1612,113,"Phyllospadix serratus",692,"","NA"
"1613",1613,113,"Phyllospadix serratus",557,"","NA"
"1614",1614,113,"Phyllospadix serratus",651,"","NA"
"1615",1615,113,"Zostera marina",557,"","NA"
"1616",1616,113,"Zostera marina",634,"","NA"
"1617",1617,113,"Zostera marina",562,"","NA"
"1618",1618,113,"Zostera marina",442,"","NA"
"1619",1619,114,"Fucus distichus",90,"","NA"
"1620",1620,114,"Fucus distichus",93,"","NA"
"1621",1621,114,"Fucus distichus",125,"","NA"
"1622",1622,114,"Laminaria saccharina",192,"This name is currently regarded as a synonym of Saccharina latissima","NA"
"1623",1623,114,"Neorhodomela aculeata",208,"","NA"
"1624",1624,114,"Neorhodomela aculeata",135,"","NA"
"1625",1625,114,"Neorhodomela aculeata",139,"","NA"
"1626",1626,114,"Neorhodomela aculeata",134,"","NA"
"1627",1627,114,"Neorhodomela aculeata",214,"","NA"
"1628",1628,114,"Zostera marina",695,"","NA"
"1629",1629,114,"Zostera marina",561,"","NA"
"1630",1630,114,"Zostera marina",390,"","NA"
"1631",1631,114,"Zostera marina",620,"","NA"
"1632",1632,114,"Phyllospadix serratus",551,"","NA"
"1633",1633,114,"Phyllospadix serratus",844,"","NA"
"1634",1634,114,"Phyllospadix serratus",710,"","NA"
"1635",1635,114,"Phyllospadix serratus",701,"","NA"
"1636",1636,114,"Phyllospadix serratus",687,"","NA"
"1637",1637,114,"Phyllospadix serratus",451,"","NA"
"1638",1638,114,"Phyllospadix serratus",630,"","NA"
"1639",1639,115,"Fucus distichus",92,"","NA"
"1640",1640,115,"Fucus distichus",146,"","NA"
"1641",1641,115,"Fucus distichus",79,"","NA"
"1642",1642,115,"Fucus distichus",91,"","NA"
"1643",1643,115,"Fucus distichus",89,"","NA"
"1644",1644,115,"Fucus distichus",103,"","NA"
"1645",1645,115,"Fucus distichus",52,"","NA"
"1646",1646,115,"Laminaria saccharina",132,"This name is currently regarded as a synonym of Saccharina latissima","NA"
"1647",1647,115,"Laminaria saccharina",184,"This name is currently regarded as a synonym of Saccharina latissima","NA"
"1648",1648,115,"Phyllospadix serratus",540,"","NA"
"1649",1649,115,"Phyllospadix serratus",645,"","NA"
"1650",1650,115,"Phyllospadix serratus",632,"","NA"
"1651",1651,115,"Phyllospadix serratus",565,"","NA"
"1652",1652,115,"Phyllospadix serratus",682,"","NA"
"1653",1653,115,"Zostera marina",710,"","NA"
"1654",1654,115,"Zostera marina",657,"","NA"
"1655",1655,115,"Zostera marina",689,"","NA"
"1656",1656,115,"Zostera marina",501,"","NA"
"1657",1657,115,"Zostera marina",381,"","NA"
"1658",1658,116,"Saccharina latissima",183,"","NA"
"1659",1659,116,"Saccharina groenlandica",861,"","NA"
"1660",1660,116,"Ulva spp",75,"","NA"
"1661",1661,116,"Ulva spp",92,"","NA"
"1662",1662,116,"Fucus distichus",132,"","NA"
"1663",1663,116,"Fucus distichus",174,"","NA"
"1664",1664,116,"Fucus distichus",137,"","NA"
"1665",1665,116,"Fucus distichus",269,"","NA"
"1666",1666,116,"Fucus distichus",276,"","NA"
"1667",1667,116,"Neorhodomela aculeata",194,"","NA"
"1668",1668,116,"Neorhodomela aculeata",191,"","NA"
"1669",1669,116,"Neorhodomela aculeata",56,"","NA"
"1670",1670,116,"Neorhodomela aculeata",143,"","NA"
"1671",1671,116,"Neorhodomela aculeata",63,"","NA"
"1672",1672,116,"Constantinia spp",104,"","NA"
"1673",1673,116,"Palmaria spp",42,"","NA"
"1674",1674,116,"Palmaria spp",48,"","NA"
"1675",1675,116,"Palmaria spp",51,"","NA"
"1676",1676,117,"Neorhodomela aculeata",291,"","NA"
"1677",1677,117,"Ulva spp",355,"","NA"
"1678",1678,117,"Ulva spp",197,"","NA"
"1679",1679,117,"Ulva spp",244,"","NA"
"1680",1680,117,"Ulva spp",424,"","NA"
"1681",1681,117,"Ulva spp",367,"","NA"
"1682",1682,117,"Fucus distichus",283,"","NA"
"1683",1683,117,"Fucus distichus",285,"","NA"
"1684",1684,117,"Fucus distichus",214,"","NA"
"1685",1685,117,"Fucus distichus",206,"","NA"
"1686",1686,117,"Fucus distichus",169,"","NA"
"1687",1687,117,"Laminaria yezoensis",717,"","NA"
"1688",1688,117,"Saccharina groenlandica",729,"","NA"
"1689",1689,117,"Palmaria spp",112,"","NA"
"1690",1690,117,"Palmaria spp",184,"","NA"
"1691",1691,117,"Palmaria spp",72,"","NA"
"1692",1692,117,"Palmaria spp",85,"","NA"
"1693",1693,117,"Palmaria spp",63,"","NA"
"1694",1694,117,"Analipus japonicus",76,"","NA"
"1695",1695,117,"Analipus japonicus",101,"","NA"
"1696",1696,118,"Fucus distichus",185,"","NA"
"1697",1697,118,"Fucus distichus",278,"","NA"
"1698",1698,118,"Fucus distichus",283,"","NA"
"1699",1699,118,"Sargassum spp",604,"","NA"
"1700",1700,118,"Saccharina latissima",1090,"","NA"
"1701",1701,118,"Saccharina latissima",593,"","NA"
"1702",1702,118,"Saccharina latissima",158,"","NA"
"1703",1703,118,"Saccharina latissima",225,"","NA"
"1704",1704,118,"Saccharina latissima",301,"","NA"
"1705",1705,118,"Saccharina latissima",300,"","NA"
"1706",1706,118,"Palmaria spp",96,"","NA"
"1707",1707,118,"Palmaria spp",70,"","NA"
"1708",1708,118,"Palmaria spp",103,"","NA"
"1709",1709,118,"Palmaria spp",56,"","NA"
"1710",1710,118,"Palmaria spp",82,"","NA"
"1711",1711,118,"Palmaria spp",55,"","NA"
"1712",1712,118,"Ulva spp",300,"","NA"
"1713",1713,118,"Ulva spp",605,"","NA"
"1714",1714,118,"Ulva spp",143,"","NA"
"1715",1715,118,"Ulva spp",163,"","NA"
"1716",1716,118,"Desmarestia spp",401,"","NA"
"1717",1717,118,"Desmarestia spp",422,"","NA"
"1718",1718,118,"Neorhodomela aculeata",85,"","NA"
"1719",1719,118,"Neorhodomela aculeata",80,"","NA"
"1720",1720,118,"Neorhodomela aculeata",85,"","NA"
"1721",1721,118,"Neorhodomela aculeata",55,"","NA"
"1722",1722,118,"Odonthalia spp",217,"","NA"
"1723",1723,118,"Saccharina latissima",567,"","NA"
"1724",1724,118,"Saccharina latissima",275,"","NA"
"1725",1725,118,"Saccharina latissima",119,"","NA"
"1726",1726,119,"Fucus distichus",239,"","NA"
"1727",1727,119,"Fucus distichus",295,"","NA"
"1728",1728,119,"Fucus distichus",164,"","NA"
"1729",1729,119,"Petalonia fascia",159,"","NA"
"1730",1730,119,"Petalonia fascia",121,"","NA"
"1731",1731,119,"Saccharina latissima",121,"","NA"
"1732",1732,119,"Saccharina latissima",102,"","NA"
"1733",1733,119,"Saccharina latissima",165,"","NA"
