"","plant_ID","quadrat_ID","species","length"
"1571",1571,110,"Chorda filum",889
"1572",1572,111,"Zostera marina",661
"1573",1573,111,"Zostera marina",389
"1574",1574,111,"Zostera marina",604
"1575",1575,111,"Zostera marina",402
"1576",1576,111,"Zostera marina",511
"1577",1577,111,"Zostera marina",866
"1578",1578,111,"Zostera marina",403
"1579",1579,111,"Zostera marina",424
"1580",1580,111,"Zostera marina",347
"1581",1581,111,"Zostera marina",345
"1582",1582,111,"Zostera marina",559
"1583",1583,111,"Phyllospadix scouleri",598
"1584",1584,111,"Phyllospadix scouleri",653
"1585",1585,111,"Phyllospadix scouleri",779
"1586",1586,111,"Phyllospadix scouleri",421
"1587",1587,111,"Phyllospadix scouleri",538
"1588",1588,111,"Fucus distichus",72
"1589",1589,111,"Fucus distichus",143
"1590",1590,111,"Fucus distichus",83
"1591",1591,111,"Fucus distichus",91
"1592",1592,111,"Neorhodomela aculeata",126
"1593",1593,111,"Neorhodomela aculeata",119
"1594",1594,111,"Neorhodomela aculeata",70
"1595",1595,111,"Neorhodomela aculeata",105
"1596",1596,111,"Neorhodomela aculeata",113
"1597",1597,111,"Neorhodomela aculeata",59
"1598",1598,112,"Fucus distichus",118
"1599",1599,112,"Fucus distichus",57
"1600",1600,112,"Fucus distichus",76
"1601",1601,112,"Phyllospadix scouleri",571
"1602",1602,112,"Phyllospadix scouleri",580
"1603",1603,112,"Phyllospadix scouleri",564
"1604",1604,112,"Phyllospadix scouleri",609
"1605",1605,112,"Zostera marina",528
"1606",1606,113,"Fucus distichus",93
"1607",1607,113,"Fucus distichus",81
"1608",1608,113,"Fucus distichus",74
"1609",1609,113,"Neorhodomela aculeata",132
"1610",1610,113,"Neorhodomela aculeata",84
"1611",1611,113,"Neorhodomela aculeata",102
"1612",1612,113,"Phyllospadix scouleri",692
"1613",1613,113,"Phyllospadix scouleri",557
"1614",1614,113,"Phyllospadix scouleri",651
"1615",1615,113,"Zostera marina",557
"1616",1616,113,"Zostera marina",634
"1617",1617,113,"Zostera marina",562
"1618",1618,113,"Zostera marina",442
"1619",1619,114,"Fucus distichus",90
"1620",1620,114,"Fucus distichus",93
"1621",1621,114,"Fucus distichus",125
"1622",1622,114,"Laminaria saccharina",192
"1623",1623,114,"Neorhodomela aculeata",208
"1624",1624,114,"Neorhodomela aculeata",135
"1625",1625,114,"Neorhodomela aculeata",139
"1626",1626,114,"Neorhodomela aculeata",134
"1627",1627,114,"Neorhodomela aculeata",214
"1628",1628,114,"Zostera marina",695
"1629",1629,114,"Zostera marina",561
"1630",1630,114,"Zostera marina",390
"1631",1631,114,"Zostera marina",620
"1632",1632,114,"Phyllospadix scouleri",551
"1633",1633,114,"Phyllospadix scouleri",844
"1634",1634,114,"Phyllospadix scouleri",710
"1635",1635,114,"Phyllospadix scouleri",701
"1636",1636,114,"Phyllospadix scouleri",687
"1637",1637,114,"Phyllospadix scouleri",451
"1638",1638,114,"Phyllospadix scouleri",630
"1639",1639,115,"Fucus distichus",92
"1640",1640,115,"Fucus distichus",146
"1641",1641,115,"Fucus distichus",79
"1642",1642,115,"Fucus distichus",91
"1643",1643,115,"Fucus distichus",89
"1644",1644,115,"Fucus distichus",103
"1645",1645,115,"Fucus distichus",52
"1646",1646,115,"Laminaria saccharina",132
"1647",1647,115,"Laminaria saccharina",184
"1648",1648,115,"Phyllospadix scouleri",540
"1649",1649,115,"Phyllospadix scouleri",645
"1650",1650,115,"Phyllospadix scouleri",632
"1651",1651,115,"Phyllospadix scouleri",565
"1652",1652,115,"Phyllospadix scouleri",682
"1653",1653,115,"Zostera marina",710
"1654",1654,115,"Zostera marina",657
"1655",1655,115,"Zostera marina",689
"1656",1656,115,"Zostera marina",501
"1657",1657,115,"Zostera marina",381
"1658",1658,116,"Saccharina latissima",183
"1659",1659,116,"Saccharina groenlandica",861
"1660",1660,116,"Ulva spp",75
"1661",1661,116,"Ulva spp",92
"1662",1662,116,"Fucus distichus",132
"1663",1663,116,"Fucus distichus",174
"1664",1664,116,"Fucus distichus",137
"1665",1665,116,"Fucus distichus",269
"1666",1666,116,"Fucus distichus",276
"1667",1667,116,"Neorhodomela aculeata",194
"1668",1668,116,"Neorhodomela aculeata",191
"1669",1669,116,"Neorhodomela aculeata",56
"1670",1670,116,"Neorhodomela aculeata",143
"1671",1671,116,"Neorhodomela aculeata",63
"1672",1672,116,"Constantinia spp",104
"1673",1673,116,"Palmaria spp",42
"1674",1674,116,"Palmaria spp",48
"1675",1675,116,"Palmaria spp",51
"1676",1676,117,"Neorhodomela aculeata",291
"1677",1677,117,"Ulva spp",355
"1678",1678,117,"Ulva spp",197
"1679",1679,117,"Ulva spp",244
"1680",1680,117,"Ulva spp",424
"1681",1681,117,"Ulva spp",367
"1682",1682,117,"Fucus distichus",283
"1683",1683,117,"Fucus distichus",285
"1684",1684,117,"Fucus distichus",214
"1685",1685,117,"Fucus distichus",206
"1686",1686,117,"Fucus distichus",169
"1687",1687,117,"Laminaria yezoensis",717
"1688",1688,117,"Saccharina groenlandica",729
"1689",1689,117,"Palmaria spp",112
"1690",1690,117,"Palmaria spp",184
"1691",1691,117,"Palmaria spp",72
"1692",1692,117,"Palmaria spp",85
"1693",1693,117,"Palmaria spp",63
"1694",1694,117,"Analipus japonicus",76
"1695",1695,117,"Analipus japonicus",101
"1696",1696,118,"Fucus distichus",185
"1697",1697,118,"Fucus distichus",278
"1698",1698,118,"Fucus distichus",283
"1699",1699,118,"Sargassum spp",604
"1700",1700,118,"Saccharina latissima",1090
"1701",1701,118,"Saccharina latissima",593
"1702",1702,118,"Saccharina latissima",158
"1703",1703,118,"Saccharina latissima",225
"1704",1704,118,"Saccharina latissima",301
"1705",1705,118,"Saccharina latissima",300
"1706",1706,118,"Palmaria spp",96
"1707",1707,118,"Palmaria spp",70
"1708",1708,118,"Palmaria spp",103
"1709",1709,118,"Palmaria spp",56
"1710",1710,118,"Palmaria spp",82
"1711",1711,118,"Palmaria spp",55
"1712",1712,118,"Ulva spp",300
"1713",1713,118,"Ulva spp",605
"1714",1714,118,"Ulva spp",143
"1715",1715,118,"Ulva spp",163
"1716",1716,118,"Desmersita spp",401
"1717",1717,118,"Desmersita spp",422
"1718",1718,118,"Neorhodomela aculeata",85
"1719",1719,118,"Neorhodomela aculeata",80
"1720",1720,118,"Neorhodomela aculeata",85
"1721",1721,118,"Neorhodomela aculeata",55
"1722",1722,118,"Odonthalia spp",217
"1723",1723,118,"Saccharina latissima",567
"1724",1724,118,"Saccharina latissima",275
"1725",1725,118,"Saccharina latissima",119
"1726",1726,119,"Fucus distichus",239
"1727",1727,119,"Fucus distichus",295
"1728",1728,119,"Fucus distichus",164
"1729",1729,119,"Petalonia fascia",159
"1730",1730,119,"Petalonia fascia",121
"1731",1731,119,"Saccharina latissima",121
"1732",1732,119,"Saccharina latissima",102
"1733",1733,119,"Saccharina latissima",165
"1734",1734,119,"Saccharina latissima",325
"1735",1735,119,"Saccharina latissima",298
"1736",1736,119,"Palmaria spp",178
"1737",1737,119,"Palmaria spp",192
"1738",1738,119,"Palmaria spp",101
"1739",1739,119,"Palmaria spp",138
"1740",1740,119,"Palmaria spp",89
"1741",1741,119,"Ulva lactuca",119
"1742",1742,119,"Ulva lactuca",115
"1743",1743,119,"Ulva lactuca",325
"1744",1744,119,"Ulva lactuca",309
"1745",1745,119,"Ulva lactuca",158
"1746",1746,119,"Saccharina groenlandica",152
"1747",1747,119,"Saccharina groenlandica",183
"1748",1748,120,"Ulva spp",262
"1749",1749,120,"Ulva spp",559
"1750",1750,120,"Ulva spp",549
"1751",1751,120,"Ulva spp",446
"1752",1752,120,"Laminaria yezoensis",549
"1753",1753,120,"Palmaria spp",81
"1754",1754,120,"Palmaria spp",69
"1755",1755,120,"Palmaria spp",125
"1756",1756,120,"Palmaria spp",84
"1757",1757,120,"Saccharina latissima",1448
"1758",1758,120,"Saccharina groenlandica",291
"1759",1759,120,"Sargassum spp",524
"1760",1760,120,"Sargassum spp",71
"1761",1761,120,"Fucus distichus",204
"1762",1762,120,"Neorhodomela aculeata",89
"1763",1763,120,"Neorhodomela aculeata",42
"1764",1764,121,"Saccharina spp",208
"1765",1765,121,"Saccharina spp",277
"1766",1766,121,"Saccharina spp",140
"1767",1767,121,"Saccharina spp",174
"1768",1768,121,"Saccharina spp",129
"1769",1769,121,"Neorhodomela aculeata",308
"1770",1770,121,"Neorhodomela aculeata",124
"1771",1771,121,"Neorhodomela aculeata",327
"1772",1772,121,"Neorhodomela aculeata",177
"1773",1773,121,"Neorhodomela aculeata",78
"1774",1774,121,"Sparangia pertula",114
"1775",1775,121,"Sparangia pertula",74
"1776",1776,121,"Sparangia pertula",145
"1777",1777,121,"Sparangia pertula",73
"1778",1778,121,"Sparangia pertula",182
"1779",1779,121,"Ulva spp",97
"1780",1780,121,"Ulva spp",135
"1781",1781,121,"Ulva spp",75
"1782",1782,121,"Ulva spp",140
"1783",1783,121,"Ulva spp",91
"1784",1784,121,"Polyneura latissima",137
"1785",1785,121,"Polyneura latissima",125
"1786",1786,121,"Polyneura latissima",151
"1787",1787,121,"Polyneura latissima",70
"1788",1788,121,"Polyneura latissima",67
"1789",1789,121,"Corallina vancouveriensis",37
"1790",1790,121,"Corallina vancouveriensis",21
"1791",1791,121,"Corallina vancouveriensis",42
"1792",1792,121,"Corallina vancouveriensis",34
"1793",1793,121,"Corallina vancouveriensis",32
"1794",1794,121,"Palmaria callophyllis",95
"1795",1795,121,"Palmaria callophyllis",85
"1796",1796,121,"Palmaria callophyllis",65
"1797",1797,121,"Palmaria callophyllis",44
"1798",1798,121,"Palmaria callophyllis",40
"1799",1799,121,"Odonthalia spp",136
"1800",1800,121,"Odonthalia spp",126
"1801",1801,121,"Odonthalia spp",95
"1802",1802,121,"Odonthalia spp",81
"1803",1803,121,"Odonthalia spp",155
"1804",1804,121,"Odonthalia spp",145
"1805",1805,121,"Odonthalia spp",140
"1806",1806,121,"Odonthalia spp",84
"1807",1807,121,"Odonthalia spp",200
"1808",1808,121,"Odonthalia spp",158
"1809",1809,121,"Falonia mollis",48
"1810",1810,121,"Falonia mollis",45
"1811",1811,121,"Falonia mollis",32
"1812",1812,121,"Falonia mollis",43
"1813",1813,121,"Falonia mollis",40
"1814",1814,122,"Saccharina spp",570
"1815",1815,122,"Saccharina spp",680
"1816",1816,122,"Saccharina spp",1150
"1817",1817,122,"Saccharina spp",1413
"1818",1818,122,"Saccharina spp",415
"1819",1819,123,"Saccharina latissima",125
"1820",1820,123,"Sargassum muticum",186
"1821",1821,123,"Sargassum muticum",157
"1822",1822,123,"Sargassum muticum",120
"1823",1823,123,"Sargassum muticum",190
"1824",1824,123,"Sargassum muticum",127
"1825",1825,123,"Palmaria mollis",75
"1826",1826,123,"Palmaria mollis",51
"1827",1827,123,"Palmaria mollis",93
"1828",1828,123,"Palmaria mollis",50
"1829",1829,123,"Sparlingia pertusa",106
"1830",1830,123,"Sparlingia pertusa",95
"1831",1831,123,"Falonia mollis",39
"1832",1832,123,"Falonia mollis",43
"1833",1833,123,"Falonia mollis",26
"1834",1834,123,"Cumantamnion decipiens",70
"1835",1835,123,"Cumantamnion decipiens",107
"1836",1836,123,"Cumantamnion decipiens",93
"1837",1837,123,"Cumantamnion decipiens",58
"1838",1838,123,"Cumantamnion decipiens",77
"1839",1839,124,"Saccharina spp",850
"1840",1840,124,"Neorhodomela aculeata",72
"1841",1841,124,"Neorhodomela aculeata",360
"1842",1842,124,"Neorhodomela aculeata",195
"1843",1843,124,"Sargassum muticum",324
"1844",1844,124,"Sargassum muticum",171
"1845",1845,124,"Sargassum muticum",274
"1846",1846,124,"Sargassum muticum",258
"1847",1847,124,"Sargassum muticum",296
"1848",1848,124,"Sargassum muticum",257
"1849",1849,124,"Sargassum muticum",167
"1850",1850,124,"Sargassum muticum",223
"1851",1851,124,"Sargassum muticum",207
"1852",1852,124,"Odonthalia spp",131
"1853",1853,124,"Odonthalia spp",88
"1854",1854,124,"Odonthalia spp",99
"1855",1855,124,"Odonthalia spp",62
"1856",1856,124,"Odonthalia spp",110
"1857",1857,124,"Odonthalia spp",76
"1858",1858,124,"Sparlingia pertusa",115
"1859",1859,124,"Sparlingia pertusa",166
"1860",1860,124,"Sparlingia pertusa",104
"1861",1861,124,"Sparlingia pertusa",71
"1862",1862,124,"Polyneura latissima",61
"1863",1863,124,"Polyneura latissima",91
"1864",1864,124,"Polyneura latissima",86
"1865",1865,124,"Polyneura latissima",44
"1866",1866,125,"Saccharina spp",1110
"1867",1867,125,"Saccharina spp",550
"1868",1868,125,"Neorhodomela aculeata",135
"1869",1869,125,"Neorhodomela aculeata",36
"1870",1870,125,"Neorhodomela aculeata",72
