"","plant_ID","quadrat_ID","species","length_mm","notes","weight_g","fit","lwr","upr"
"897",897,64,"Zostera marina",432,"",NA,NA,NA,NA
"898",898,64,"Zostera marina",426,"",NA,NA,NA,NA
"899",899,64,"Zostera marina",443,"",NA,NA,NA,NA
"900",900,64,"Zostera marina",420,"",NA,NA,NA,NA
"901",901,64,"Zostera marina",395,"",NA,NA,NA,NA
"902",902,64,"Zostera marina",322,"",NA,NA,NA,NA
"903",903,64,"Zostera marina",403,"",NA,NA,NA,NA
"904",904,64,"Zostera marina",324,"",NA,NA,NA,NA
"905",905,64,"Zostera marina",384,"",NA,NA,NA,NA
"906",906,64,"Zostera marina",371,"",NA,NA,NA,NA
"907",907,64,"Zostera marina",375,"",NA,NA,NA,NA
"908",908,64,"Zostera marina",397,"",NA,NA,NA,NA
"909",909,64,"Zostera marina",202,"",NA,NA,NA,NA
"910",910,64,"Zostera marina",309,"",NA,NA,NA,NA
"911",911,64,"Zostera marina",290,"",NA,NA,NA,NA
"912",912,65,"Zostera marina",414,"",NA,NA,NA,NA
"913",913,65,"Zostera marina",340,"",NA,NA,NA,NA
"914",914,65,"Zostera marina",320,"",NA,NA,NA,NA
"915",915,65,"Zostera marina",441,"",NA,NA,NA,NA
"916",916,65,"Zostera marina",427,"",NA,NA,NA,NA
"917",917,65,"Zostera marina",417,"",NA,NA,NA,NA
"918",918,65,"Zostera marina",344,"",NA,NA,NA,NA
"919",919,65,"Zostera marina",296,"",NA,NA,NA,NA
"920",920,65,"Zostera marina",382,"",NA,NA,NA,NA
"921",921,65,"Zostera marina",477,"",NA,NA,NA,NA
"922",922,65,"Zostera marina",451,"",NA,NA,NA,NA
"923",923,65,"Zostera marina",373,"",NA,NA,NA,NA
"924",924,65,"Zostera marina",356,"",NA,NA,NA,NA
"925",925,65,"Zostera marina",240,"",NA,NA,NA,NA
"926",926,65,"Zostera marina",339,"",NA,NA,NA,NA
"927",927,66,"Zostera marina",374,"",NA,NA,NA,NA
"928",928,66,"Zostera marina",419,"",NA,NA,NA,NA
"929",929,66,"Zostera marina",396,"",NA,NA,NA,NA
"930",930,66,"Zostera marina",304,"",NA,NA,NA,NA
"931",931,66,"Zostera marina",326,"",NA,NA,NA,NA
"932",932,66,"Zostera marina",331,"",NA,NA,NA,NA
"933",933,66,"Zostera marina",362,"",NA,NA,NA,NA
"934",934,66,"Zostera marina",321,"",NA,NA,NA,NA
"935",935,66,"Zostera marina",332,"",NA,NA,NA,NA
"936",936,66,"Zostera marina",384,"",NA,NA,NA,NA
"937",937,66,"Zostera marina",390,"",NA,NA,NA,NA
"938",938,66,"Zostera marina",321,"",NA,NA,NA,NA
"939",939,66,"Zostera marina",291,"",NA,NA,NA,NA
"940",940,66,"Zostera marina",292,"",NA,NA,NA,NA
"941",941,66,"Zostera marina",339,"",NA,NA,NA,NA
"942",942,67,"Zostera marina",304,"",NA,NA,NA,NA
"943",943,67,"Zostera marina",372,"",NA,NA,NA,NA
"944",944,67,"Zostera marina",453,"",NA,NA,NA,NA
"945",945,67,"Zostera marina",434,"",NA,NA,NA,NA
"946",946,67,"Zostera marina",309,"",NA,NA,NA,NA
"947",947,67,"Zostera marina",407,"",NA,NA,NA,NA
"948",948,67,"Zostera marina",391,"",NA,NA,NA,NA
"949",949,67,"Zostera marina",294,"",NA,NA,NA,NA
"950",950,67,"Zostera marina",434,"",NA,NA,NA,NA
"951",951,67,"Zostera marina",314,"",NA,NA,NA,NA
"952",952,67,"Zostera marina",411,"",NA,NA,NA,NA
"953",953,67,"Zostera marina",422,"",NA,NA,NA,NA
"954",954,67,"Zostera marina",412,"",NA,NA,NA,NA
"955",955,67,"Zostera marina",263,"",NA,NA,NA,NA
"956",956,67,"Zostera marina",419,"",NA,NA,NA,NA
"957",957,68,"Zostera marina",501,"",NA,NA,NA,NA
"958",958,68,"Zostera marina",360,"",NA,NA,NA,NA
"959",959,68,"Zostera marina",369,"",NA,NA,NA,NA
"960",960,68,"Zostera marina",359,"",NA,NA,NA,NA
"961",961,68,"Zostera marina",442,"",NA,NA,NA,NA
"962",962,68,"Zostera marina",481,"",NA,NA,NA,NA
"963",963,68,"Zostera marina",434,"",NA,NA,NA,NA
"964",964,68,"Zostera marina",341,"",NA,NA,NA,NA
"965",965,68,"Zostera marina",331,"",NA,NA,NA,NA
"966",966,68,"Zostera marina",487,"",NA,NA,NA,NA
"967",967,68,"Zostera marina",363,"",NA,NA,NA,NA
"968",968,68,"Zostera marina",477,"",NA,NA,NA,NA
"969",969,68,"Zostera marina",335,"",NA,NA,NA,NA
"970",970,68,"Zostera marina",448,"",NA,NA,NA,NA
"971",971,68,"Zostera marina",365,"",NA,NA,NA,NA
"972",972,69,"Zostera marina",437,"",NA,NA,NA,NA
"973",973,69,"Zostera marina",344,"",NA,NA,NA,NA
"974",974,69,"Zostera marina",372,"",NA,NA,NA,NA
"975",975,69,"Zostera marina",126,"",NA,NA,NA,NA
"976",976,69,"Zostera marina",296,"",NA,NA,NA,NA
"977",977,69,"Zostera marina",161,"",NA,NA,NA,NA
"978",978,69,"Zostera marina",372,"",NA,NA,NA,NA
"979",979,69,"Zostera marina",337,"",NA,NA,NA,NA
"980",980,69,"Zostera marina",420,"",NA,NA,NA,NA
"981",981,69,"Zostera marina",374,"",NA,NA,NA,NA
"982",982,69,"Zostera marina",327,"",NA,NA,NA,NA
"983",983,69,"Zostera marina",276,"",NA,NA,NA,NA
"984",984,69,"Zostera marina",281,"",NA,NA,NA,NA
"985",985,69,"Zostera marina",447,"",NA,NA,NA,NA
"986",986,69,"Zostera marina",247,"",NA,NA,NA,NA
"987",987,70,"Zostera marina",362,"",NA,NA,NA,NA
"988",988,70,"Zostera marina",366,"",NA,NA,NA,NA
"989",989,70,"Zostera marina",427,"",NA,NA,NA,NA
"990",990,70,"Zostera marina",412,"",NA,NA,NA,NA
"991",991,70,"Zostera marina",157,"",NA,NA,NA,NA
"992",992,70,"Zostera marina",426,"",NA,NA,NA,NA
"993",993,70,"Zostera marina",456,"",NA,NA,NA,NA
"994",994,70,"Zostera marina",397,"",NA,NA,NA,NA
"995",995,70,"Zostera marina",231,"",NA,NA,NA,NA
"996",996,70,"Zostera marina",447,"",NA,NA,NA,NA
"997",997,70,"Zostera marina",418,"",NA,NA,NA,NA
"998",998,70,"Zostera marina",382,"",NA,NA,NA,NA
"999",999,70,"Zostera marina",342,"",NA,NA,NA,NA
"1000",1000,70,"Zostera marina",269,"",NA,NA,NA,NA
"1001",1001,70,"Zostera marina",352,"",NA,NA,NA,NA
"1002",1002,71,"Zostera marina",626,"",NA,NA,NA,NA
"1003",1003,71,"Zostera marina",333,"",NA,NA,NA,NA
"1004",1004,71,"Zostera marina",425,"",NA,NA,NA,NA
"1005",1005,71,"Zostera marina",579,"",NA,NA,NA,NA
"1006",1006,71,"Zostera marina",638,"",NA,NA,NA,NA
"1007",1007,71,"Zostera marina",392,"",NA,NA,NA,NA
"1008",1008,71,"Zostera marina",641,"",NA,NA,NA,NA
"1009",1009,71,"Zostera marina",425,"",NA,NA,NA,NA
"1010",1010,71,"Zostera marina",391,"",NA,NA,NA,NA
"1011",1011,71,"Zostera marina",405,"",NA,NA,NA,NA
"1012",1012,71,"Zostera marina",498,"",NA,NA,NA,NA
"1013",1013,71,"Zostera marina",365,"",NA,NA,NA,NA
"1014",1014,71,"Zostera marina",479,"",NA,NA,NA,NA
"1015",1015,71,"Zostera marina",225,"",NA,NA,NA,NA
"1016",1016,71,"Zostera marina",630,"",NA,NA,NA,NA
"1017",1017,72,"Zostera marina",646,"",NA,NA,NA,NA
"1018",1018,72,"Zostera marina",514,"",NA,NA,NA,NA
"1019",1019,72,"Zostera marina",577,"",NA,NA,NA,NA
"1020",1020,72,"Zostera marina",606,"",NA,NA,NA,NA
"1021",1021,72,"Zostera marina",552,"",NA,NA,NA,NA
"1022",1022,72,"Zostera marina",394,"",NA,NA,NA,NA
"1023",1023,72,"Zostera marina",577,"",NA,NA,NA,NA
"1024",1024,72,"Zostera marina",348,"",NA,NA,NA,NA
"1025",1025,72,"Zostera marina",167,"",NA,NA,NA,NA
"1026",1026,72,"Zostera marina",622,"",NA,NA,NA,NA
"1027",1027,72,"Zostera marina",521,"",NA,NA,NA,NA
"1028",1028,72,"Zostera marina",482,"",NA,NA,NA,NA
"1029",1029,72,"Zostera marina",365,"",NA,NA,NA,NA
"1030",1030,72,"Zostera marina",522,"",NA,NA,NA,NA
"1031",1031,72,"Zostera marina",534,"",NA,NA,NA,NA
"1032",1032,73,"Zostera marina",522,"",NA,NA,NA,NA
"1033",1033,73,"Zostera marina",321,"",NA,NA,NA,NA
"1034",1034,73,"Zostera marina",545,"",NA,NA,NA,NA
"1035",1035,73,"Zostera marina",352,"",NA,NA,NA,NA
"1036",1036,73,"Zostera marina",596,"",NA,NA,NA,NA
"1037",1037,73,"Zostera marina",545,"",NA,NA,NA,NA
"1038",1038,73,"Zostera marina",562,"",NA,NA,NA,NA
"1039",1039,73,"Zostera marina",642,"",NA,NA,NA,NA
"1040",1040,73,"Zostera marina",618,"",NA,NA,NA,NA
"1041",1041,73,"Zostera marina",583,"",NA,NA,NA,NA
"1042",1042,73,"Zostera marina",452,"",NA,NA,NA,NA
"1043",1043,73,"Zostera marina",443,"",NA,NA,NA,NA
"1044",1044,73,"Zostera marina",558,"",NA,NA,NA,NA
"1045",1045,73,"Zostera marina",458,"",NA,NA,NA,NA
"1046",1046,73,"Zostera marina",400,"",NA,NA,NA,NA
"1047",1047,74,"Zostera marina",663,"",NA,NA,NA,NA
"1048",1048,74,"Zostera marina",316,"",NA,NA,NA,NA
"1049",1049,74,"Zostera marina",705,"",NA,NA,NA,NA
"1050",1050,74,"Zostera marina",508,"",NA,NA,NA,NA
"1051",1051,74,"Zostera marina",659,"",NA,NA,NA,NA
"1052",1052,74,"Zostera marina",482,"",NA,NA,NA,NA
"1053",1053,74,"Zostera marina",524,"",NA,NA,NA,NA
"1054",1054,74,"Zostera marina",750,"",NA,NA,NA,NA
"1055",1055,74,"Zostera marina",467,"",NA,NA,NA,NA
"1056",1056,74,"Zostera marina",626,"",NA,NA,NA,NA
"1057",1057,74,"Zostera marina",438,"",NA,NA,NA,NA
"1058",1058,74,"Zostera marina",773,"",NA,NA,NA,NA
"1059",1059,74,"Zostera marina",583,"",NA,NA,NA,NA
"1060",1060,74,"Zostera marina",261,"",NA,NA,NA,NA
"1061",1061,74,"Zostera marina",516,"",NA,NA,NA,NA
"1062",1062,75,"Zostera marina",536,"",NA,NA,NA,NA
"1063",1063,75,"Zostera marina",485,"",NA,NA,NA,NA
"1064",1064,75,"Zostera marina",392,"",NA,NA,NA,NA
"1065",1065,75,"Zostera marina",451,"",NA,NA,NA,NA
"1066",1066,75,"Zostera marina",286,"",NA,NA,NA,NA
"1067",1067,75,"Zostera marina",540,"",NA,NA,NA,NA
"1068",1068,75,"Zostera marina",728,"",NA,NA,NA,NA
"1069",1069,75,"Zostera marina",527,"",NA,NA,NA,NA
"1070",1070,75,"Zostera marina",225,"",NA,NA,NA,NA
"1071",1071,75,"Zostera marina",627,"",NA,NA,NA,NA
"1072",1072,75,"Zostera marina",481,"",NA,NA,NA,NA
"1073",1073,75,"Zostera marina",419,"",NA,NA,NA,NA
"1074",1074,75,"Zostera marina",293,"",NA,NA,NA,NA
"1075",1075,75,"Zostera marina",515,"",NA,NA,NA,NA
"1076",1076,75,"Zostera marina",164,"",NA,NA,NA,NA
"1077",1077,76,"Zostera marina",535,"",NA,NA,NA,NA
"1078",1078,76,"Zostera marina",700,"",NA,NA,NA,NA
"1079",1079,76,"Zostera marina",805,"",NA,NA,NA,NA
"1080",1080,76,"Zostera marina",650,"",NA,NA,NA,NA
"1081",1081,76,"Zostera marina",660,"",NA,NA,NA,NA
"1082",1082,76,"Zostera marina",346,"",NA,NA,NA,NA
"1083",1083,76,"Zostera marina",290,"",NA,NA,NA,NA
"1084",1084,76,"Zostera marina",435,"",NA,NA,NA,NA
"1085",1085,76,"Zostera marina",544,"",NA,NA,NA,NA
"1086",1086,76,"Zostera marina",571,"",NA,NA,NA,NA
"1087",1087,76,"Zostera marina",136,"",NA,NA,NA,NA
"1088",1088,76,"Zostera marina",653,"",NA,NA,NA,NA
"1089",1089,76,"Zostera marina",287,"",NA,NA,NA,NA
"1090",1090,76,"Zostera marina",282,"",NA,NA,NA,NA
"1091",1091,76,"Zostera marina",690,"",NA,NA,NA,NA
"1092",1092,77,"Zostera marina",514,"",NA,NA,NA,NA
"1093",1093,77,"Zostera marina",649,"",NA,NA,NA,NA
"1094",1094,77,"Zostera marina",240,"",NA,NA,NA,NA
"1095",1095,77,"Zostera marina",790,"",NA,NA,NA,NA
"1096",1096,77,"Zostera marina",410,"",NA,NA,NA,NA
"1097",1097,77,"Zostera marina",328,"",NA,NA,NA,NA
"1098",1098,77,"Zostera marina",428,"",NA,NA,NA,NA
"1099",1099,77,"Zostera marina",357,"",NA,NA,NA,NA
"1100",1100,77,"Zostera marina",659,"",NA,NA,NA,NA
"1101",1101,77,"Zostera marina",548,"",NA,NA,NA,NA
"1102",1102,77,"Zostera marina",453,"",NA,NA,NA,NA
"1103",1103,77,"Zostera marina",762,"",NA,NA,NA,NA
"1104",1104,77,"Zostera marina",428,"",NA,NA,NA,NA
"1105",1105,77,"Zostera marina",279,"",NA,NA,NA,NA
"1106",1106,77,"Zostera marina",275,"",NA,NA,NA,NA
"1107",1107,78,"Zostera marina",693,"",NA,NA,NA,NA
"1108",1108,78,"Zostera marina",285,"",NA,NA,NA,NA
"1109",1109,78,"Zostera marina",257,"",NA,NA,NA,NA
"1110",1110,78,"Zostera marina",553,"",NA,NA,NA,NA
"1111",1111,78,"Zostera marina",750,"",NA,NA,NA,NA
"1112",1112,78,"Zostera marina",703,"",NA,NA,NA,NA
"1113",1113,78,"Zostera marina",481,"",NA,NA,NA,NA
"1114",1114,78,"Zostera marina",395,"",NA,NA,NA,NA
"1115",1115,78,"Zostera marina",526,"",NA,NA,NA,NA
"1116",1116,78,"Zostera marina",411,"",NA,NA,NA,NA
"1117",1117,78,"Zostera marina",568,"",NA,NA,NA,NA
"1118",1118,78,"Zostera marina",667,"",NA,NA,NA,NA
"1119",1119,78,"Zostera marina",405,"",NA,NA,NA,NA
"1120",1120,78,"Zostera marina",211,"",NA,NA,NA,NA
"1121",1121,78,"Zostera marina",190,"",NA,NA,NA,NA
"1122",1122,79,"Zostera marina",868,"",NA,NA,NA,NA
"1123",1123,79,"Zostera marina",903,"",NA,NA,NA,NA
"1124",1124,79,"Zostera marina",869,"",NA,NA,NA,NA
"1125",1125,79,"Zostera marina",535,"",NA,NA,NA,NA
"1126",1126,79,"Zostera marina",506,"",NA,NA,NA,NA
"1127",1127,79,"Zostera marina",424,"",NA,NA,NA,NA
"1128",1128,79,"Zostera marina",444,"",NA,NA,NA,NA
"1129",1129,79,"Zostera marina",395,"",NA,NA,NA,NA
"1130",1130,79,"Zostera marina",445,"",NA,NA,NA,NA
"1131",1131,79,"Zostera marina",539,"",NA,NA,NA,NA
"1132",1132,79,"Zostera marina",862,"",NA,NA,NA,NA
"1133",1133,79,"Zostera marina",536,"",NA,NA,NA,NA
"1134",1134,79,"Zostera marina",952,"",NA,NA,NA,NA
"1135",1135,79,"Zostera marina",665,"",NA,NA,NA,NA
"1136",1136,79,"Zostera marina",224,"",NA,NA,NA,NA
"1137",1137,80,"Zostera marina",385,"",NA,NA,NA,NA
"1138",1138,80,"Zostera marina",240,"",NA,NA,NA,NA
"1139",1139,80,"Zostera marina",213,"",NA,NA,NA,NA
"1140",1140,80,"Zostera marina",466,"",NA,NA,NA,NA
"1141",1141,80,"Zostera marina",159,"",NA,NA,NA,NA
"1142",1142,80,"Zostera marina",445,"",NA,NA,NA,NA
"1143",1143,80,"Zostera marina",562,"",NA,NA,NA,NA
"1144",1144,80,"Zostera marina",369,"",NA,NA,NA,NA
"1145",1145,80,"Zostera marina",467,"",NA,NA,NA,NA
"1146",1146,80,"Zostera marina",566,"",NA,NA,NA,NA
"1147",1147,80,"Zostera marina",483,"",NA,NA,NA,NA
"1148",1148,80,"Zostera marina",519,"",NA,NA,NA,NA
"1149",1149,80,"Zostera marina",497,"",NA,NA,NA,NA
"1150",1150,80,"Zostera marina",294,"",NA,NA,NA,NA
"1151",1151,80,"Zostera marina",249,"",NA,NA,NA,NA
"1152",1152,80,"Zostera marina",443,"",NA,NA,NA,NA
"1153",1153,80,"Zostera marina",447,"",NA,NA,NA,NA
"1154",1154,81,"Zostera marina",427,"",NA,NA,NA,NA
"1155",1155,81,"Zostera marina",488,"",NA,NA,NA,NA
"1156",1156,81,"Zostera marina",557,"",NA,NA,NA,NA
"1157",1157,81,"Zostera marina",417,"",NA,NA,NA,NA
"1158",1158,81,"Zostera marina",300,"",NA,NA,NA,NA
"1159",1159,81,"Zostera marina",184,"",NA,NA,NA,NA
"1160",1160,81,"Zostera marina",344,"",NA,NA,NA,NA
"1161",1161,81,"Zostera marina",202,"",NA,NA,NA,NA
"1162",1162,81,"Zostera marina",513,"",NA,NA,NA,NA
"1163",1163,81,"Zostera marina",342,"",NA,NA,NA,NA
"1164",1164,81,"Zostera marina",336,"",NA,NA,NA,NA
"1165",1165,81,"Zostera marina",182,"",NA,NA,NA,NA
"1166",1166,81,"Zostera marina",437,"",NA,NA,NA,NA
"1167",1167,81,"Zostera marina",513,"",NA,NA,NA,NA
"1168",1168,81,"Zostera marina",414,"",NA,NA,NA,NA
"1169",1169,82,"Zostera marina",573,"",NA,NA,NA,NA
"1170",1170,82,"Zostera marina",589,"",NA,NA,NA,NA
"1171",1171,82,"Zostera marina",581,"",NA,NA,NA,NA
"1172",1172,82,"Zostera marina",679,"",NA,NA,NA,NA
"1173",1173,82,"Zostera marina",456,"",NA,NA,NA,NA
"1174",1174,82,"Zostera marina",524,"",NA,NA,NA,NA
"1175",1175,82,"Zostera marina",649,"",NA,NA,NA,NA
"1176",1176,82,"Zostera marina",494,"",NA,NA,NA,NA
"1177",1177,82,"Zostera marina",748,"",NA,NA,NA,NA
"1178",1178,82,"Zostera marina",745,"",NA,NA,NA,NA
"1179",1179,82,"Zostera marina",753,"",NA,NA,NA,NA
"1180",1180,82,"Zostera marina",432,"",NA,NA,NA,NA
"1181",1181,82,"Zostera marina",662,"",NA,NA,NA,NA
"1182",1182,82,"Zostera marina",673,"",NA,NA,NA,NA
"1183",1183,82,"Zostera marina",677,"",NA,NA,NA,NA
"1184",1184,83,"Zostera marina",566,"",NA,NA,NA,NA
"1185",1185,83,"Zostera marina",399,"",NA,NA,NA,NA
"1186",1186,83,"Zostera marina",414,"",NA,NA,NA,NA
"1187",1187,83,"Zostera marina",599,"",NA,NA,NA,NA
"1188",1188,83,"Zostera marina",437,"",NA,NA,NA,NA
"1189",1189,83,"Zostera marina",375,"",NA,NA,NA,NA
"1190",1190,83,"Zostera marina",396,"",NA,NA,NA,NA
"1191",1191,83,"Zostera marina",556,"",NA,NA,NA,NA
"1192",1192,83,"Zostera marina",540,"",NA,NA,NA,NA
"1193",1193,83,"Zostera marina",230,"",NA,NA,NA,NA
"1194",1194,83,"Zostera marina",477,"",NA,NA,NA,NA
"1195",1195,83,"Zostera marina",372,"",NA,NA,NA,NA
"1196",1196,83,"Zostera marina",471,"",NA,NA,NA,NA
"1197",1197,83,"Zostera marina",650,"",NA,NA,NA,NA
"1198",1198,83,"Zostera marina",254,"",NA,NA,NA,NA
"1199",1199,84,"Zostera marina",721,"",NA,NA,NA,NA
"1200",1200,84,"Zostera marina",789,"",NA,NA,NA,NA
"1201",1201,84,"Zostera marina",579,"",NA,NA,NA,NA
"1202",1202,84,"Zostera marina",704,"",NA,NA,NA,NA
"1203",1203,84,"Zostera marina",235,"",NA,NA,NA,NA
"1204",1204,84,"Zostera marina",496,"",NA,NA,NA,NA
"1205",1205,84,"Zostera marina",614,"",NA,NA,NA,NA
"1206",1206,84,"Zostera marina",795,"",NA,NA,NA,NA
"1207",1207,84,"Zostera marina",655,"",NA,NA,NA,NA
"1208",1208,84,"Zostera marina",535,"",NA,NA,NA,NA
"1209",1209,84,"Zostera marina",390,"",NA,NA,NA,NA
"1210",1210,84,"Zostera marina",691,"",NA,NA,NA,NA
"1211",1211,84,"Zostera marina",236,"",NA,NA,NA,NA
"1212",1212,84,"Zostera marina",521,"",NA,NA,NA,NA
"1213",1213,84,"Zostera marina",446,"",NA,NA,NA,NA
"1214",1214,85,"Zostera marina",374,"",NA,NA,NA,NA
"1215",1215,85,"Zostera marina",622,"",NA,NA,NA,NA
"1216",1216,85,"Zostera marina",347,"",NA,NA,NA,NA
"1217",1217,85,"Zostera marina",354,"",NA,NA,NA,NA
"1218",1218,85,"Zostera marina",392,"",NA,NA,NA,NA
"1219",1219,85,"Zostera marina",391,"",NA,NA,NA,NA
"1220",1220,85,"Zostera marina",379,"",NA,NA,NA,NA
"1221",1221,85,"Zostera marina",344,"",NA,NA,NA,NA
"1222",1222,85,"Zostera marina",499,"",NA,NA,NA,NA
"1223",1223,85,"Zostera marina",632,"",NA,NA,NA,NA
"1224",1224,85,"Zostera marina",369,"",NA,NA,NA,NA
"1225",1225,85,"Zostera marina",504,"",NA,NA,NA,NA
"1226",1226,85,"Zostera marina",334,"",NA,NA,NA,NA
"1227",1227,85,"Zostera marina",355,"",NA,NA,NA,NA
"1228",1228,85,"Zostera marina",383,"",NA,NA,NA,NA
"1229",1229,86,"Zostera marina",531,"",NA,NA,NA,NA
"1230",1230,86,"Zostera marina",540,"",NA,NA,NA,NA
"1231",1231,86,"Zostera marina",563,"",NA,NA,NA,NA
"1232",1232,86,"Zostera marina",642,"",NA,NA,NA,NA
"1233",1233,86,"Zostera marina",712,"",NA,NA,NA,NA
"1234",1234,86,"Zostera marina",591,"",NA,NA,NA,NA
"1235",1235,86,"Zostera marina",557,"",NA,NA,NA,NA
"1236",1236,86,"Zostera marina",652,"",NA,NA,NA,NA
"1237",1237,86,"Zostera marina",472,"",NA,NA,NA,NA
"1238",1238,86,"Zostera marina",432,"",NA,NA,NA,NA
"1239",1239,86,"Zostera marina",352,"",NA,NA,NA,NA
"1240",1240,86,"Zostera marina",509,"",NA,NA,NA,NA
"1241",1241,86,"Zostera marina",193,"",NA,NA,NA,NA
"1242",1242,86,"Zostera marina",461,"",NA,NA,NA,NA
"1243",1243,86,"Zostera marina",291,"",NA,NA,NA,NA
"1244",1244,87,"Zostera marina",212,"",NA,NA,NA,NA
"1245",1245,87,"Zostera marina",263,"",NA,NA,NA,NA
"1246",1246,87,"Zostera marina",320,"",NA,NA,NA,NA
"1247",1247,87,"Zostera marina",371,"",NA,NA,NA,NA
"1248",1248,87,"Zostera marina",591,"",NA,NA,NA,NA
"1249",1249,87,"Zostera marina",444,"",NA,NA,NA,NA
"1250",1250,87,"Zostera marina",508,"",NA,NA,NA,NA
"1251",1251,87,"Zostera marina",598,"",NA,NA,NA,NA
"1252",1252,87,"Zostera marina",381,"",NA,NA,NA,NA
"1253",1253,87,"Zostera marina",685,"",NA,NA,NA,NA
"1254",1254,87,"Zostera marina",451,"",NA,NA,NA,NA
"1255",1255,87,"Zostera marina",572,"",NA,NA,NA,NA
"1256",1256,87,"Zostera marina",313,"",NA,NA,NA,NA
"1257",1257,87,"Zostera marina",372,"",NA,NA,NA,NA
"1258",1258,87,"Zostera marina",229,"",NA,NA,NA,NA
"1259",1259,88,"Zostera marina",424,"",NA,NA,NA,NA
"1260",1260,88,"Zostera marina",711,"",NA,NA,NA,NA
"1261",1261,88,"Zostera marina",301,"",NA,NA,NA,NA
"1262",1262,88,"Zostera marina",542,"",NA,NA,NA,NA
"1263",1263,88,"Zostera marina",589,"",NA,NA,NA,NA
"1264",1264,88,"Zostera marina",462,"",NA,NA,NA,NA
"1265",1265,88,"Zostera marina",321,"",NA,NA,NA,NA
"1266",1266,88,"Zostera marina",382,"",NA,NA,NA,NA
"1267",1267,88,"Zostera marina",669,"",NA,NA,NA,NA
"1268",1268,88,"Zostera marina",472,"",NA,NA,NA,NA
"1269",1269,88,"Zostera marina",420,"",NA,NA,NA,NA
"1270",1270,88,"Zostera marina",708,"",NA,NA,NA,NA
"1271",1271,88,"Zostera marina",566,"",NA,NA,NA,NA
"1272",1272,88,"Zostera marina",337,"",NA,NA,NA,NA
"1273",1273,88,"Zostera marina",428,"",NA,NA,NA,NA
"1274",1274,89,"Zostera marina",698,"",NA,NA,NA,NA
"1275",1275,89,"Zostera marina",782,"",NA,NA,NA,NA
"1276",1276,89,"Zostera marina",721,"",NA,NA,NA,NA
"1277",1277,89,"Zostera marina",647,"",NA,NA,NA,NA
"1278",1278,89,"Zostera marina",770,"",NA,NA,NA,NA
"1279",1279,89,"Zostera marina",812,"",NA,NA,NA,NA
"1280",1280,89,"Zostera marina",742,"",NA,NA,NA,NA
"1281",1281,89,"Zostera marina",823,"",NA,NA,NA,NA
"1282",1282,89,"Zostera marina",708,"",NA,NA,NA,NA
"1283",1283,89,"Zostera marina",613,"",NA,NA,NA,NA
"1284",1284,89,"Zostera marina",843,"",NA,NA,NA,NA
"1285",1285,89,"Zostera marina",687,"",NA,NA,NA,NA
"1286",1286,89,"Zostera marina",714,"",NA,NA,NA,NA
"1287",1287,89,"Zostera marina",697,"",NA,NA,NA,NA
"1288",1288,89,"Zostera marina",310,"",NA,NA,NA,NA
"1289",1289,90,"Zostera marina",812,"",NA,NA,NA,NA
"1290",1290,90,"Zostera marina",732,"",NA,NA,NA,NA
"1291",1291,90,"Zostera marina",586,"",NA,NA,NA,NA
"1292",1292,90,"Zostera marina",472,"",NA,NA,NA,NA
"1293",1293,90,"Zostera marina",402,"",NA,NA,NA,NA
"1294",1294,90,"Zostera marina",332,"",NA,NA,NA,NA
"1295",1295,90,"Zostera marina",293,"",NA,NA,NA,NA
"1296",1296,90,"Zostera marina",248,"",NA,NA,NA,NA
"1297",1297,90,"Zostera marina",231,"",NA,NA,NA,NA
"1298",1298,90,"Zostera marina",239,"",NA,NA,NA,NA
"1299",1299,90,"Zostera marina",474,"",NA,NA,NA,NA
"1300",1300,90,"Zostera marina",113,"",NA,NA,NA,NA
"1301",1301,90,"Zostera marina",328,"",NA,NA,NA,NA
"1302",1302,90,"Zostera marina",737,"",NA,NA,NA,NA
"1303",1303,90,"Zostera marina",393,"",NA,NA,NA,NA
"1304",1304,91,"Zostera marina",250,"",NA,NA,NA,NA
"1305",1305,91,"Zostera marina",142,"",NA,NA,NA,NA
"1306",1306,91,"Zostera marina",133,"",NA,NA,NA,NA
"1307",1307,91,"Zostera marina",306,"",NA,NA,NA,NA
"1308",1308,91,"Zostera marina",292,"",NA,NA,NA,NA
"1309",1309,91,"Zostera marina",258,"",NA,NA,NA,NA
"1310",1310,91,"Zostera marina",211,"",NA,NA,NA,NA
"1311",1311,91,"Zostera marina",189,"",NA,NA,NA,NA
"1312",1312,91,"Zostera marina",269,"",NA,NA,NA,NA
"1313",1313,91,"Zostera marina",126,"",NA,NA,NA,NA
"1314",1314,91,"Zostera marina",178,"",NA,NA,NA,NA
"1315",1315,91,"Zostera marina",156,"",NA,NA,NA,NA
"1316",1316,91,"Zostera marina",306,"",NA,NA,NA,NA
"1317",1317,91,"Zostera marina",218,"",NA,NA,NA,NA
"1318",1318,91,"Zostera marina",230,"",NA,NA,NA,NA
"1319",1319,92,"Zostera marina",161,"",NA,NA,NA,NA
"1320",1320,92,"Zostera marina",596,"",NA,NA,NA,NA
"1321",1321,92,"Zostera marina",140,"",NA,NA,NA,NA
"1322",1322,92,"Zostera marina",543,"",NA,NA,NA,NA
"1323",1323,92,"Zostera marina",218,"",NA,NA,NA,NA
"1324",1324,92,"Zostera marina",364,"",NA,NA,NA,NA
"1325",1325,92,"Zostera marina",425,"",NA,NA,NA,NA
