"","X","plant_ID","quadrat_ID","species","length_mm","weight_g","notes"
"1065",1065,1065,54,"Zostera marina",481,NA,""
"1066",1066,1066,54,"Zostera marina",460,NA,""
"1067",1067,1067,54,"Zostera marina",199,NA,""
"1068",1068,1068,54,"Zostera marina",338,NA,""
"1069",1069,1069,54,"Zostera marina",508,NA,""
"1070",1070,1070,54,"Zostera marina",273,NA,""
"1071",1071,1071,54,"Zostera marina",574,NA,""
"1072",1072,1072,55,"Zostera marina",600,NA,""
"1073",1073,1073,55,"Zostera marina",592,NA,""
"1074",1074,1074,55,"Zostera marina",234,NA,""
"1075",1075,1075,55,"Zostera marina",554,NA,""
"1076",1076,1076,55,"Zostera marina",199,NA,""
"1077",1077,1077,55,"Zostera marina",594,NA,""
"1078",1078,1078,55,"Zostera marina",245,NA,""
"1079",1079,1079,55,"Zostera marina",566,NA,""
"1080",1080,1080,55,"Zostera marina",274,NA,""
"1081",1081,1081,55,"Zostera marina",601,NA,""
"1082",1082,1082,55,"Zostera marina",504,NA,""
"1083",1083,1083,55,"Zostera marina",374,NA,""
"1084",1084,1084,55,"Zostera marina",159,NA,""
"1085",1085,1085,55,"Zostera marina",547,NA,""
"1086",1086,1086,55,"Zostera marina",396,NA,""
"1087",1087,1087,56,"Fucus distichus",132,NA,""
"1088",1088,1088,56,"Fucus distichus",233,NA,""
"1089",1089,1089,56,"Fucus distichus",220,NA,""
"1090",1090,1090,56,"Fucus distichus",230,NA,""
"1091",1091,1091,56,"Fucus distichus",165,NA,""
"1092",1092,1092,56,"Fucus distichus",245,NA,""
"1093",1093,1093,56,"Fucus distichus",235,NA,""
"1094",1094,1094,56,"Fucus distichus",185,NA,""
"1095",1095,1095,56,"Fucus distichus",145,NA,""
"1096",1096,1096,56,"Fucus distichus",190,NA,""
"1097",1097,1097,56,"Fucus distichus",150,NA,""
"1098",1098,1098,56,"Fucus distichus",130,NA,""
"1099",1099,1099,56,"Fucus distichus",155,NA,""
"1100",1100,1100,56,"Fucus distichus",145,NA,""
"1101",1101,1101,56,"Fucus distichus",205,NA,""
"1102",1102,1102,56,"Fucus distichus",195,NA,""
"1103",1103,1103,57,"Fucus distichus",140,NA,""
"1104",1104,1104,57,"Fucus distichus",240,NA,""
"1105",1105,1105,57,"Fucus distichus",209,NA,""
"1106",1106,1106,57,"Fucus distichus",205,NA,""
"1107",1107,1107,57,"Fucus distichus",210,NA,""
"1108",1108,1108,57,"Fucus distichus",275,NA,""
"1109",1109,1109,57,"Fucus distichus",230,NA,""
"1110",1110,1110,57,"Fucus distichus",105,NA,""
"1111",1111,1111,57,"Fucus distichus",210,NA,""
"1112",1112,1112,57,"Fucus distichus",235,NA,""
"1113",1113,1113,57,"Fucus distichus",205,NA,""
"1114",1114,1114,57,"Fucus distichus",215,NA,""
"1115",1115,1115,57,"Fucus distichus",210,NA,""
"1116",1116,1116,57,"Fucus distichus",185,NA,""
"1117",1117,1117,57,"Fucus distichus",189,NA,""
"1118",1118,1118,57,"Fucus distichus",175,NA,""
"1119",1119,1119,57,"Saccharina latissima",230,NA,""
"1120",1120,1120,58,"Fucus distichus",230,NA,""
"1121",1121,1121,58,"Fucus distichus",220,NA,""
"1122",1122,1122,58,"Fucus distichus",200,NA,""
"1123",1123,1123,58,"Fucus distichus",120,NA,""
"1124",1124,1124,58,"Fucus distichus",265,NA,""
"1125",1125,1125,58,"Fucus distichus",175,NA,""
"1126",1126,1126,58,"Fucus distichus",155,NA,""
"1127",1127,1127,58,"Fucus distichus",255,NA,""
"1128",1128,1128,58,"Fucus distichus",140,NA,""
"1129",1129,1129,58,"Fucus distichus",160,NA,""
"1130",1130,1130,58,"Fucus distichus",140,NA,""
"1131",1131,1131,58,"Fucus distichus",130,NA,""
"1132",1132,1132,58,"Fucus distichus",230,NA,""
"1133",1133,1133,58,"Fucus distichus",210,NA,""
"1134",1134,1134,58,"Fucus distichus",180,NA,""
"1135",1135,1135,58,"Fucus distichus",235,NA,""
"1136",1136,1136,58,"Saccharina latissima",280,NA,""
"1137",1137,1137,59,"Fucus distichus",255,NA,""
"1138",1138,1138,59,"Fucus distichus",290,NA,""
"1139",1139,1139,59,"Fucus distichus",250,NA,""
"1140",1140,1140,59,"Fucus distichus",195,NA,""
"1141",1141,1141,59,"Fucus distichus",200,NA,""
"1142",1142,1142,59,"Fucus distichus",210,NA,""
"1143",1143,1143,59,"Fucus distichus",240,NA,""
"1144",1144,1144,59,"Fucus distichus",180,NA,""
"1145",1145,1145,59,"Fucus distichus",205,NA,""
"1146",1146,1146,59,"Fucus distichus",160,NA,""
"1147",1147,1147,59,"Fucus distichus",140,NA,""
"1148",1148,1148,59,"Fucus distichus",150,NA,""
"1149",1149,1149,59,"Fucus distichus",140,NA,""
"1150",1150,1150,59,"Fucus distichus",260,NA,""
"1151",1151,1151,59,"Fucus distichus",145,NA,""
"1152",1152,1152,59,"Fucus distichus",220,NA,""
"1153",1153,1153,59,"Saccharina latissima",1160,NA,""
"1154",1154,1154,59,"Saccharina latissima",480,NA,""
"1155",1155,1155,60,"Saccharina latissima",180,NA,""
"1156",1156,1156,60,"Saccharina latissima",50,NA,""
"1157",1157,1157,60,"Saccharina latissima",60,NA,""
"1158",1158,1158,60,"Saccharina latissima",40,NA,""
"1159",1159,1159,60,"Saccharina latissima",65,NA,""
"1160",1160,1160,60,"Fucus distichus",210,NA,""
"1161",1161,1161,60,"Fucus distichus",190,NA,""
"1162",1162,1162,60,"Fucus distichus",140,NA,""
"1163",1163,1163,60,"Fucus distichus",120,NA,""
"1164",1164,1164,60,"Fucus distichus",185,NA,""
"1165",1165,1165,60,"Fucus distichus",285,NA,""
"1166",1166,1166,60,"Fucus distichus",300,NA,""
"1167",1167,1167,60,"Fucus distichus",210,NA,""
"1168",1168,1168,60,"Fucus distichus",150,NA,""
"1169",1169,1169,60,"Fucus distichus",290,NA,""
"1170",1170,1170,60,"Fucus distichus",295,NA,""
"1171",1171,1171,60,"Fucus distichus",135,NA,""
"1172",1172,1172,61,"Palmaria mollis",55,NA,""
"1173",1173,1173,61,"Palmaria mollis",40,NA,""
"1174",1174,1174,61,"Palmaria mollis",38,NA,""
"1175",1175,1175,61,"Palmaria mollis",32,NA,""
"1176",1176,1176,61,"Palmaria mollis",30,NA,""
"1177",1177,1177,62,"Agarum clathratum",471,NA,"Top of blade absent"
"1178",1178,1178,62,"Palmaria hecatensis",52,NA,""
"1179",1179,1179,62,"Saccharina groenlandica",151,NA,""
"1180",1180,1180,63,"Saccharina groenlandica",946,NA,""
"1181",1181,1181,63,"Saccharina groenlandica",938,NA,""
"1182",1182,1182,63,"Saccharina groenlandica",275,NA,""
"1183",1183,1183,63,"Palmaria mollis",43,NA,""
"1184",1184,1184,63,"Palmaria mollis",39,NA,""
"1185",1185,1185,63,"Palmaria mollis",41,NA,""
"1186",1186,1186,63,"Palmaria mollis",48,NA,""
"1187",1187,1187,64,"Saccharina groenlandica",1245,NA,"Top of blade absent"
"1188",1188,1188,64,"Saccharina groenlandica",415,NA,""
"1189",1189,1189,64,"Agarum clathratum",395,NA,""
"1190",1190,1190,65,"Saccharina groenlandica",1000,NA,""
"1191",1191,1191,65,"Saccharina groenlandica",1434,NA,""
"1192",1192,1192,65,"Saccharina groenlandica",381,NA,""
"1193",1193,1193,65,"Saccharina groenlandica",976,NA,""
"1194",1194,1194,65,"Saccharina groenlandica",271,NA,""
"1195",1195,1195,66,"Saccharina latissima",1767,NA,""
"1196",1196,1196,66,"Palmaria mollis",105,NA,""
"1197",1197,1197,67,"Saccharina groenlandica",456,NA,""
"1198",1198,1198,67,"Saccharina groenlandica",1231,NA,""
"1199",1199,1199,68,"Agarum clathratum",510,NA,""
"1200",1200,1200,68,"Saccharina latissima",1415,NA,""
"1201",1201,1201,68,"Palmaria mollis",56,NA,""
"1202",1202,1202,68,"Palmaria mollis",46,NA,""
"1203",1203,1203,68,"Palmaria mollis",31,NA,""
"1204",1204,1204,68,"Palmaria mollis",26,NA,""
"1205",1205,1205,68,"Palmaria mollis",29,NA,""
"1206",1206,1206,69,"Saccharina latissima",832,NA,""
"1207",1207,1207,69,"Saccharina latissima",1782,NA,""
"1208",1208,1208,69,"Saccharina groenlandica",1041,NA,""
"1209",1209,1209,69,"Saccharina groenlandica",250,NA,""
"1210",1210,1210,70,"Saccharina latissima",2394,NA,""
"1211",1211,1211,70,"Saccharina latissima",69,NA,""
"1212",1212,1212,70,"Saccharina latissima",349,NA,""
"1213",1213,1213,71,"Phyllospadix serrulatus",1498,5.2,""
"1214",1214,1214,71,"Phyllospadix serrulatus",1503,4.7,""
"1215",1215,1215,71,"Phyllospadix serrulatus",1505,6.2,""
"1216",1216,1216,71,"Phyllospadix serrulatus",1473,5.3,""
"1217",1217,1217,71,"Phyllospadix serrulatus",1153,3.6,""
"1218",1218,1218,71,"Phyllospadix serrulatus",1635,7.2,""
"1219",1219,1219,71,"Phyllospadix serrulatus",1512,8.5,""
"1220",1220,1220,71,"Phyllospadix serrulatus",1281,3.4,""
"1221",1221,1221,71,"Phyllospadix serrulatus",840,1.7,""
"1222",1222,1222,71,"Phyllospadix serrulatus",1305,3.6,""
"1223",1223,1223,71,"Phyllospadix serrulatus",1566,5.9,""
"1224",1224,1224,71,"Phyllospadix serrulatus",934,1.7,""
"1225",1225,1225,71,"Phyllospadix serrulatus",1382,7,""
"1226",1226,1226,71,"Phyllospadix serrulatus",1643,7.7,""
"1227",1227,1227,71,"Phyllospadix serrulatus",1549,4.5,""
"1228",1228,1228,71,"Phyllospadix serrulatus",1314,6.3,""
"1229",1229,1229,71,"Phyllospadix serrulatus",1103,2.6,""
"1230",1230,1230,72,"Phyllospadix serrulatus",1405,7.5,""
"1231",1231,1231,72,"Phyllospadix serrulatus",1228,3.7,""
"1232",1232,1232,72,"Phyllospadix serrulatus",1364,5.2,""
"1233",1233,1233,72,"Phyllospadix serrulatus",1156,4.8,""
"1234",1234,1234,72,"Phyllospadix serrulatus",1068,5.5,""
"1235",1235,1235,72,"Phyllospadix serrulatus",1054,6.8,""
"1236",1236,1236,72,"Phyllospadix serrulatus",1364,5,""
"1237",1237,1237,72,"Phyllospadix serrulatus",1054,4.1,""
"1238",1238,1238,72,"Phyllospadix serrulatus",971,3.5,""
"1239",1239,1239,72,"Phyllospadix serrulatus",1684,7.9,""
"1240",1240,1240,72,"Phyllospadix serrulatus",1667,9.4,""
"1241",1241,1241,72,"Phyllospadix serrulatus",1243,4.8,""
"1242",1242,1242,72,"Phyllospadix serrulatus",1171,3.4,""
"1243",1243,1243,72,"Phyllospadix serrulatus",1098,4.4,""
"1244",1244,1244,72,"Phyllospadix serrulatus",974,3.5,""
"1245",1245,1245,72,"Phyllospadix serrulatus",1431,5.6,""
"1246",1246,1246,73,"Phyllospadix serrulatus",1783,6.2,""
"1247",1247,1247,73,"Phyllospadix serrulatus",1452,4.7,""
"1248",1248,1248,73,"Phyllospadix serrulatus",1744,5.2,""
"1249",1249,1249,73,"Phyllospadix serrulatus",1730,8.1,""
"1250",1250,1250,73,"Phyllospadix serrulatus",1293,2.9,""
"1251",1251,1251,73,"Phyllospadix serrulatus",1619,7.6,""
"1252",1252,1252,73,"Phyllospadix serrulatus",1284,4,""
"1253",1253,1253,73,"Phyllospadix serrulatus",1304,5.2,""
"1254",1254,1254,73,"Phyllospadix serrulatus",1391,3.6,""
"1255",1255,1255,73,"Phyllospadix serrulatus",1229,3.7,""
"1256",1256,1256,73,"Phyllospadix serrulatus",1650,5.3,""
"1257",1257,1257,73,"Phyllospadix serrulatus",1674,5.6,""
"1258",1258,1258,73,"Phyllospadix serrulatus",1034,1.7,""
"1259",1259,1259,73,"Phyllospadix serrulatus",1414,4.2,""
"1260",1260,1260,73,"Phyllospadix serrulatus",1549,6.6,""
"1261",1261,1261,73,"Phyllospadix serrulatus",1257,3.6,""
"1262",1262,1262,74,"Phyllospadix serrulatus",1728,12.5,""
"1263",1263,1263,74,"Phyllospadix serrulatus",1439,6.3,""
"1264",1264,1264,74,"Phyllospadix serrulatus",1840,6.1,""
"1265",1265,1265,74,"Phyllospadix serrulatus",1807,7.1,""
"1266",1266,1266,74,"Phyllospadix serrulatus",1595,7.6,""
"1267",1267,1267,74,"Phyllospadix serrulatus",1620,10.4,""
"1268",1268,1268,74,"Phyllospadix serrulatus",1534,5.1,""
"1269",1269,1269,74,"Phyllospadix serrulatus",1617,7.8,""
"1270",1270,1270,74,"Phyllospadix serrulatus",1487,4.5,""
"1271",1271,1271,74,"Phyllospadix serrulatus",1461,4.2,""
"1272",1272,1272,74,"Phyllospadix serrulatus",2084,10.6,""
"1273",1273,1273,74,"Phyllospadix serrulatus",1682,9.1,""
"1274",1274,1274,74,"Phyllospadix serrulatus",956,2.5,""
"1275",1275,1275,74,"Phyllospadix serrulatus",951,2.5,""
"1276",1276,1276,74,"Phyllospadix serrulatus",1137,1.3,""
"1277",1277,1277,74,"Phyllospadix serrulatus",1483,5.5,""
"1278",1278,1278,74,"Phyllospadix serrulatus",1390,4.7,""
"1279",1279,1279,75,"Phyllospadix serrulatus",767,2.6,""
"1280",1280,1280,75,"Phyllospadix serrulatus",1093,4.6,""
"1281",1281,1281,75,"Phyllospadix serrulatus",1074,3.6,""
"1282",1282,1282,75,"Phyllospadix serrulatus",1014,3.8,""
"1283",1283,1283,75,"Phyllospadix serrulatus",1191,5.6,""
"1284",1284,1284,75,"Phyllospadix serrulatus",887,3.8,""
"1285",1285,1285,75,"Phyllospadix serrulatus",1632,6.2,""
"1286",1286,1286,75,"Phyllospadix serrulatus",1165,3.8,""
"1287",1287,1287,75,"Phyllospadix serrulatus",1646,8.4,""
"1288",1288,1288,75,"Phyllospadix serrulatus",1469,5.6,""
"1289",1289,1289,75,"Phyllospadix serrulatus",1321,5.1,""
"1290",1290,1290,75,"Phyllospadix serrulatus",1194,5.6,""
"1291",1291,1291,75,"Phyllospadix serrulatus",1422,6.7,""
"1292",1292,1292,75,"Phyllospadix serrulatus",1473,3.3,""
"1293",1293,1293,75,"Phyllospadix serrulatus",1298,4.8,""
"1294",1294,1294,76,"Stephanocystis geminata",786,NA,""
"1295",1295,1295,76,"Stephanocystis geminata",633,NA,""
"1296",1296,1296,76,"Stephanocystis geminata",472,NA,""
"1297",1297,1297,76,"Stephanocystis geminata",1441,NA,""
"1298",1298,1298,76,"Neorhodomela aculeata",108,NA,""
"1299",1299,1299,76,"Neorhodomela aculeata",87,NA,""
"1300",1300,1300,76,"Neorhodomela aculeata",173,NA,""
"1301",1301,1301,76,"Neorhodomela aculeata",78,NA,""
"1302",1302,1302,76,"Neorhodomela aculeata",165,NA,""
"1303",1303,1303,76,"Neorhodomela aculeata",207,NA,""
"1304",1304,1304,76,"Neorhodomela aculeata",150,NA,""
"1305",1305,1305,76,"Neorhodomela aculeata",94,NA,""
"1306",1306,1306,76,"Neorhodomela aculeata",211,NA,""
"1307",1307,1307,76,"Neorhodomela aculeata",89,NA,""
"1308",1308,1308,76,"Neorhodomela aculeata",176,NA,""
"1309",1309,1309,76,"Neorhodomela aculeata",150,NA,""
"1310",1310,1310,76,"Neorhodomela aculeata",58,NA,""
"1311",1311,1311,76,"Neorhodomela aculeata",45,NA,""
"1312",1312,1312,76,"Neorhodomela aculeata",93,NA,""
"1313",1313,1313,76,"Neorhodomela aculeata",139,NA,""
"1314",1314,1314,76,"Neorhodomela aculeata",202,NA,""
"1315",1315,1315,76,"Neorhodomela aculeata",113,NA,""
"1316",1316,1316,76,"Neorhodomela aculeata",133,NA,""
"1317",1317,1317,76,"Neorhodomela aculeata",87,NA,""
"1318",1318,1318,76,"Neorhodomela aculeata",140,NA,""
"1319",1319,1319,76,"Neorhodomela aculeata",52,NA,""
"1320",1320,1320,76,"Neorhodomela aculeata",108,NA,""
"1321",1321,1321,76,"Neorhodomela aculeata",224,NA,""
"1322",1322,1322,76,"Neorhodomela aculeata",75,NA,""
"1323",1323,1323,76,"Neorhodomela aculeata",149,NA,""
"1324",1324,1324,76,"Neorhodomela aculeata",236,NA,""
"1325",1325,1325,76,"Neorhodomela aculeata",155,NA,""
"1326",1326,1326,76,"Neorhodomela aculeata",150,NA,""
"1327",1327,1327,76,"Neorhodomela aculeata",133,NA,""
"1328",1328,1328,76,"Desmarestia aculeata",44,NA,""
"1329",1329,1329,76,"Desmarestia aculeata",98,NA,""
"1330",1330,1330,76,"Desmarestia aculeata",105,NA,""
"1331",1331,1331,77,"Dictyosiphon sp",174,NA,""
"1332",1332,1332,77,"Dictyosiphon sp",119,NA,""
"1333",1333,1333,77,"Saccharina latissima",5386,177.9,""
"1334",1334,1334,77,"Fucus distichus",123,NA,""
"1335",1335,1335,77,"Fucus distichus",160,NA,""
"1336",1336,1336,77,"Fucus distichus",63,NA,""
"1337",1337,1337,77,"Fucus distichus",59,NA,""
"1338",1338,1338,77,"Fucus distichus",45,NA,""
"1339",1339,1339,77,"Fucus distichus",53,NA,""
"1340",1340,1340,77,"Sparlingia pertusa",203,NA,""
"1341",1341,1341,78,"Fucus distichus",223,NA,""
"1342",1342,1342,78,"Fucus distichus",210,NA,""
"1343",1343,1343,78,"Fucus distichus",290,NA,""
"1344",1344,1344,78,"Fucus distichus",155,NA,""
"1345",1345,1345,78,"Fucus distichus",160,NA,""
"1346",1346,1346,78,"Fucus distichus",206,NA,""
"1347",1347,1347,78,"Fucus distichus",294,NA,""
"1348",1348,1348,78,"Fucus distichus",112,NA,""
"1349",1349,1349,78,"Fucus distichus",174,NA,""
"1350",1350,1350,78,"Fucus distichus",162,NA,""
"1351",1351,1351,78,"Fucus distichus",263,NA,""
"1352",1352,1352,78,"Fucus distichus",190,NA,""
"1353",1353,1353,78,"Fucus distichus",253,NA,""
"1354",1354,1354,78,"Fucus distichus",133,NA,""
"1355",1355,1355,78,"Fucus distichus",240,NA,""
"1356",1356,1356,78,"Fucus distichus",162,NA,""
"1357",1357,1357,78,"Fucus distichus",168,NA,""
"1358",1358,1358,78,"Fucus distichus",235,NA,""
"1359",1359,1359,78,"Fucus distichus",213,NA,""
"1360",1360,1360,78,"Fucus distichus",192,NA,""
"1361",1361,1361,78,"Fucus distichus",138,NA,""
"1362",1362,1362,78,"Fucus distichus",160,NA,""
"1363",1363,1363,78,"Fucus distichus",130,NA,""
"1364",1364,1364,78,"Fucus distichus",241,NA,""
"1365",1365,1365,78,"Fucus distichus",210,NA,""
"1366",1366,1366,78,"Fucus distichus",175,NA,""
"1367",1367,1367,78,"Fucus distichus",250,NA,""
"1368",1368,1368,78,"Fucus distichus",200,NA,""
"1369",1369,1369,78,"Fucus distichus",150,NA,""
"1370",1370,1370,78,"Fucus distichus",215,NA,""
"1371",1371,1371,78,"Neorhodomela aculeata",236,NA,""
"1372",1372,1372,78,"Neorhodomela aculeata",182,NA,""
"1373",1373,1373,78,"Neorhodomela aculeata",91,NA,""
"1374",1374,1374,78,"Neorhodomela aculeata",194,NA,""
"1375",1375,1375,78,"Neorhodomela aculeata",130,NA,""
"1376",1376,1376,78,"Polyneura latissima",104,NA,""
"1377",1377,1377,78,"Halosaccion glandiforme",31,NA,""
"1378",1378,1378,78,"Neorhodomela oregana",141,NA,""
"1379",1379,1379,79,"Constantinea rosa-marina",59,NA,""
"1380",1380,1380,79,"Saccharina latissima",158,NA,""
"1381",1381,1381,79,"Saccharina latissima",61,NA,""
"1382",1382,1382,79,"Schizymenia pacifica",55,NA,""
"1383",1383,1383,79,"Schizymenia pacifica",39,NA,""
"1384",1384,1384,79,"Schizymenia pacifica",38,NA,""
"1385",1385,1385,79,"Schizymenia pacifica",57,NA,""
"1386",1386,1386,79,"Schizymenia pacifica",35,NA,""
"1387",1387,1387,79,"Schizymenia pacifica",54,NA,""
"1388",1388,1388,79,"Chondracanthus exasperatus",91,NA,""
"1389",1389,1389,79,"Neorhodomela aculeata",175,NA,""
"1390",1390,1390,79,"Neorhodomela aculeata",118,NA,""
"1391",1391,1391,79,"Neorhodomela aculeata",92,NA,""
"1392",1392,1392,79,"Neorhodomela aculeata",63,NA,""
"1393",1393,1393,79,"Neorhodomela aculeata",168,NA,""
"1394",1394,1394,79,"Neorhodomela aculeata",140,NA,""
"1395",1395,1395,79,"Neorhodomela aculeata",51,NA,""
"1396",1396,1396,79,"Neorhodomela aculeata",48,NA,""
"1397",1397,1397,79,"Neorhodomela aculeata",148,NA,""
"1398",1398,1398,79,"Neorhodomela aculeata",132,NA,""
"1399",1399,1399,79,"Neorhodomela aculeata",224,NA,""
"1400",1400,1400,79,"Neorhodomela aculeata",124,NA,""
"1401",1401,1401,79,"Neorhodomela aculeata",91,NA,""
"1402",1402,1402,79,"Neorhodomela aculeata",240,NA,""
"1403",1403,1403,79,"Neorhodomela aculeata",132,NA,""
"1404",1404,1404,79,"Neorhodomela aculeata",193,NA,""
"1405",1405,1405,79,"Neorhodomela aculeata",117,NA,""
"1406",1406,1406,79,"Neorhodomela aculeata",113,NA,""
"1407",1407,1407,79,"Ptilota serrata",78,NA,""
"1408",1408,1408,79,"Desmarestia aculeata",218,NA,""
"1409",1409,1409,79,"Neorhodomela aculeata",128,NA,""
"1410",1410,1410,79,"Neorhodomela aculeata",146,NA,""
"1411",1411,1411,79,"Neorhodomela aculeata",80,NA,""
"1412",1412,1412,79,"Neorhodomela aculeata",92,NA,""
"1413",1413,1413,79,"Neorhodomela aculeata",131,NA,""
"1414",1414,1414,79,"Neorhodomela aculeata",163,NA,""
"1415",1415,1415,79,"Neorhodomela aculeata",115,NA,""
"1416",1416,1416,79,"Neorhodomela aculeata",136,NA,""
"1417",1417,1417,79,"Neorhodomela aculeata",138,NA,""
"1418",1418,1418,79,"Neorhodomela aculeata",223,NA,""
"1419",1419,1419,79,"Neorhodomela aculeata",110,NA,""
"1420",1420,1420,79,"Neorhodomela aculeata",91,NA,""
"1421",1421,1421,79,"Stephanocystis geminata",1702,NA,""
"1422",1422,1422,79,"Stephanocystis geminata",516,NA,""
"1423",1423,1423,79,"Stephanocystis geminata",1152,NA,""
"1424",1424,1424,79,"Stephanocystis geminata",1432,NA,""
"1425",1425,1425,79,"Stephanocystis geminata",1844,NA,""
"1426",1426,1426,79,"Stephanocystis geminata",550,NA,""
"1427",1427,1427,79,"Stephanocystis geminata",754,NA,""
"1428",1428,1428,80,"Saccharina latissima",193,NA,""
"1429",1429,1429,80,"Neorhodomela aculeata",95,NA,""
"1430",1430,1430,80,"Neorhodomela aculeata",58,NA,""
"1431",1431,1431,80,"Neorhodomela aculeata",139,NA,""
"1432",1432,1432,80,"Fucus distichus",114,NA,""
"1433",1433,1433,80,"Fucus distichus",122,NA,""
"1434",1434,1434,80,"Fucus distichus",87,NA,""
"1435",1435,1435,80,"Fucus distichus",48,NA,""
"1436",1436,1436,80,"Agarum clathratum",392,NA,""
"1437",1437,1437,80,"Stephanocystis geminata",541,NA,""
"1438",1438,1438,80,"Stephanocystis geminata",291,NA,""
"1439",1439,1439,80,"Stephanocystis geminata",1164,NA,""
"1440",1440,1440,80,"Stephanocystis geminata",820,NA,""
"1441",1441,1441,80,"Stephanocystis geminata",1526,NA,""
"1442",1442,1442,80,"Schizymenia pacifica",154,NA,""
"1443",1443,1443,80,"Schizymenia pacifica",171,NA,""
"1444",1444,1444,81,"Zostera marina",629,NA,""
"1445",1445,1445,81,"Zostera marina",356,NA,""
"1446",1446,1446,81,"Zostera marina",915,NA,""
"1447",1447,1447,81,"Zostera marina",392,NA,""
"1448",1448,1448,81,"Zostera marina",871,NA,""
"1449",1449,1449,81,"Zostera marina",712,NA,""
"1450",1450,1450,81,"Zostera marina",632,NA,""
"1451",1451,1451,81,"Zostera marina",584,NA,""
"1452",1452,1452,81,"Zostera marina",387,NA,""
"1453",1453,1453,81,"Zostera marina",1042,NA,""
"1454",1454,1454,81,"Zostera marina",405,NA,""
"1455",1455,1455,81,"Zostera marina",632,NA,""
"1456",1456,1456,81,"Zostera marina",846,NA,""
"1457",1457,1457,81,"Zostera marina",591,NA,""
"1458",1458,1458,81,"Zostera marina",508,NA,""
"1459",1459,1459,82,"Zostera marina",1097,NA,""
"1460",1460,1460,82,"Zostera marina",921,NA,""
"1461",1461,1461,82,"Zostera marina",613,NA,""
"1462",1462,1462,82,"Zostera marina",559,NA,""
"1463",1463,1463,82,"Zostera marina",1088,NA,""
"1464",1464,1464,82,"Zostera marina",926,NA,""
"1465",1465,1465,82,"Zostera marina",632,NA,""
"1466",1466,1466,82,"Zostera marina",391,NA,""
"1467",1467,1467,82,"Zostera marina",896,NA,""
"1468",1468,1468,82,"Zostera marina",902,NA,""
"1469",1469,1469,82,"Zostera marina",1105,NA,""
"1470",1470,1470,82,"Zostera marina",467,NA,""
"1471",1471,1471,82,"Zostera marina",240,NA,""
"1472",1472,1472,82,"Zostera marina",177,NA,""
"1473",1473,1473,82,"Zostera marina",455,NA,""
"1474",1474,1474,82,"Zostera marina",350,NA,""
"1475",1475,1475,82,"Fucus distichus",87,NA,""
"1476",1476,1476,82,"Fucus distichus",66,NA,""
"1477",1477,1477,82,"Fucus distichus",91,NA,""
"1478",1478,1478,82,"Fucus distichus",137,NA,""
"1479",1479,1479,82,"Fucus distichus",90,NA,""
"1480",1480,1480,82,"Fucus distichus",77,NA,""
"1481",1481,1481,82,"Fucus distichus",115,NA,""
"1482",1482,1482,82,"Fucus distichus",153,NA,""
"1483",1483,1483,82,"Fucus distichus",136,NA,""
"1484",1484,1484,82,"Fucus distichus",99,NA,""
"1485",1485,1485,82,"Fucus distichus",71,NA,""
"1486",1486,1486,82,"Fucus distichus",92,NA,""
"1487",1487,1487,82,"Fucus distichus",107,NA,""
"1488",1488,1488,82,"Fucus distichus",43,NA,""
"1489",1489,1489,82,"Fucus distichus",51,NA,""
"1490",1490,1490,82,"Fucus distichus",56,NA,""
"1491",1491,1491,82,"Fucus distichus",59,NA,""
"1492",1492,1492,83,"Zostera marina",487,NA,""
"1493",1493,1493,83,"Zostera marina",1431,NA,""
"1494",1494,1494,83,"Zostera marina",1478,NA,""
"1495",1495,1495,83,"Zostera marina",811,NA,""
"1496",1496,1496,83,"Zostera marina",1102,NA,""
"1497",1497,1497,83,"Zostera marina",1459,NA,""
"1498",1498,1498,83,"Zostera marina",170,NA,""
"1499",1499,1499,83,"Zostera marina",1171,NA,""
"1500",1500,1500,83,"Zostera marina",1321,NA,""
"1501",1501,1501,83,"Zostera marina",1583,NA,""
"1502",1502,1502,83,"Zostera marina",1213,NA,""
"1503",1503,1503,83,"Zostera marina",1073,NA,""
"1504",1504,1504,83,"Zostera marina",287,NA,""
"1505",1505,1505,83,"Zostera marina",1345,NA,""
"1506",1506,1506,83,"Zostera marina",1074,NA,""
"1507",1507,1507,83,"Fucus distichus",155,NA,""
"1508",1508,1508,83,"Fucus distichus",132,NA,""
"1509",1509,1509,83,"Fucus distichus",54,NA,""
"1510",1510,1510,83,"Fucus distichus",67,NA,""
"1511",1511,1511,83,"Fucus distichus",51,NA,""
"1512",1512,1512,83,"Fucus distichus",56,NA,""
"1513",1513,1513,83,"Fucus distichus",103,NA,""
"1514",1514,1514,83,"Fucus distichus",97,NA,""
"1515",1515,1515,83,"Fucus distichus",81,NA,""
"1516",1516,1516,83,"Fucus distichus",115,NA,""
"1517",1517,1517,83,"Fucus distichus",191,NA,""
"1518",1518,1518,83,"Fucus distichus",83,NA,""
"1519",1519,1519,83,"Fucus distichus",107,NA,""
"1520",1520,1520,83,"Fucus distichus",84,NA,""
"1521",1521,1521,84,"Zostera marina",713,NA,""
"1522",1522,1522,84,"Zostera marina",517,NA,""
"1523",1523,1523,84,"Zostera marina",1053,NA,""
"1524",1524,1524,84,"Zostera marina",827,NA,""
"1525",1525,1525,84,"Zostera marina",949,NA,""
"1526",1526,1526,84,"Zostera marina",568,NA,""
"1527",1527,1527,84,"Zostera marina",1066,NA,""
