"","plant_ID","quadrat_ID","species","length_mm","weight_g","notes","length_cm","fit","lwr","upr"
"596",549,44,"Zostera marina",470,NA,"",47,0.188986918883639,0.183582866626148,0.194550047972962
"597",550,44,"Zostera marina",275,NA,"",27.5,0.0812294137961247,0.0782756961642312,0.0842945893680491
"598",551,44,"Zostera marina",444,NA,"",44.4,0.1727801182981,0.167949524610178,0.177749650369038
"599",552,44,"Zostera marina",560,NA,"",56,0.249063906567281,0.240947971855491,0.257453213143291
"600",553,44,"Zostera marina",429,NA,"",42.9,0.163673571655357,0.159131088744471,0.168345722195357
"601",554,44,"Zostera marina",330,NA,"",33,0.108258578669238,0.104939694896775,0.111682427388531
"602",555,44,"Zostera marina",361,NA,"",36.1,0.124708394322131,0.121113748406723,0.128409729027435
"603",556,44,"Zostera marina",409,NA,"",40.9,0.151814216595297,0.147608816285155,0.156139429476352
"604",557,44,"Zostera marina",312,NA,"",31.2,0.0991024736754714,0.0959147623907235,0.102396128018218
"605",558,44,"Zostera marina",420,NA,"",42,0.15829655923589,0.153912290893755,0.162805715647614
"606",559,44,"Zostera marina",354,NA,"",35.4,0.120919917764601,0.117394285201832,0.124551433547719
"607",560,44,"Zostera marina",215,NA,"",21.5,0.0551191958426965,0.0525499237786067,0.0578140848147597
"608",561,45,"Zostera marina",830,NA,"",83,0.462962510859777,0.44063688389599,0.486419304181948
"609",562,45,"Zostera marina",283,NA,"",28.3,0.0849833846406844,0.0819812430147044,0.0880954642721278
"610",563,45,"Zostera marina",232,NA,"",23.2,0.0621401018331378,0.0594532821016678,0.0649483446385614
"611",564,45,"Zostera marina",200,NA,"",20,0.0491834800266663,0.0467273688087061,0.0517686907952493
"612",565,45,"Zostera marina",818,NA,"",81.8,0.452461055312345,0.43094381837996,0.475052658474056
"613",566,45,"Zostera marina",663,NA,"",66.3,0.324963175240758,0.312441356660288,0.337986835005884
"614",567,45,"Zostera marina",612,NA,"",61.2,0.286461929436301,0.276287175151753,0.297011386689577
"615",568,45,"Zostera marina",726,NA,"",72.6,0.374925265842386,0.359076885350244,0.391473137653716
"616",569,45,"Zostera marina",426,NA,"",42.6,0.161873948232622,0.157385409021935,0.166490497939142
"617",570,45,"Zostera marina",646,NA,"",64.6,0.311932817162906,0.300228464846666,0.324093461533972
"618",571,45,"Zostera marina",728,NA,"",72.8,0.376553799794959,0.360592293754292,0.393221836949849
"619",572,45,"Zostera marina",764,NA,"",76.4,0.406305175531723,0.388229866798926,0.425222039265117
"620",573,45,"Zostera marina",492,NA,"",49.2,0.203110476526056,0.197146973943547,0.209254369212153
"621",574,45,"Zostera marina",539,NA,"",53.9,0.234508656776242,0.227124402605484,0.242132987350208
"622",575,45,"Zostera marina",558,NA,"",55.8,0.24766393004846,0.239620199939528,0.255977677435074
"623",597,51,"Zostera marina",444,NA,"",44.4,0.1727801182981,0.167949524610178,0.177749650369038
"624",598,51,"Zostera marina",814,NA,"",81.4,0.448980162042497,0.427728896446609,0.471287274678833
"625",599,51,"Zostera marina",437,NA,"",43.7,0.168507988027836,0.163815686360813,0.173334694985484
"626",600,51,"Zostera marina",558,NA,"",55.8,0.24766393004846,0.239620199939528,0.255977677435074
"627",601,51,"Zostera marina",631,NA,"",63.1,0.300598027426005,0.289585972318722,0.312028836786869
"628",602,51,"Zostera marina",315,NA,"",31.5,0.100607916302608,0.097399450370422,0.103922073320306
"629",603,51,"Zostera marina",581,NA,"",58.1,0.263936737111686,0.255031093123652,0.273153364728697
"630",604,51,"Zostera marina",466,NA,"",46.6,0.186459120112472,0.181149468385353,0.191924402445161
"631",605,51,"Zostera marina",614,NA,"",61.4,0.287938207739351,0.277677421722222,0.298578152166394
"632",606,51,"Zostera marina",624,NA,"",62.4,0.295361072427104,0.284662681381031,0.306461537852648
"633",607,51,"Zostera marina",269,NA,"",26.9,0.0784547972346343,0.0755372029245619,0.0814850824602899
"634",608,51,"Zostera marina",241,NA,"",24.1,0.0659801458987991,0.0632347859226538,0.068844696622389
"635",609,51,"Zostera marina",675,NA,"",67.5,0.334277831563221,0.321158205791365,0.347933406836879
"636",610,51,"Zostera marina",514,NA,"",51.4,0.21760228295027,0.211011608300289,0.224398808798163
"637",611,51,"Zostera marina",310,NA,"",31,0.0981034584323025,0.0949293735575517,0.101383672889653
"638",612,52,"Zostera marina",380,NA,"",38,0.135204719537722,0.131398951606185,0.139120715666452
"639",613,52,"Zostera marina",126,NA,"",12.6,0.0237510576786313,0.0220263444026321,0.0256108199591332
"640",614,52,"Zostera marina",404,NA,"",40.4,0.148900543418194,0.144771312195915,0.153147550394719
"641",615,52,"Zostera marina",406,NA,"",40.6,0.150063537297178,0.145904216848874,0.15434142831846
"642",616,52,"Zostera marina",308,NA,"",30.8,0.0971081454915303,0.0939475290587563,0.100375092514743
"643",617,52,"Zostera marina",363,NA,"",36.3,0.125798640230711,0.122183455384096,0.129520791781075
"644",618,52,"Zostera marina",660,NA,"",66,0.322649563722185,0.310274520789881,0.335518175018358
"645",619,52,"Zostera marina",291,NA,"",29.1,0.0887989310884695,0.0857476203509906,0.091958822066176
"646",620,52,"Zostera marina",405,NA,"",40.5,0.149481627217002,0.145337414106345,0.15374401019061
"647",621,52,"Zostera marina",273,NA,"",27.3,0.0803006299838069,0.0773589595965593,0.0833541610360937
"648",622,52,"Zostera marina",275,NA,"",27.5,0.0812294137961247,0.0782756961642312,0.0842945893680491
"649",623,52,"Zostera marina",613,NA,"",61.3,0.287199722103826,0.276982014223541,0.29779435537625
"650",624,52,"Zostera marina",411,NA,"",41.1,0.152985451764104,0.148748695030217,0.157342882549071
"651",625,52,"Zostera marina",381,NA,"",38.1,0.135765705006698,0.131947783264997,0.139694098679531
"652",626,52,"Zostera marina",165,NA,"",16.5,0.0363239910207191,0.0341749437486064,0.0386081783595354
"653",627,53,"Zostera marina",756,NA,"",75.6,0.39962248630167,0.382029539833266,0.418025610343189
"654",628,53,"Zostera marina",359,NA,"",35.9,0.123621618913183,0.120047140789669,0.127302529341301
"655",629,53,"Zostera marina",690,NA,"",69,0.346055772387008,0.332164982504527,0.360527460478881
"656",630,53,"Zostera marina",782,NA,"",78.2,0.421488639202597,0.402301872723311,0.441590469798882
"657",631,53,"Zostera marina",721,NA,"",72.1,0.370865224088479,0.355297657469719,0.387114892391094
"658",632,53,"Zostera marina",657,NA,"",65.7,0.320341996367455,0.308112653602455,0.333056735699963
"659",633,53,"Zostera marina",762,NA,"",76.2,0.404630709430266,0.38667666378893,0.423418391505031
"660",634,53,"Zostera marina",816,NA,"",81.6,0.450719381220952,0.429335348613156,0.473168494661361
"661",635,53,"Zostera marina",505,NA,"",50.5,0.211629751270415,0.205303777572585,0.218150645605843
"662",636,53,"Zostera marina",281,NA,"",28.1,0.0840390902765443,0.0810491050627781,0.0871393791336587
"663",637,53,"Zostera marina",516,NA,"",51.6,0.218937742626085,0.212286726141145,0.225797137755734
"664",638,53,"Zostera marina",667,NA,"",66.7,0.328057372549179,0.315338184519446,0.341289589929868
"665",639,53,"Zostera marina",542,NA,"",54.2,0.236568340580029,0.229083163200441,0.244298092373648
"666",640,53,"Zostera marina",506,NA,"",50.6,0.212290364713894,0.205935533821931,0.218841295205162
"667",641,53,"Zostera marina",460,NA,"",46,0.182690791466041,0.17751851932649,0.188013765623539
"668",642,54,"Zostera marina",320,NA,"",32,0.10313535716808,0.0998913880204074,0.106484674094371
"669",643,54,"Zostera marina",450,NA,"",45,0.176472945954909,0.171518412438678,0.181570597647284
"670",644,54,"Zostera marina",389,NA,"",38.9,0.140284037591822,0.136364866034539,0.144315847441813
"671",645,54,"Zostera marina",510,NA,"",51,0.214940329801592,0.208468683595223,0.221612880066537
"672",646,54,"Zostera marina",525,NA,"",52.5,0.224984145047523,0.218054792727872,0.23213369855133
"673",647,54,"Zostera marina",569,NA,"",56.9,0.255399382527299,0.246952030264866,0.264135688722077
"674",648,54,"Zostera marina",276,NA,"",27.6,0.081695267251789,0.0787355204761694,0.0847662738618874
"675",649,54,"Zostera marina",403,NA,"",40.3,0.148320286768373,0.144205912515859,0.152552049241622
"676",650,54,"Zostera marina",462,NA,"",46.2,0.183943777480366,0.178726274569665,0.189313593399822
"677",651,54,"Zostera marina",420,NA,"",42,0.15829655923589,0.153912290893755,0.162805715647614
"678",652,54,"Zostera marina",542,NA,"",54.2,0.236568340580029,0.229083163200441,0.244298092373648
"679",653,54,"Zostera marina",162,NA,"",16.2,0.0352889402782976,0.0331693400822812,0.0375439879984373
"680",654,54,"Zostera marina",268,NA,"",26.8,0.0779957927560855,0.075084218925186,0.0810202699679368
"681",655,54,"Zostera marina",573,NA,"",57.3,0.258233768886266,0.249635725790518,0.267127948862432
"682",656,54,"Zostera marina",372,NA,"",37.2,0.130747477743394,0.12703507837255,0.134568366117947
"683",657,55,"Zostera marina",522,NA,"",52.2,0.222961995094416,0.216126654289483,0.230013514158681
"684",658,55,"Zostera marina",460,NA,"",46,0.182690791466041,0.17751851932649,0.188013765623539
"685",659,55,"Zostera marina",421,NA,"",42.1,0.158890761451414,0.154489447239618,0.163417466537066
"686",660,55,"Zostera marina",652,NA,"",65.2,0.31650951406596,0.30452060792607,0.32897042067705
"687",661,55,"Zostera marina",351,NA,"",35.1,0.11930938715027,0.115812021418929,0.122912368575984
"688",662,55,"Zostera marina",222,NA,"",22.2,0.0579728973238619,0.0553539841760964,0.060715716748251
"689",663,55,"Zostera marina",520,NA,"",52,0.221617603578106,0.214844253020317,0.228604496165219
"690",664,55,"Zostera marina",785,NA,"",78.5,0.424038955258328,0.40466344293187,0.444342177968488
"691",665,55,"Zostera marina",637,NA,"",63.7,0.305113547875198,0.293827860110568,0.31683270967552
"692",666,55,"Zostera marina",478,NA,"",47.8,0.1940797049308,0.188480092653336,0.199845677788932
"693",667,55,"Zostera marina",658,NA,"",65.8,0.321110513191229,0.308832723360161,0.333876412318151
"694",668,55,"Zostera marina",326,NA,"",32.6,0.106198408368454,0.102910163447182,0.109591721188756
"695",669,55,"Zostera marina",374,NA,"",37.4,0.131856667757805,0.128121558605897,0.135700666003231
"696",670,55,"Zostera marina",245,NA,"",24.5,0.0677136917171667,0.0649429651567854,0.0706026285510375
"697",671,55,"Zostera marina",632,NA,"",63.2,0.301348905578772,0.290291550559647,0.312827440958756
"698",676,56,"Zostera marina",510,0.9,"",51,0.214940329801592,0.208468683595223,0.221612880066537
"699",681,58,"Zostera marina",404,NA,"",40.4,0.148900543418194,0.144771312195915,0.153147550394719
"700",682,58,"Zostera marina",230,NA,"",23,0.0612982245874081,0.0586247265340606,0.0640936437526111
"701",683,58,"Zostera marina",122,NA,"",12.2,0.0225740384143835,0.0208979753618869,0.0243845253671527
"702",684,58,"Zostera marina",468,NA,"",46.8,0.187721465313172,0.182364894893976,0.193235373287234
"703",685,58,"Zostera marina",208,NA,"",20.8,0.0523184723292715,0.0498007921409408,0.0549634338972392
"704",686,58,"Zostera marina",200,NA,"",20,0.0491834800266663,0.0467273688087061,0.0517686907952493
"705",687,58,"Zostera marina",452,NA,"",45.2,0.177710217609425,0.172713256075296,0.182851751859865
"706",688,58,"Zostera marina",366,NA,"",36.6,0.127440498513038,0.123793793152348,0.131194628160917
"707",689,58,"Zostera marina",218,NA,"",21.8,0.0563357661553446,0.0537449910033432,0.0590514295204227
"708",690,58,"Zostera marina",414,NA,"",41.4,0.154748460950403,0.150463705312484,0.159155233594606
"709",691,58,"Zostera marina",292,NA,"",29.2,0.0892801675338206,0.0862226331215167,0.0924461249476494
"710",692,58,"Zostera marina",212,NA,"",21.2,0.0539123557527319,0.0513649452931896,0.0565861033476951
"711",693,58,"Zostera marina",206,NA,"",20.6,0.0515281003004817,0.0490255432444304,0.0541584028419336
"712",694,58,"Zostera marina",142,NA,"",14.2,0.0286733712464039,0.026763598298076,0.0307194200674132
"713",698,61,"Zostera marina",566,NA,"",56.6,0.253281100814442,0.244945398917693,0.26190047379225
"714",699,61,"Zostera marina",445,NA,"",44.5,0.173393607350448,0.168542704552691,0.178384126146511
"715",700,61,"Zostera marina",323,NA,"",32.3,0.104662789674262,0.101396923642088,0.108033845100325
"716",701,61,"Zostera marina",307,NA,"",30.7,0.0966118805642339,0.0934579417973598,0.099872255761805
"717",702,61,"Zostera marina",282,NA,"",28.2,0.0845107556948809,0.08151469759634,0.0876169333717864
"718",703,61,"Zostera marina",356,NA,"",35.6,0.121997980930066,0.118453075153685,0.125648973922393
"719",704,61,"Zostera marina",139,NA,"",13.9,0.0277247993715884,0.0258485566701756,0.0297372309797755
"720",705,61,"Zostera marina",315,NA,"",31.5,0.100607916302608,0.097399450370422,0.103922073320306
"721",706,61,"Zostera marina",516,NA,"",51.6,0.218937742626085,0.212286726141145,0.225797137755734
"722",707,61,"Zostera marina",240,NA,"",24,0.0655493298900032,0.0628103695601994,0.0684077275633662
"723",708,61,"Zostera marina",213,NA,"",21.3,0.0543135510771388,0.0517588127174853,0.0569943875395813
"724",709,61,"Zostera marina",466,NA,"",46.6,0.186459120112472,0.181149468385353,0.191924402445161
"725",710,61,"Zostera marina",506,NA,"",50.6,0.212290364713894,0.205935533821931,0.218841295205162
"726",711,61,"Zostera marina",225,NA,"",22.5,0.0592119514505269,0.0565723149260968,0.061974752123184
"727",712,61,"Zostera marina",373,NA,"",37.3,0.131301644919136,0.127577942391988,0.135134033636472
"728",713,62,"Zostera marina",212,NA,"",21.2,0.0539123557527319,0.0513649452931896,0.0565861033476951
"729",714,62,"Zostera marina",356,NA,"",35.6,0.121997980930066,0.118453075153685,0.125648973922393
"730",715,62,"Zostera marina",285,NA,"",28.5,0.0859315273347053,0.0829171828312734,0.0890554543453464
"731",716,62,"Zostera marina",307,NA,"",30.7,0.0966118805642339,0.0934579417973598,0.099872255761805
"732",717,62,"Zostera marina",361,NA,"",36.1,0.124708394322131,0.121113748406723,0.128409729027435
"733",718,62,"Zostera marina",272,NA,"",27.2,0.0798377026495074,0.0769020522121356,0.0828854182820533
"734",719,62,"Zostera marina",256,NA,"",25.6,0.0725649897321571,0.0697260952540681,0.075519469656819
"735",720,62,"Zostera marina",159,NA,"",15.9,0.0342648621134243,0.0321752310296645,0.0364902049831287
"736",721,62,"Zostera marina",191,NA,"",19.1,0.0457419665392568,0.043358715065653,0.0482562156122553
"737",722,62,"Zostera marina",247,NA,"",24.7,0.0685866086292129,0.0658033278947313,0.0714876136778709
"738",723,62,"Zostera marina",322,NA,"",32.2,0.104152734333392,0.100894219372951,0.107516487431492
"739",724,62,"Zostera marina",335,NA,"",33.5,0.110854063001978,0.107495497299334,0.114317562993615
"740",725,62,"Zostera marina",231,NA,"",23.1,0.0617186388704415,0.059038464677272,0.0645204851589983
"741",726,62,"Zostera marina",381,NA,"",38.1,0.135765705006698,0.131947783264997,0.139694098679531
"742",727,62,"Zostera marina",465,NA,"",46.5,0.185829114917036,0.180542711414448,0.191270307620325
"743",728,63,"Zostera marina",303,NA,"",30.3,0.094636127796731,0.091508547587349,0.0978706024790777
"744",729,63,"Zostera marina",410,NA,"",41,0.152399423185399,0.148178408638186,0.156740677678308
"745",730,63,"Zostera marina",381,NA,"",38.1,0.135765705006698,0.131947783264997,0.139694098679531
"746",731,63,"Zostera marina",185,NA,"",18.5,0.043498672563104,0.0411662440435685,0.0459632536004398
"747",732,63,"Zostera marina",496,NA,"",49.6,0.205718164297315,0.19964564435601,0.211975388986657
"748",733,63,"Zostera marina",305,NA,"",30.5,0.0956221402068113,0.0924814490091415,0.0988694899971481
"749",734,63,"Zostera marina",342,NA,"",34.2,0.114525324970101,0.111108382595522,0.118047349381863
"750",735,63,"Zostera marina",515,NA,"",51.5,0.218269639710714,0.211648863011936,0.225097526825637
"751",736,63,"Zostera marina",161,NA,"",16.1,0.0349463574454306,0.0328366887297431,0.0371915666879533
"752",737,63,"Zostera marina",334,NA,"",33.4,0.110333170379067,0.1069826697599,0.113788602520546
"753",738,63,"Zostera marina",373,NA,"",37.3,0.131301644919136,0.127577942391988,0.135134033636472
"754",739,63,"Zostera marina",335,NA,"",33.5,0.110854063001978,0.107495497299334,0.114317562993615
"755",740,63,"Zostera marina",301,NA,"",30.1,0.0936538537602902,0.0905392564444927,0.0968755948369327
"756",741,63,"Zostera marina",310,NA,"",31,0.0981034584323025,0.0949293735575517,0.101383672889653
"757",742,63,"Zostera marina",320,NA,"",32,0.10313535716808,0.0998913880204074,0.106484674094371
"758",743,63,"Zostera marina",513,NA,"",51.3,0.216935672960661,0.210374962502146,0.223700984390739
"759",744,63,"Zostera marina",289,NA,"",28.9,0.0878393118758549,0.0848003907771985,0.0909871362632724
"760",745,63,"Zostera marina",319,NA,"",31.9,0.102628037755778,0.099391265518621,0.105970218596604
"761",746,63,"Zostera marina",294,NA,"",29.4,0.0902454871845593,0.0871754426322845,0.0934236490376284
"762",747,64,"Zostera marina",216,NA,"",21.6,0.0555236409859978,0.0529471620884141,0.0582254947525614
"763",748,64,"Zostera marina",286,NA,"",28.6,0.086407038211028,0.0833865723972963,0.0895369126917626
"764",749,64,"Zostera marina",330,NA,"",33,0.108258578669238,0.104939694896775,0.111682427388531
"765",750,64,"Zostera marina",310,NA,"",31,0.0981034584323025,0.0949293735575517,0.101383672889653
"766",751,64,"Zostera marina",227,NA,"",22.7,0.0600432932079754,0.0573900134490741,0.062819240536649
"767",752,64,"Zostera marina",295,NA,"",29.5,0.0907295676428937,0.08765323458081,0.0939138696253958
"768",753,64,"Zostera marina",140,NA,"",14,0.0280396942161217,0.0261522147780251,0.030063398393097
"769",754,64,"Zostera marina",291,NA,"",29.1,0.0887989310884695,0.0857476203509906,0.091958822066176
"770",755,64,"Zostera marina",403,NA,"",40.3,0.148320286768373,0.144205912515859,0.152552049241622
"771",756,64,"Zostera marina",315,NA,"",31.5,0.100607916302608,0.097399450370422,0.103922073320306
"772",757,64,"Zostera marina",227,NA,"",22.7,0.0600432932079754,0.0573900134490741,0.062819240536649
"773",758,64,"Zostera marina",209,NA,"",20.9,0.0527153041039444,0.0501901275662985,0.0553675278689131
"774",759,64,"Zostera marina",276,NA,"",27.6,0.081695267251789,0.0787355204761694,0.0847662738618874
"775",760,64,"Zostera marina",319,NA,"",31.9,0.102628037755778,0.099391265518621,0.105970218596604
"776",761,64,"Zostera marina",331,NA,"",33.1,0.108775877485238,0.10544918387961,0.112207521076617
"777",762,65,"Zostera marina",432,NA,"",43.2,0.165480452086241,0.160882808693415,0.170209485059715
"778",763,65,"Zostera marina",250,NA,"",25,0.0699036242965451,0.0671016570991016,0.0728225933761322
"779",764,65,"Zostera marina",401,NA,"",40.1,0.147162258401514,0.143077225506537,0.151363924070812
"780",765,65,"Zostera marina",249,NA,"",24.9,0.0694636026932765,0.0666678460127306,0.0723766011310457
"781",766,65,"Zostera marina",390,NA,"",39,0.14085262130521,0.136920280178468,0.144897899001444
"782",767,65,"Zostera marina",408,NA,"",40.8,0.151229832846365,0.14703991930345,0.155539138290339
"783",768,65,"Zostera marina",183,NA,"",18.3,0.0427600988352802,0.0404450271488708,0.0452076851295668
"784",769,65,"Zostera marina",400,NA,"",40,0.146584488435113,0.142513941040476,0.150771300638449
"785",770,65,"Zostera marina",397,NA,"",39.7,0.144856165973378,0.140828341257051,0.148999190313593
"786",771,65,"Zostera marina",221,NA,"",22.1,0.0575620096181152,0.0549500755328248,0.0602980963929105
"787",772,65,"Zostera marina",321,NA,"",32.1,0.103643589763533,0.100392373403017,0.107000097068616
"788",773,65,"Zostera marina",277,NA,"",27.7,0.0821620930719126,0.0791963122291508,0.0852389378740903
"789",774,65,"Zostera marina",365,NA,"",36.5,0.126892348508748,0.123256246156796,0.130635717151263
"790",775,65,"Zostera marina",406,NA,"",40.6,0.150063537297178,0.145904216848874,0.15434142831846
"791",776,65,"Zostera marina",332,NA,"",33.2,0.109294076476063,0.105959510834186,0.11273358152293
"792",795,71,"Zostera marina",579,NA,"",57.9,0.26250673111806,0.253678761995406,0.271641911763735
"793",796,71,"Zostera marina",636,NA,"",63.6,0.304359254069607,0.293119476916994,0.316030024726198
"794",797,71,"Zostera marina",350,NA,"",35,0.118774298265645,0.115286187309901,0.122367945871732
"795",798,71,"Zostera marina",422,NA,"",42.2,0.159485776468695,0.155067283816779,0.164030169806008
"796",799,71,"Zostera marina",735,NA,"",73.5,0.382273940984147,0.365912905294544,0.399366526408573
"797",800,71,"Zostera marina",575,NA,"",57.5,0.259655242820487,0.250981075244132,0.26862919867
"798",801,71,"Zostera marina",664,NA,"",66.4,0.325735720216334,0.313164737864325,0.338811323868851
"799",802,71,"Zostera marina",620,NA,"",62,0.292383647115203,0.281861783588299,0.303298290431794
"800",803,71,"Zostera marina",266,NA,"",26.6,0.0770807391091227,0.0741812142458814,0.0800935978469579
"801",804,71,"Zostera marina",592,NA,"",59.2,0.271852347569694,0.262510322182209,0.281526830125396
"802",805,71,"Zostera marina",645,NA,"",64.5,0.311172403753653,0.29951505460083,0.323283465623695
"803",806,71,"Zostera marina",356,NA,"",35.6,0.121997980930066,0.118453075153685,0.125648973922393
"804",807,71,"Zostera marina",699,NA,"",69.9,0.353193799815124,0.338827671575516,0.36816904489468
"805",808,71,"Zostera marina",684,NA,"",68.4,0.341326725244033,0.327747572066596,0.355468486406188
"806",809,71,"Zostera marina",683,NA,"",68.3,0.34054086346746,0.327013239460433,0.35462808748205
"807",810,72,"Zostera marina",336,NA,"",33.6,0.11137585122111,0.108009153947402,0.114847490067995
"808",811,72,"Zostera marina",745,NA,"",74.5,0.390500074363896,0.373558628815188,0.408209839943626
"809",812,72,"Zostera marina",671,NA,"",67.1,0.331162267029133,0.318243808006894,0.344605124576373
"810",813,72,"Zostera marina",775,NA,"",77.5,0.415559789736581,0.396809544859383,0.435196030647669
"811",814,72,"Zostera marina",572,NA,"",57.2,0.257524101313888,0.24896392590118,0.266378602913938
"812",815,72,"Zostera marina",540,NA,"",54,0.235194486945358,0.227776726078278,0.242853814091964
"813",816,72,"Zostera marina",748,NA,"",74.8,0.392980370229134,0.375862595313476,0.410877733807556
"814",817,72,"Zostera marina",780,NA,"",78,0.419791552520778,0.400730061981455,0.439759739253006
"815",818,72,"Zostera marina",494,NA,"",49.4,0.204412801492728,0.198395069996537,0.210613063191714
"816",819,72,"Zostera marina",294,NA,"",29.4,0.0902454871845593,0.0871754426322845,0.0934236490376284
"817",820,72,"Zostera marina",194,NA,"",19.4,0.0468789955156372,0.0444710174573476,0.0494173586800191
"818",821,72,"Zostera marina",478,NA,"",47.8,0.1940797049308,0.188480092653336,0.199845677788932
"819",822,72,"Zostera marina",715,NA,"",71.5,0.366014523896869,0.350780152754165,0.381910523305287
"820",823,72,"Zostera marina",700,NA,"",70,0.353990196323429,0.339570670881067,0.369022032344451
"821",824,72,"Zostera marina",620,NA,"",62,0.292383647115203,0.281861783588299,0.303298290431794
"822",825,73,"Zostera marina",858,NA,"",85.8,0.487806205629215,0.463533567790172,0.513349864573535
"823",826,73,"Zostera marina",715,NA,"",71.5,0.366014523896869,0.350780152754165,0.381910523305287
"824",827,73,"Zostera marina",734,NA,"",73.4,0.381454850245695,0.365151231623974,0.398486408299472
"825",828,73,"Zostera marina",712,NA,"",71.2,0.363597931969322,0.348528607337888,0.379318808697389
"826",829,73,"Zostera marina",721,NA,"",72.1,0.370865224088479,0.355297657469719,0.387114892391094
"827",830,73,"Zostera marina",620,NA,"",62,0.292383647115203,0.281861783588299,0.303298290431794
"828",831,73,"Zostera marina",706,NA,"",70.6,0.35878231663784,0.34403997293532,0.374156379660614
"829",832,73,"Zostera marina",774,NA,"",77.4,0.414715317729746,0.3960269882789,0.434285540758554
"830",833,73,"Zostera marina",833,NA,"",83.3,0.465601605419345,0.443071431721588,0.489277438012053
"831",834,73,"Zostera marina",786,NA,"",78.6,0.424890308865158,0.40545165960961,0.445260909133667
"832",835,73,"Zostera marina",665,NA,"",66.5,0.326508935044641,0.313888669798924,0.33963661298217
"833",836,73,"Zostera marina",665,NA,"",66.5,0.326508935044641,0.313888669798924,0.33963661298217
"834",837,73,"Zostera marina",682,NA,"",68.2,0.339755663568859,0.32627945128764,0.353788479389565
"835",838,73,"Zostera marina",445,NA,"",44.5,0.173393607350448,0.168542704552691,0.178384126146511
"836",839,73,"Zostera marina",715,NA,"",71.5,0.366014523896869,0.350780152754165,0.381910523305287
"837",840,74,"Zostera marina",692,NA,"",69.2,0.347637397927625,0.333641793327839,0.36222009009267
"838",841,74,"Zostera marina",935,NA,"",93.5,0.558536161766522,0.528476469336525,0.590305646706525
"839",842,74,"Zostera marina",1010,NA,"",101,0.63073289671257,0.594437173879216,0.669244799074869
"840",843,74,"Zostera marina",716,NA,"",71.6,0.366821353327944,0.351531736635168,0.38277598075588
"841",844,74,"Zostera marina",700,NA,"",70,0.353990196323429,0.339570670881067,0.369022032344451
"842",845,74,"Zostera marina",925,NA,"",92.5,0.549153764721459,0.519881140571035,0.580074624319913
"843",846,74,"Zostera marina",700,NA,"",70,0.353990196323429,0.339570670881067,0.369022032344451
"844",849,74,"Zostera marina",690,NA,"",69,0.346055772387008,0.332164982504527,0.360527460478881
"845",850,74,"Zostera marina",608,NA,"",60.8,0.283517698072049,0.273513510342783,0.293887804735254
"846",851,74,"Zostera marina",731,NA,"",73.1,0.37900143121685,0.362869381380923,0.39585066206959
"847",852,74,"Zostera marina",718,NA,"",71.8,0.36843695806162,0.353036505623765,0.384509221860375
"848",853,74,"Zostera marina",971,NA,"",97.1,0.592790564315361,0.559810625371609,0.627713439536915
"849",854,74,"Zostera marina",705,NA,"",70.5,0.357981996030025,0.343293744878831,0.37329870233107
"850",855,74,"Zostera marina",225,NA,"",22.5,0.0592119514505269,0.0565723149260968,0.061974752123184
"851",856,74,"Zostera marina",710,NA,"",71,0.361990121523265,0.347030252068602,0.377594884882036
"852",857,75,"Zostera marina",903,NA,"",90.3,0.528717706233447,0.501139496951119,0.55781357204025
"853",858,75,"Zostera marina",712,NA,"",71.2,0.363597931969322,0.348528607337888,0.379318808697389
"854",859,75,"Zostera marina",703,NA,"",70.3,0.356383314297643,0.341802901065255,0.371585689629723
"855",860,75,"Zostera marina",480,NA,"",48,0.195360616694489,0.189710706583718,0.201178790815417
"856",861,75,"Zostera marina",530,NA,"",53,0.228369188801525,0.221280422970926,0.235685044766563
"857",862,75,"Zostera marina",463,NA,"",46.3,0.184571442887424,0.179331113752696,0.189964902445901
"858",863,75,"Zostera marina",770,NA,"",77,0.411343709661537,0.392901927802056,0.430651100198621
"859",864,75,"Zostera marina",894,NA,"",89.4,0.520439346355151,0.493539530511437,0.548805306342731
"860",865,75,"Zostera marina",717,NA,"",71.7,0.367628831510947,0.352283854363022,0.383642213755371
"861",866,75,"Zostera marina",761,NA,"",76.1,0.403794423945974,0.385900841860007,0.422517701759796
"862",867,75,"Zostera marina",645,NA,"",64.5,0.311172403753653,0.29951505460083,0.323283465623695
"863",868,75,"Zostera marina",845,NA,"",84.5,0.476212654557064,0.452854530594072,0.500775584739738
"864",869,75,"Zostera marina",765,NA,"",76.5,0.407143355446211,0.389007247288908,0.426124996485963
"865",870,75,"Zostera marina",701,NA,"",70.1,0.354787247837698,0.340314209111397,0.369875802591143
"866",871,75,"Zostera marina",780,NA,"",78,0.419791552520778,0.400730061981455,0.439759739253006
"867",872,76,"Zostera marina",742,NA,"",74.2,0.38802551968305,0.37125938645264,0.405548814169868
"868",873,76,"Zostera marina",830,NA,"",83,0.462962510859777,0.44063688389599,0.486419304181948
"869",874,76,"Zostera marina",973,NA,"",97.3,0.59471535735474,0.561569215907497,0.629817921379501
"870",875,76,"Zostera marina",1163,NA,"",116.3,0.787693361952937,0.736887827361457,0.842001739513569
"871",876,76,"Zostera marina",982,NA,"",98.2,0.603405090264823,0.569505891456066,0.639322100824284
"872",877,76,"Zostera marina",758,NA,"",75.8,0.401289361988709,0.383576497932323,0.419820173846305
