bay_code,bay_sample,place_name,year,date,YYYYMMDD,trans_loc,trans_area_m2,species_common,species_scientific,species_code,death_estimate,width_mm,notes,measurers
NFEI,A,N Fish Egg Island a,2018,6/28/18,20180628,Outside,100,Cockle,Clinocardium nutallii,CLAMCK,Sea Otter,57,,"Mel, Maggie, Tiff, Lia"
NFEI,A,N Fish Egg Island a,2018,6/28/18,20180628,Outside,100,Cockle,Clinocardium nutallii,CLAMCK,Sea Otter,87,Estimate,"Mel, Maggie, Tiff, Lia"
NFEI,A,N Fish Egg Island a,2018,6/28/18,20180628,Outside,100,Cockle,Clinocardium nutallii,CLAMCK,Whole,13,,"Mel, Maggie, Tiff, Lia"
NFEI,A,N Fish Egg Island a,2018,6/28/18,20180628,Outside,100,Cockle,Clinocardium nutallii,CLAMCK,Whole,109,,"Mel, Maggie, Tiff, Lia"
NFEI,A,N Fish Egg Island a,2018,6/28/18,20180628,Outside,100,Cockle,Clinocardium nutallii,CLAMCK,Whole,70,,"Mel, Maggie, Tiff, Lia"
NFEI,A,N Fish Egg Island a,2018,6/28/18,20180628,Outside,100,Cockle,Clinocardium nutallii,CLAMCK,Whole,14,,"Mel, Maggie, Tiff, Lia"
NFEI,A,N Fish Egg Island a,2018,6/28/18,20180628,Outside,100,Cockle,Clinocardium nutallii,CLAMCK,Whole,69,,"Mel, Maggie, Tiff, Lia"
NFEI,A,N Fish Egg Island a,2018,6/28/18,20180628,Outside,100,Cockle,Clinocardium nutallii,CLAMCK,Whole,17,,"Mel, Maggie, Tiff, Lia"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Edge,100,Bentnose macoma,Macoma nasuta,CLAMMB,Whole,42,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Edge,100,Bentnose macoma,Macoma nasuta,CLAMMB,Whole,46,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Edge,100,Bentnose macoma,Macoma nasuta,CLAMMB,Whole,42,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Edge,100,Butter clam,Saxidomus gigantea,CLAMBU,Sea Otter,37,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Edge,100,Butter clam,Saxidomus gigantea,CLAMBU,Sea Otter,43,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Edge,100,Butter clam,Saxidomus gigantea,CLAMBU,Sea Otter,55,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Edge,100,Butter clam,Saxidomus gigantea,CLAMBU,Sea Otter,45,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Edge,100,Butter clam,Saxidomus gigantea,CLAMBU,Sea Otter,43,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Edge,100,Butter clam,Saxidomus gigantea,CLAMBU,Sea Otter,42,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Edge,100,Butter clam,Saxidomus gigantea,CLAMBU,Sea Otter,35,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Edge,100,Butter clam,Saxidomus gigantea,CLAMBU,Sea Otter,74,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Edge,100,Butter clam,Saxidomus gigantea,CLAMBU,Sea Otter,41,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Edge,100,Butter clam,Saxidomus gigantea,CLAMBU,Sea Otter,47,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Edge,100,Butter clam,Saxidomus gigantea,CLAMBU,Sea Otter,50,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Edge,100,Butter clam,Saxidomus gigantea,CLAMBU,Sea Otter,45,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Edge,100,Butter clam,Saxidomus gigantea,CLAMBU,Sea Otter,45,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Edge,100,Butter clam,Saxidomus gigantea,CLAMBU,Sea Otter,57,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Edge,100,Butter clam,Saxidomus gigantea,CLAMBU,Sea Otter,40,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Edge,100,Butter clam,Saxidomus gigantea,CLAMBU,Whole,50,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Edge,100,Butter clam,Saxidomus gigantea,CLAMBU,Whole,38,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Edge,100,Butter clam,Saxidomus gigantea,CLAMBU,Whole,40,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Edge,100,Butter clam,Saxidomus gigantea,CLAMBU,Whole,25,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Edge,100,Butter clam,Saxidomus gigantea,CLAMBU,Whole,30,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Edge,100,Butter clam,Saxidomus gigantea,CLAMBU,Whole,52,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Edge,100,Butter clam,Saxidomus gigantea,CLAMBU,Whole,44,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Edge,100,Butter clam,Saxidomus gigantea,CLAMBU,Whole,46,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Edge,100,Butter clam,Saxidomus gigantea,CLAMBU,Whole,50,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Edge,100,Butter clam,Saxidomus gigantea,CLAMBU,Whole,56,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Edge,100,Butter clam,Saxidomus gigantea,CLAMBU,Whole,60,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Edge,100,Butter clam,Saxidomus gigantea,CLAMBU,Whole,46,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Edge,100,Butter clam,Saxidomus gigantea,CLAMBU,Whole,52,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Edge,100,Butter clam,Saxidomus gigantea,CLAMBU,Whole,73,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Edge,100,Butter clam,Saxidomus gigantea,CLAMBU,Whole,38,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Edge,100,Butter clam,Saxidomus gigantea,CLAMBU,Whole,72,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Edge,100,Butter clam,Saxidomus gigantea,CLAMBU,Whole,65,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Edge,100,Butter clam,Saxidomus gigantea,CLAMBU,Whole,67,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Edge,100,Butter clam,Saxidomus gigantea,CLAMBU,Drill,15,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Edge,100,Cockle,Clinocardium nutallii,CLAMCK,Sea Otter,22,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Edge,100,Cockle,Clinocardium nutallii,CLAMCK,Sea Otter,34,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Edge,100,Cockle,Clinocardium nutallii,CLAMCK,Sea Otter,35,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Edge,100,Cockle,Clinocardium nutallii,CLAMCK,Whole,21,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Edge,100,Cockle,Clinocardium nutallii,CLAMCK,Whole,14,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Edge,100,Cockle,Clinocardium nutallii,CLAMCK,Whole,13,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Edge,100,Cockle,Clinocardium nutallii,CLAMCK,Whole,17,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Edge,100,Cockle,Clinocardium nutallii,CLAMCK,Whole,24,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Edge,100,Cockle,Clinocardium nutallii,CLAMCK,Whole,17,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Edge,100,Cockle,Clinocardium nutallii,CLAMCK,Whole,40,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Edge,100,Cockle,Clinocardium nutallii,CLAMCK,Whole,31,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Edge,100,Cockle,Clinocardium nutallii,CLAMCK,Whole,21,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Edge,100,Cockle,Clinocardium nutallii,CLAMCK,Whole,34,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Edge,100,Cockle,Clinocardium nutallii,CLAMCK,Whole,19,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Edge,100,Cockle,Clinocardium nutallii,CLAMCK,Whole,31,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Edge,100,Cockle,Clinocardium nutallii,CLAMCK,Whole,21,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Edge,100,Cockle,Clinocardium nutallii,CLAMCK,Whole,21,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Edge,100,Cockle,Clinocardium nutallii,CLAMCK,Whole,21,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Edge,100,Cockle,Clinocardium nutallii,CLAMCK,Whole,38,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Edge,100,Cockle,Clinocardium nutallii,CLAMCK,Whole,18,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Edge,100,Cockle,Clinocardium nutallii,CLAMCK,Whole,41,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Edge,100,Cockle,Clinocardium nutallii,CLAMCK,Whole,14,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Edge,100,Cockle,Clinocardium nutallii,CLAMCK,Whole,20,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Edge,100,Cockle,Clinocardium nutallii,CLAMCK,Whole,17,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Edge,100,Cockle,Clinocardium nutallii,CLAMCK,Whole,16,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Edge,100,Cockle,Clinocardium nutallii,CLAMCK,Whole,16,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Edge,100,Cockle,Clinocardium nutallii,CLAMCK,Whole,20,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Edge,100,Cockle,Clinocardium nutallii,CLAMCK,Whole,34,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Edge,100,Cockle,Clinocardium nutallii,CLAMCK,Whole,40,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Edge,100,Cockle,Clinocardium nutallii,CLAMCK,Whole,35,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Edge,100,Cockle,Clinocardium nutallii,CLAMCK,Whole,25,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Edge,100,Cockle,Clinocardium nutallii,CLAMCK,Whole,30,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Edge,100,Cockle,Clinocardium nutallii,CLAMCK,Whole,22,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Edge,100,Cockle,Clinocardium nutallii,CLAMCK,Whole,20,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Edge,100,Cockle,Clinocardium nutallii,CLAMCK,Whole,39,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Edge,100,Cockle,Clinocardium nutallii,CLAMCK,Whole,36,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Edge,100,Cockle,Clinocardium nutallii,CLAMCK,Whole,18,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Edge,100,Cockle,Clinocardium nutallii,CLAMCK,Whole,13,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Edge,100,Cockle,Clinocardium nutallii,CLAMCK,Whole,27,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Edge,100,Cockle,Clinocardium nutallii,CLAMCK,Whole,19,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Edge,100,Cockle,Clinocardium nutallii,CLAMCK,Whole,20,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Edge,100,Cockle,Clinocardium nutallii,CLAMCK,Whole,29,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Edge,100,Cockle,Clinocardium nutallii,CLAMCK,Whole,16,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Edge,100,Cockle,Clinocardium nutallii,CLAMCK,Whole,16,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Edge,100,Cockle,Clinocardium nutallii,CLAMCK,Whole,20,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Edge,100,Cockle,Clinocardium nutallii,CLAMCK,Whole,30,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Edge,100,Cockle,Clinocardium nutallii,CLAMCK,Whole,15,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Edge,100,Pointed macoma,Macoma inquinata,CLAMMP,Whole,52,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Edge,100,Pointed macoma,Macoma inquinata,CLAMMP,Whole,40,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Edge,100,Pointed macoma,Macoma inquinata,CLAMMP,Whole,43,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Edge,100,Pointed macoma,Macoma inquinata,CLAMMP,Whole,53,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Edge,100,Pointed macoma,Macoma inquinata,CLAMMP,Whole,36,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Edge,100,Pointed macoma,Macoma inquinata,CLAMMP,Drill,29,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Edge,100,Pointed macoma,Macoma inquinata,CLAMMP,Drill,26,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Edge,100,Pointed macoma,Macoma inquinata,CLAMMP,Drill,40,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Edge,100,Steamer clam,Protothaca staminea,CLAMST,Sea Otter,31,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Edge,100,Steamer clam,Protothaca staminea,CLAMST,Sea Otter,37,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Edge,100,Steamer clam,Protothaca staminea,CLAMST,Sea Otter,42,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Edge,100,Steamer clam,Protothaca staminea,CLAMST,Sea Otter,43,Estimate,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Edge,100,Steamer clam,Protothaca staminea,CLAMST,Sea Otter,44,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Edge,100,Steamer clam,Protothaca staminea,CLAMST,Sea Otter,48,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Edge,100,Steamer clam,Protothaca staminea,CLAMST,Sea Otter,46,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Edge,100,Steamer clam,Protothaca staminea,CLAMST,Sea Otter,41,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Edge,100,Steamer clam,Protothaca staminea,CLAMST,Whole,34,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Edge,100,Steamer clam,Protothaca staminea,CLAMST,Whole,42,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Edge,100,Steamer clam,Protothaca staminea,CLAMST,Whole,40,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Edge,100,Steamer clam,Protothaca staminea,CLAMST,Whole,45,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Edge,100,Steamer clam,Protothaca staminea,CLAMST,Whole,39,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Edge,100,Steamer clam,Protothaca staminea,CLAMST,Whole,35,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Edge,100,Steamer clam,Protothaca staminea,CLAMST,Whole,41,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Edge,100,Steamer clam,Protothaca staminea,CLAMST,Whole,41,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Edge,100,Steamer clam,Protothaca staminea,CLAMST,Whole,53,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Edge,100,Steamer clam,Protothaca staminea,CLAMST,Whole,37,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Inside,100,Butter clam,Saxidomus gigantea,CLAMBU,Sea Otter,75,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Inside,100,Butter clam,Saxidomus gigantea,CLAMBU,Sea Otter,84,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Inside,100,Butter clam,Saxidomus gigantea,CLAMBU,Sea Otter,53,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Inside,100,Butter clam,Saxidomus gigantea,CLAMBU,Sea Otter,50,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Inside,100,Butter clam,Saxidomus gigantea,CLAMBU,Sea Otter,49,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Inside,100,Butter clam,Saxidomus gigantea,CLAMBU,Sea Otter,75,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Inside,100,Butter clam,Saxidomus gigantea,CLAMBU,Sea Otter,75,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Inside,100,Butter clam,Saxidomus gigantea,CLAMBU,Sea Otter,86,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Inside,100,Butter clam,Saxidomus gigantea,CLAMBU,Sea Otter,56,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Inside,100,Butter clam,Saxidomus gigantea,CLAMBU,Sea Otter,62,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Inside,100,Butter clam,Saxidomus gigantea,CLAMBU,Sea Otter,83,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Inside,100,Butter clam,Saxidomus gigantea,CLAMBU,Sea Otter,52,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Inside,100,Butter clam,Saxidomus gigantea,CLAMBU,Sea Otter,52,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Inside,100,Butter clam,Saxidomus gigantea,CLAMBU,Whole,54,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Inside,100,Butter clam,Saxidomus gigantea,CLAMBU,Whole,69,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Inside,100,Butter clam,Saxidomus gigantea,CLAMBU,Whole,40,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Inside,100,Butter clam,Saxidomus gigantea,CLAMBU,Whole,53,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Inside,100,Butter clam,Saxidomus gigantea,CLAMBU,Whole,56,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Inside,100,Butter clam,Saxidomus gigantea,CLAMBU,Whole,76,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Inside,100,Butter clam,Saxidomus gigantea,CLAMBU,Whole,52,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Inside,100,Butter clam,Saxidomus gigantea,CLAMBU,Whole,58,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Inside,100,Butter clam,Saxidomus gigantea,CLAMBU,Whole,56,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Inside,100,Butter clam,Saxidomus gigantea,CLAMBU,Whole,50,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Inside,100,Butter clam,Saxidomus gigantea,CLAMBU,Whole,62,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Inside,100,Cockle,Clinocardium nutallii,CLAMCK,Sea Otter,51,Estimate,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Inside,100,Cockle,Clinocardium nutallii,CLAMCK,Sea Otter,49,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Inside,100,Cockle,Clinocardium nutallii,CLAMCK,Sea Otter,61,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Inside,100,Cockle,Clinocardium nutallii,CLAMCK,Sea Otter,65,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Inside,100,Cockle,Clinocardium nutallii,CLAMCK,Sea Otter,60,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Inside,100,Cockle,Clinocardium nutallii,CLAMCK,Sea Otter,50,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Inside,100,Cockle,Clinocardium nutallii,CLAMCK,Sea Otter,47,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Inside,100,Cockle,Clinocardium nutallii,CLAMCK,Sea Otter,44,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Inside,100,Cockle,Clinocardium nutallii,CLAMCK,Sea Otter,52,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Inside,100,Cockle,Clinocardium nutallii,CLAMCK,Sea Otter,47,Estimate,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Inside,100,Cockle,Clinocardium nutallii,CLAMCK,Whole,32,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Inside,100,Steamer clam,Protothaca staminea,CLAMST,Sea Otter,53,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Inside,100,Steamer clam,Protothaca staminea,CLAMST,Sea Otter,43,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Inside,100,Steamer clam,Protothaca staminea,CLAMST,Sea Otter,46,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Inside,100,Steamer clam,Protothaca staminea,CLAMST,Whole,31,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Inside,100,Steamer clam,Protothaca staminea,CLAMST,Whole,45,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Inside,100,Steamer clam,Protothaca staminea,CLAMST,Whole,37,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Inside,100,Steamer clam,Protothaca staminea,CLAMST,Whole,34,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Inside,100,Steamer clam,Protothaca staminea,CLAMST,Whole,50,,"Tiff, Wendel, Maggie"
SFEI,A,S Fish Egg Island a,2018,6/28/18,20180628,Outside,100,Butter clam,Saxidomus gigantea,CLAMBU,Sea Otter,40,,"Tiff, Wendel, Maggie"
