"","bay_code","bay_sample","site_code","place_name","latitude","longitude","date_YYYYMMDD","year","trans_loc","bin_loc_transect_m","trans_bin","bin_area_m2","pit_count_bin","pit_count_m2","sed1_type","sed2_type","sed1_no","sed2_no","sed_avg_no","field_collector","notes"
"608","GARC","A","2017_M_07","Garcia Bay",55.552669,-133.431392,2017-07-26,2017,"edge","80",8,10,2,0.2,"muddy sand","gravel",3,7,5,"Tiff Stephens, Wendel Raymond, Cathy Mattson",""
"609","GARC","A","2017_M_07","Garcia Bay",55.552669,-133.431392,2017-07-26,2017,"edge","90",9,10,4,0.4,"muddy sand","gravel",3,7,5,"Tiff Stephens, Wendel Raymond, Cathy Mattson",""
"610","GARC","A","2017_M_07","Garcia Bay",55.552669,-133.431392,2017-07-26,2017,"edge","100",10,10,1,0.1,"muddy sand","muddy sand",3,3,3,"Tiff Stephens, Wendel Raymond, Cathy Mattson",""
"611","GARC","A","2017_M_07","Garcia Bay",55.552669,-133.431392,2017-07-26,2017,"inside","10",1,10,0,0,"sand","gravel",4,7,5.5,"Tiff Stephens, Wendel Raymond, Cathy Mattson",""
"612","GARC","A","2017_M_07","Garcia Bay",55.552669,-133.431392,2017-07-26,2017,"inside","20",2,10,1,0.1,"muddy sand","gravel",3,7,5,"Tiff Stephens, Wendel Raymond, Cathy Mattson",""
"613","GARC","A","2017_M_07","Garcia Bay",55.552669,-133.431392,2017-07-26,2017,"inside","30",3,10,0,0,"sand","gravel",4,7,5.5,"Tiff Stephens, Wendel Raymond, Cathy Mattson",""
"614","GARC","A","2017_M_07","Garcia Bay",55.552669,-133.431392,2017-07-26,2017,"inside","40",4,10,1,0.1,"muddy sand","muddy sand",3,3,3,"Tiff Stephens, Wendel Raymond, Cathy Mattson",""
"615","GARC","A","2017_M_07","Garcia Bay",55.552669,-133.431392,2017-07-26,2017,"inside","50",5,10,0,0,"muddy sand","muddy sand",3,3,3,"Tiff Stephens, Wendel Raymond, Cathy Mattson",""
"616","GARC","A","2017_M_07","Garcia Bay",55.552669,-133.431392,2017-07-26,2017,"inside","60",6,10,0,0,"muddy sand","muddy sand",3,3,3,"Tiff Stephens, Wendel Raymond, Cathy Mattson",""
"617","GARC","A","2017_M_07","Garcia Bay",55.552669,-133.431392,2017-07-26,2017,"inside","70",7,10,0,0,"muddy sand","muddy sand",3,3,3,"Tiff Stephens, Wendel Raymond, Cathy Mattson",""
"618","GARC","A","2017_M_07","Garcia Bay",55.552669,-133.431392,2017-07-26,2017,"inside","80",8,10,0,0,"sand","cobble",4,8,6,"Tiff Stephens, Wendel Raymond, Cathy Mattson",""
"619","GARC","A","2017_M_07","Garcia Bay",55.552669,-133.431392,2017-07-26,2017,"inside","90",9,10,0,0,"sand","cobble",4,8,6,"Tiff Stephens, Wendel Raymond, Cathy Mattson",""
"620","GARC","A","2017_M_07","Garcia Bay",55.552669,-133.431392,2017-07-26,2017,"inside","100",10,10,0,0,"sand","cobble",4,8,6,"Tiff Stephens, Wendel Raymond, Cathy Mattson",""
"621","GARC","A","2017_M_07","Garcia Bay",55.552669,-133.431392,2017-07-26,2017,"outside","10",1,10,1,0.1,"sand","gravel",4,7,5.5,"Tiff Stephens, Wendel Raymond, Cathy Mattson",""
"622","GARC","A","2017_M_07","Garcia Bay",55.552669,-133.431392,2017-07-26,2017,"outside","20",2,10,2,0.2,"sand","gravel",4,7,5.5,"Tiff Stephens, Wendel Raymond, Cathy Mattson",""
"623","GARC","A","2017_M_07","Garcia Bay",55.552669,-133.431392,2017-07-26,2017,"outside","30",3,10,3,0.3,"sand","gravel",4,7,5.5,"Tiff Stephens, Wendel Raymond, Cathy Mattson",""
"624","GARC","A","2017_M_07","Garcia Bay",55.552669,-133.431392,2017-07-26,2017,"outside","40",4,10,2,0.2,"sand","gravel",4,7,5.5,"Tiff Stephens, Wendel Raymond, Cathy Mattson",""
"625","GARC","A","2017_M_07","Garcia Bay",55.552669,-133.431392,2017-07-26,2017,"outside","50",5,10,2,0.2,"sand","gravel",4,7,5.5,"Tiff Stephens, Wendel Raymond, Cathy Mattson",""
"626","GARC","A","2017_M_07","Garcia Bay",55.552669,-133.431392,2017-07-26,2017,"outside","60",6,10,5,0.5,"sand","gravel",4,7,5.5,"Tiff Stephens, Wendel Raymond, Cathy Mattson",""
"627","GARC","A","2017_M_07","Garcia Bay",55.552669,-133.431392,2017-07-26,2017,"outside","70",7,10,9,0.9,"muddy sand","gravel",3,7,5,"Tiff Stephens, Wendel Raymond, Cathy Mattson",""
"628","GARC","A","2017_M_07","Garcia Bay",55.552669,-133.431392,2017-07-26,2017,"outside","80",8,10,2,0.2,"muddy sand","pebble",3,6,4.5,"Tiff Stephens, Wendel Raymond, Cathy Mattson",""
"629","GARC","A","2017_M_07","Garcia Bay",55.552669,-133.431392,2017-07-26,2017,"outside","90",9,10,4,0.4,"muddy sand","muddy sand",3,3,3,"Tiff Stephens, Wendel Raymond, Cathy Mattson",""
"630","GARC","A","2017_M_07","Garcia Bay",55.552669,-133.431392,2017-07-26,2017,"outside","100",10,10,6,0.6,"muddy sand","muddy sand",3,3,3,"Tiff Stephens, Wendel Raymond, Cathy Mattson",""
"631","SALA","A","2017_H_01","Salt Lake Bay",55.672389,-133.377184,2017-08-19,2017,"edge","10",1,10,0,0,"mud","mud",1,1,1,"Ashley Bolwerk, Nicole LaRoche",""
"632","SALA","A","2017_H_01","Salt Lake Bay",55.672389,-133.377184,2017-08-19,2017,"edge","20",2,10,0,0,"sandy mud","sand",2,4,3,"Ashley Bolwerk, Nicole LaRoche",""
"633","SALA","A","2017_H_01","Salt Lake Bay",55.672389,-133.377184,2017-08-19,2017,"edge","30",3,10,2,0.2,"sand","pebble",4,6,5,"Ashley Bolwerk, Nicole LaRoche",""
"634","SALA","A","2017_H_01","Salt Lake Bay",55.672389,-133.377184,2017-08-19,2017,"edge","40",4,10,0,0,"sand","pebble",4,6,5,"Ashley Bolwerk, Nicole LaRoche",""
"635","SALA","A","2017_H_01","Salt Lake Bay",55.672389,-133.377184,2017-08-19,2017,"edge","50",5,10,0,0,"muddy sand","muddy sand",3,3,3,"Ashley Bolwerk, Nicole LaRoche",""
"636","SALA","A","2017_H_01","Salt Lake Bay",55.672389,-133.377184,2017-08-19,2017,"edge","60",6,10,0,0,"sand","pebble",4,6,5,"Ashley Bolwerk, Nicole LaRoche",""
"637","SALA","A","2017_H_01","Salt Lake Bay",55.672389,-133.377184,2017-08-19,2017,"edge","70",7,10,3,0.3,"sand","pebble",4,6,5,"Ashley Bolwerk, Nicole LaRoche",""
"638","SALA","A","2017_H_01","Salt Lake Bay",55.672389,-133.377184,2017-08-19,2017,"edge","80",8,10,0,0,"sand","pebble",4,6,5,"Ashley Bolwerk, Nicole LaRoche",""
"639","SALA","A","2017_H_01","Salt Lake Bay",55.672389,-133.377184,2017-08-19,2017,"edge","90",9,10,1,0.1,"sand","pebble",4,6,5,"Ashley Bolwerk, Nicole LaRoche",""
"640","SALA","A","2017_H_01","Salt Lake Bay",55.672389,-133.377184,2017-08-19,2017,"edge","100",10,10,0,0,"sand","pebble",4,6,5,"Ashley Bolwerk, Nicole LaRoche",""
"641","SALA","A","2017_H_01","Salt Lake Bay",55.672389,-133.377184,2017-08-19,2017,"inside","10",1,10,0,0,"mud","mud",1,1,1,"Ashley Bolwerk, Nicole LaRoche",""
"642","SALA","A","2017_H_01","Salt Lake Bay",55.672389,-133.377184,2017-08-19,2017,"inside","20",2,10,0,0,"mud","mud",1,1,1,"Ashley Bolwerk, Nicole LaRoche",""
"643","SALA","A","2017_H_01","Salt Lake Bay",55.672389,-133.377184,2017-08-19,2017,"inside","30",3,10,2,0.2,"gravel","mud",7,1,4,"Ashley Bolwerk, Nicole LaRoche",""
"644","SALA","A","2017_H_01","Salt Lake Bay",55.672389,-133.377184,2017-08-19,2017,"inside","40",4,10,0,0,"mud","mud",1,1,1,"Ashley Bolwerk, Nicole LaRoche",""
"645","SALA","A","2017_H_01","Salt Lake Bay",55.672389,-133.377184,2017-08-19,2017,"inside","50",5,10,0,0,"mud","mud",1,1,1,"Ashley Bolwerk, Nicole LaRoche",""
"646","SALA","A","2017_H_01","Salt Lake Bay",55.672389,-133.377184,2017-08-19,2017,"inside","60",6,10,0,0,"mud","mud",1,1,1,"Ashley Bolwerk, Nicole LaRoche",""
"647","SALA","A","2017_H_01","Salt Lake Bay",55.672389,-133.377184,2017-08-19,2017,"inside","70",7,10,1,0.1,"mud","mud",1,1,1,"Ashley Bolwerk, Nicole LaRoche",""
"648","SALA","A","2017_H_01","Salt Lake Bay",55.672389,-133.377184,2017-08-19,2017,"inside","80",8,10,0,0,"mud","mud",1,1,1,"Ashley Bolwerk, Nicole LaRoche",""
"649","SALA","A","2017_H_01","Salt Lake Bay",55.672389,-133.377184,2017-08-19,2017,"inside","90",9,10,0,0,"mud","mud",1,1,1,"Ashley Bolwerk, Nicole LaRoche",""
"650","SALA","A","2017_H_01","Salt Lake Bay",55.672389,-133.377184,2017-08-19,2017,"inside","100",10,10,0,0,"mud","mud",1,1,1,"Ashley Bolwerk, Nicole LaRoche",""
"651","SALA","A","2017_H_01","Salt Lake Bay",55.672389,-133.377184,2017-08-19,2017,"outside","10",1,10,5,0.5,"muddy sand","muddy sand",3,3,3,"Ashley Bolwerk, Nicole LaRoche",""
"652","SALA","A","2017_H_01","Salt Lake Bay",55.672389,-133.377184,2017-08-19,2017,"outside","20",2,10,5,0.5,"muddy sand","muddy sand",3,3,3,"Ashley Bolwerk, Nicole LaRoche",""
"653","SALA","A","2017_H_01","Salt Lake Bay",55.672389,-133.377184,2017-08-19,2017,"outside","30",3,10,5,0.5,"muddy sand","cobble",3,8,5.5,"Ashley Bolwerk, Nicole LaRoche",""
"654","SALA","A","2017_H_01","Salt Lake Bay",55.672389,-133.377184,2017-08-19,2017,"outside","40",4,10,5,0.5,"muddy sand","cobble",3,8,5.5,"Ashley Bolwerk, Nicole LaRoche",""
"655","SALA","A","2017_H_01","Salt Lake Bay",55.672389,-133.377184,2017-08-19,2017,"outside","50",5,10,10,1,"muddy sand","cobble",3,8,5.5,"Ashley Bolwerk, Nicole LaRoche",""
"656","SALA","A","2017_H_01","Salt Lake Bay",55.672389,-133.377184,2017-08-19,2017,"outside","60",6,10,5,0.5,"muddy sand","muddy sand",3,3,3,"Ashley Bolwerk, Nicole LaRoche",""
"657","SALA","A","2017_H_01","Salt Lake Bay",55.672389,-133.377184,2017-08-19,2017,"outside","70",7,10,10,1,"muddy sand","muddy sand",3,3,3,"Ashley Bolwerk, Nicole LaRoche",""
"658","SALA","A","2017_H_01","Salt Lake Bay",55.672389,-133.377184,2017-08-19,2017,"outside","80",8,10,25,2.5,"sandy mud","mud",2,1,1.5,"Ashley Bolwerk, Nicole LaRoche",""
"659","SALA","A","2017_H_01","Salt Lake Bay",55.672389,-133.377184,2017-08-19,2017,"outside","90",9,10,30,3,"sandy mud","mud",2,1,1.5,"Ashley Bolwerk, Nicole LaRoche",""
"660","SALA","A","2017_H_01","Salt Lake Bay",55.672389,-133.377184,2017-08-19,2017,"outside","100",10,10,5,0.5,"sandy mud","mud",2,1,1.5,"Ashley Bolwerk, Nicole LaRoche",""
"661","NOSK","A","2017_H_02","Nossuk Bay",55.7073,-133.342,2017-08-22,2017,"edge","10",1,10,0,0,"mud","mud",1,1,1,"Ashley Bolwerk, Nicole LaRoche",""
"662","NOSK","A","2017_H_02","Nossuk Bay",55.7073,-133.342,2017-08-22,2017,"edge","20",2,10,1,0.1,"mud","mud",1,1,1,"Ashley Bolwerk, Nicole LaRoche",""
"663","NOSK","A","2017_H_02","Nossuk Bay",55.7073,-133.342,2017-08-22,2017,"edge","30",3,10,1,0.1,"mud","mud",1,1,1,"Ashley Bolwerk, Nicole LaRoche",""
"664","NOSK","A","2017_H_02","Nossuk Bay",55.7073,-133.342,2017-08-22,2017,"edge","40",4,10,3,0.3,"sandy mud","coarse sand",2,5,3.5,"Ashley Bolwerk, Nicole LaRoche",""
"665","NOSK","A","2017_H_02","Nossuk Bay",55.7073,-133.342,2017-08-22,2017,"edge","50",5,10,4,0.4,"sandy mud","coarse sand",2,5,3.5,"Ashley Bolwerk, Nicole LaRoche",""
"666","NOSK","A","2017_H_02","Nossuk Bay",55.7073,-133.342,2017-08-22,2017,"edge","60",6,10,2,0.2,"sandy mud","mud",2,1,1.5,"Ashley Bolwerk, Nicole LaRoche",""
"667","NOSK","A","2017_H_02","Nossuk Bay",55.7073,-133.342,2017-08-22,2017,"edge","70",7,10,3,0.3,"sandy mud","mud",2,1,1.5,"Ashley Bolwerk, Nicole LaRoche",""
"668","NOSK","A","2017_H_02","Nossuk Bay",55.7073,-133.342,2017-08-22,2017,"edge","80",8,10,2,0.2,"mud","mud",1,1,1,"Ashley Bolwerk, Nicole LaRoche",""
"669","NOSK","A","2017_H_02","Nossuk Bay",55.7073,-133.342,2017-08-22,2017,"edge","90",9,10,0,0,"mud","mud",1,1,1,"Ashley Bolwerk, Nicole LaRoche",""
"670","NOSK","A","2017_H_02","Nossuk Bay",55.7073,-133.342,2017-08-22,2017,"edge","100",10,10,0,0,"mud","mud",1,1,1,"Ashley Bolwerk, Nicole LaRoche",""
"671","NOSK","A","2017_H_02","Nossuk Bay",55.7073,-133.342,2017-08-22,2017,"inside","10",1,10,0,0,"mud","mud",1,1,1,"Ashley Bolwerk, Nicole LaRoche",""
"672","NOSK","A","2017_H_02","Nossuk Bay",55.7073,-133.342,2017-08-22,2017,"inside","20",2,10,0,0,"mud","mud",1,1,1,"Ashley Bolwerk, Nicole LaRoche",""
"673","NOSK","A","2017_H_02","Nossuk Bay",55.7073,-133.342,2017-08-22,2017,"inside","30",3,10,0,0,"mud","mud",1,1,1,"Ashley Bolwerk, Nicole LaRoche",""
"674","NOSK","A","2017_H_02","Nossuk Bay",55.7073,-133.342,2017-08-22,2017,"inside","40",4,10,1,0.1,"sandy mud","mud",2,1,1.5,"Ashley Bolwerk, Nicole LaRoche",""
"675","NOSK","A","2017_H_02","Nossuk Bay",55.7073,-133.342,2017-08-22,2017,"inside","50",5,10,2,0.2,"sandy mud","gravel",2,7,4.5,"Ashley Bolwerk, Nicole LaRoche",""
"676","NOSK","A","2017_H_02","Nossuk Bay",55.7073,-133.342,2017-08-22,2017,"inside","60",6,10,1,0.1,"sandy mud","mud",2,1,1.5,"Ashley Bolwerk, Nicole LaRoche",""
"677","NOSK","A","2017_H_02","Nossuk Bay",55.7073,-133.342,2017-08-22,2017,"inside","70",7,10,0,0,"mud","mud",1,1,1,"Ashley Bolwerk, Nicole LaRoche",""
"678","NOSK","A","2017_H_02","Nossuk Bay",55.7073,-133.342,2017-08-22,2017,"inside","80",8,10,0,0,"mud","mud",1,1,1,"Ashley Bolwerk, Nicole LaRoche",""
"679","NOSK","A","2017_H_02","Nossuk Bay",55.7073,-133.342,2017-08-22,2017,"inside","90",9,10,0,0,"mud","mud",1,1,1,"Ashley Bolwerk, Nicole LaRoche",""
"680","NOSK","A","2017_H_02","Nossuk Bay",55.7073,-133.342,2017-08-22,2017,"inside","100",10,10,0,0,"mud","mud",1,1,1,"Ashley Bolwerk, Nicole LaRoche",""
"681","NOSK","A","2017_H_02","Nossuk Bay",55.7073,-133.342,2017-08-22,2017,"outside","10",1,10,0,0,"mud","mud",1,1,1,"Ashley Bolwerk, Nicole LaRoche",""
"682","NOSK","A","2017_H_02","Nossuk Bay",55.7073,-133.342,2017-08-22,2017,"outside","20",2,10,0,0,"mud","mud",1,1,1,"Ashley Bolwerk, Nicole LaRoche",""
"683","NOSK","A","2017_H_02","Nossuk Bay",55.7073,-133.342,2017-08-22,2017,"outside","30",3,10,0,0,"mud","sandy mud",1,2,1.5,"Ashley Bolwerk, Nicole LaRoche",""
"684","NOSK","A","2017_H_02","Nossuk Bay",55.7073,-133.342,2017-08-22,2017,"outside","40",4,10,0,0,"mud","sandy mud",1,2,1.5,"Ashley Bolwerk, Nicole LaRoche",""
"685","NOSK","A","2017_H_02","Nossuk Bay",55.7073,-133.342,2017-08-22,2017,"outside","50",5,10,0,0,"mud","sandy mud",1,2,1.5,"Ashley Bolwerk, Nicole LaRoche",""
"686","NOSK","A","2017_H_02","Nossuk Bay",55.7073,-133.342,2017-08-22,2017,"outside","60",6,10,1,0.1,"muddy sand","coarse sand",3,5,4,"Ashley Bolwerk, Nicole LaRoche",""
"687","NOSK","A","2017_H_02","Nossuk Bay",55.7073,-133.342,2017-08-22,2017,"outside","70",7,10,1,0.1,"muddy sand","sand",3,4,3.5,"Ashley Bolwerk, Nicole LaRoche",""
"688","NOSK","A","2017_H_02","Nossuk Bay",55.7073,-133.342,2017-08-22,2017,"outside","80",8,10,0,0,"coarse sand","sand",5,4,4.5,"Ashley Bolwerk, Nicole LaRoche",""
"689","NOSK","A","2017_H_02","Nossuk Bay",55.7073,-133.342,2017-08-22,2017,"outside","90",9,10,0,0,"muddy sand","coarse sand",3,5,4,"Ashley Bolwerk, Nicole LaRoche",""
"690","NOSK","A","2017_H_02","Nossuk Bay",55.7073,-133.342,2017-08-22,2017,"outside","100",10,10,1,0.1,"muddy sand","coarse sand",3,5,4,"Ashley Bolwerk, Nicole LaRoche",""
"691","CHUS","A","2017_H_03","Chusini Cove",55.80692,-133.171,2017-08-21,2017,"edge","10",1,10,1,0.1,"mud","mud",1,1,1,"Ashley Bolwerk, Nicole LaRoche",""
"692","CHUS","A","2017_H_03","Chusini Cove",55.80692,-133.171,2017-08-21,2017,"edge","20",2,10,0,0,"mud","mud",1,1,1,"Ashley Bolwerk, Nicole LaRoche",""
"693","CHUS","A","2017_H_03","Chusini Cove",55.80692,-133.171,2017-08-21,2017,"edge","30",3,10,1,0.1,"mud","mud",1,1,1,"Ashley Bolwerk, Nicole LaRoche",""
"694","CHUS","A","2017_H_03","Chusini Cove",55.80692,-133.171,2017-08-21,2017,"edge","40",4,10,1,0.1,"mud","mud",1,1,1,"Ashley Bolwerk, Nicole LaRoche",""
"695","CHUS","A","2017_H_03","Chusini Cove",55.80692,-133.171,2017-08-21,2017,"edge","50",5,10,0,0,"mud","mud",1,1,1,"Ashley Bolwerk, Nicole LaRoche",""
"696","CHUS","A","2017_H_03","Chusini Cove",55.80692,-133.171,2017-08-21,2017,"edge","60",6,10,0,0,"mud","mud",1,1,1,"Ashley Bolwerk, Nicole LaRoche",""
"697","CHUS","A","2017_H_03","Chusini Cove",55.80692,-133.171,2017-08-21,2017,"edge","70",7,10,0,0,"mud","mud",1,1,1,"Ashley Bolwerk, Nicole LaRoche",""
"698","CHUS","A","2017_H_03","Chusini Cove",55.80692,-133.171,2017-08-21,2017,"edge","80",8,10,0,0,"mud","mud",1,1,1,"Ashley Bolwerk, Nicole LaRoche",""
"699","CHUS","A","2017_H_03","Chusini Cove",55.80692,-133.171,2017-08-21,2017,"edge","90",9,10,0,0,"mud","mud",1,1,1,"Ashley Bolwerk, Nicole LaRoche",""
"700","CHUS","A","2017_H_03","Chusini Cove",55.80692,-133.171,2017-08-21,2017,"edge","100",10,10,0,0,"mud","mud",1,1,1,"Ashley Bolwerk, Nicole LaRoche",""
"701","CHUS","A","2017_H_03","Chusini Cove",55.80692,-133.171,2017-08-21,2017,"inside","10",1,10,0,0,"mud","mud",1,1,1,"Ashley Bolwerk, Nicole LaRoche",""
"702","CHUS","A","2017_H_03","Chusini Cove",55.80692,-133.171,2017-08-21,2017,"inside","20",2,10,0,0,"mud","mud",1,1,1,"Ashley Bolwerk, Nicole LaRoche",""
"703","CHUS","A","2017_H_03","Chusini Cove",55.80692,-133.171,2017-08-21,2017,"inside","30",3,10,0,0,"mud","mud",1,1,1,"Ashley Bolwerk, Nicole LaRoche",""
"704","CHUS","A","2017_H_03","Chusini Cove",55.80692,-133.171,2017-08-21,2017,"inside","40",4,10,0,0,"mud","mud",1,1,1,"Ashley Bolwerk, Nicole LaRoche",""
"705","CHUS","A","2017_H_03","Chusini Cove",55.80692,-133.171,2017-08-21,2017,"inside","50",5,10,0,0,"mud","mud",1,1,1,"Ashley Bolwerk, Nicole LaRoche",""
"706","CHUS","A","2017_H_03","Chusini Cove",55.80692,-133.171,2017-08-21,2017,"inside","60",6,10,0,0,"mud","mud",1,1,1,"Ashley Bolwerk, Nicole LaRoche",""
"707","CHUS","A","2017_H_03","Chusini Cove",55.80692,-133.171,2017-08-21,2017,"inside","70",7,10,0,0,"mud","mud",1,1,1,"Ashley Bolwerk, Nicole LaRoche",""
"708","CHUS","A","2017_H_03","Chusini Cove",55.80692,-133.171,2017-08-21,2017,"inside","80",8,10,0,0,"mud","mud",1,1,1,"Ashley Bolwerk, Nicole LaRoche",""
"709","CHUS","A","2017_H_03","Chusini Cove",55.80692,-133.171,2017-08-21,2017,"inside","90",9,10,0,0,"mud","mud",1,1,1,"Ashley Bolwerk, Nicole LaRoche",""
"710","CHUS","A","2017_H_03","Chusini Cove",55.80692,-133.171,2017-08-21,2017,"inside","100",10,10,0,0,"mud","mud",1,1,1,"Ashley Bolwerk, Nicole LaRoche",""
"711","CHUS","A","2017_H_03","Chusini Cove",55.80692,-133.171,2017-08-21,2017,"outside","10",1,10,0,0,"gravel","mud",7,1,4,"Ashley Bolwerk, Nicole LaRoche",""
"712","CHUS","A","2017_H_03","Chusini Cove",55.80692,-133.171,2017-08-21,2017,"outside","20",2,10,0,0,"gravel","mud",7,1,4,"Ashley Bolwerk, Nicole LaRoche",""
"713","CHUS","A","2017_H_03","Chusini Cove",55.80692,-133.171,2017-08-21,2017,"outside","30",3,10,0,0,"gravel","mud",7,1,4,"Ashley Bolwerk, Nicole LaRoche",""
"714","CHUS","A","2017_H_03","Chusini Cove",55.80692,-133.171,2017-08-21,2017,"outside","40",4,10,0,0,"gravel","mud",7,1,4,"Ashley Bolwerk, Nicole LaRoche",""
"715","CHUS","A","2017_H_03","Chusini Cove",55.80692,-133.171,2017-08-21,2017,"outside","50",5,10,0,0,"gravel","mud",7,1,4,"Ashley Bolwerk, Nicole LaRoche",""
"716","CHUS","A","2017_H_03","Chusini Cove",55.80692,-133.171,2017-08-21,2017,"outside","60",6,10,0,0,"gravel","mud",7,1,4,"Ashley Bolwerk, Nicole LaRoche",""
"717","CHUS","A","2017_H_03","Chusini Cove",55.80692,-133.171,2017-08-21,2017,"outside","70",7,10,0,0,"gravel","mud",7,1,4,"Ashley Bolwerk, Nicole LaRoche",""
"718","CHUS","A","2017_H_03","Chusini Cove",55.80692,-133.171,2017-08-21,2017,"outside","80",8,10,0,0,"mud","mud",1,1,1,"Ashley Bolwerk, Nicole LaRoche",""
"719","CHUS","A","2017_H_03","Chusini Cove",55.80692,-133.171,2017-08-21,2017,"outside","90",9,10,0,0,"gravel","mud",7,1,4,"Ashley Bolwerk, Nicole LaRoche",""
"720","CHUS","A","2017_H_03","Chusini Cove",55.80692,-133.171,2017-08-21,2017,"outside","100",10,10,0,0,"gravel","mud",7,1,4,"Ashley Bolwerk, Nicole LaRoche",""
"721","BLAQ","A","2017_H_07","Blanquizal Point",55.62082,-133.38664,2017-08-20,2017,"edge","10",1,10,3,0.3,"sandy mud","cobble",2,8,5,"Tiff Stephens, Earthwatch",""
"722","BLAQ","A","2017_H_07","Blanquizal Point",55.62082,-133.38664,2017-08-20,2017,"edge","20",2,10,6,0.6,"muddy sand","cobble",3,8,5.5,"Tiff Stephens, Earthwatch",""
"723","BLAQ","A","2017_H_07","Blanquizal Point",55.62082,-133.38664,2017-08-20,2017,"edge","30",3,10,8,0.8,"muddy sand","cobble",3,8,5.5,"Tiff Stephens, Earthwatch",""
"724","BLAQ","A","2017_H_07","Blanquizal Point",55.62082,-133.38664,2017-08-20,2017,"edge","40",4,10,10,1,"muddy sand","gravel",3,7,5,"Tiff Stephens, Earthwatch",""
"725","BLAQ","A","2017_H_07","Blanquizal Point",55.62082,-133.38664,2017-08-20,2017,"edge","50",5,10,10,1,"muddy sand","gravel",3,7,5,"Tiff Stephens, Earthwatch",""
"726","BLAQ","A","2017_H_07","Blanquizal Point",55.62082,-133.38664,2017-08-20,2017,"edge","60",6,10,6,0.6,"muddy sand","gravel",3,7,5,"Tiff Stephens, Earthwatch",""
"727","BLAQ","A","2017_H_07","Blanquizal Point",55.62082,-133.38664,2017-08-20,2017,"edge","70",7,10,4,0.4,"muddy sand","gravel",3,7,5,"Tiff Stephens, Earthwatch",""
"728","BLAQ","A","2017_H_07","Blanquizal Point",55.62082,-133.38664,2017-08-20,2017,"edge","80",8,10,9,0.9,"muddy sand","gravel",3,7,5,"Tiff Stephens, Earthwatch",""
"729","BLAQ","A","2017_H_07","Blanquizal Point",55.62082,-133.38664,2017-08-20,2017,"edge","90",9,10,14,1.4,"muddy sand","gravel",3,7,5,"Tiff Stephens, Earthwatch",""
"730","BLAQ","A","2017_H_07","Blanquizal Point",55.62082,-133.38664,2017-08-20,2017,"edge","100",10,10,15,1.5,"sand","gravel",4,7,5.5,"Tiff Stephens, Earthwatch",""
"731","BLAQ","A","2017_H_07","Blanquizal Point",55.62082,-133.38664,2017-08-20,2017,"inside","10",1,10,0,0,"muddy sand","muddy sand",3,3,3,"Tiff Stephens, Earthwatch",""
"732","BLAQ","A","2017_H_07","Blanquizal Point",55.62082,-133.38664,2017-08-20,2017,"inside","20",2,10,2,0.2,"muddy sand","muddy sand",3,3,3,"Tiff Stephens, Earthwatch",""
"733","BLAQ","A","2017_H_07","Blanquizal Point",55.62082,-133.38664,2017-08-20,2017,"inside","30",3,10,1,0.1,"muddy sand","muddy sand",3,3,3,"Tiff Stephens, Earthwatch",""
"734","BLAQ","A","2017_H_07","Blanquizal Point",55.62082,-133.38664,2017-08-20,2017,"inside","40",4,10,0,0,"sand","muddy sand",4,3,3.5,"Tiff Stephens, Earthwatch",""
"735","BLAQ","A","2017_H_07","Blanquizal Point",55.62082,-133.38664,2017-08-20,2017,"inside","50",5,10,0,0,"muddy sand","muddy sand",3,3,3,"Tiff Stephens, Earthwatch",""
"736","BLAQ","A","2017_H_07","Blanquizal Point",55.62082,-133.38664,2017-08-20,2017,"inside","60",6,10,0,0,"muddy sand","sand",3,4,3.5,"Tiff Stephens, Earthwatch",""
"737","BLAQ","A","2017_H_07","Blanquizal Point",55.62082,-133.38664,2017-08-20,2017,"inside","70",7,10,0,0,"muddy sand","muddy sand",3,3,3,"Tiff Stephens, Earthwatch",""
"738","BLAQ","A","2017_H_07","Blanquizal Point",55.62082,-133.38664,2017-08-20,2017,"inside","80",8,10,2,0.2,"muddy sand","muddy sand",3,3,3,"Tiff Stephens, Earthwatch",""
"739","BLAQ","A","2017_H_07","Blanquizal Point",55.62082,-133.38664,2017-08-20,2017,"inside","90",9,10,0,0,"muddy sand","sand",3,4,3.5,"Tiff Stephens, Earthwatch",""
"740","BLAQ","A","2017_H_07","Blanquizal Point",55.62082,-133.38664,2017-08-20,2017,"inside","100",10,10,6,0.6,"sandy mud","cobble",2,8,5,"Tiff Stephens, Earthwatch",""
"741","BLAQ","A","2017_H_07","Blanquizal Point",55.62082,-133.38664,2017-08-20,2017,"outside","10",1,10,6,0.6,"muddy sand","boulder",3,9,6,"Tiff Stephens, Earthwatch",""
"742","BLAQ","A","2017_H_07","Blanquizal Point",55.62082,-133.38664,2017-08-20,2017,"outside","20",2,10,2,0.2,"muddy sand","cobble",3,8,5.5,"Tiff Stephens, Earthwatch",""
"743","BLAQ","A","2017_H_07","Blanquizal Point",55.62082,-133.38664,2017-08-20,2017,"outside","30",3,10,1,0.1,"muddy sand","cobble",3,8,5.5,"Tiff Stephens, Earthwatch",""
"744","BLAQ","A","2017_H_07","Blanquizal Point",55.62082,-133.38664,2017-08-20,2017,"outside","40",4,10,2,0.2,"sand","gravel",4,7,5.5,"Tiff Stephens, Earthwatch",""
