site,date,YYYYMMDD,start_time,end_time,slope,tide_height,tide_time,species_common,species_scientific,sp_code,fork_length,unmeasured,QA/QV,same?,Sex,Notes:
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Snake prickleback,Lumpenus sagitta,PRICKSN,110,,110,MATCH,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Snake prickleback,Lumpenus sagitta,PRICKSN,109,,109,MATCH,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Snake prickleback,Lumpenus sagitta,PRICKSN,178,,178,MATCH,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Snake prickleback,Lumpenus sagitta,PRICKSN,172,,172,MATCH,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Snake prickleback,Lumpenus sagitta,PRICKSN,185,,185,MATCH,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Snake prickleback,Lumpenus sagitta,PRICKSN,105,,105,MATCH,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Snake prickleback,Lumpenus sagitta,PRICKSN,118,,118,MATCH,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Snake prickleback,Lumpenus sagitta,PRICKSN,105,,105,MATCH,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Snake prickleback,Lumpenus sagitta,PRICKSN,108,,108,MATCH,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Snake prickleback,Lumpenus sagitta,PRICKSN,109,,109,MATCH,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Snake prickleback,Lumpenus sagitta,PRICKSN,98,,98,MATCH,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Snake prickleback,Lumpenus sagitta,PRICKSN,153,,153,MATCH,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Snake prickleback,Lumpenus sagitta,PRICKSN,105,,105,MATCH,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Snake prickleback,Lumpenus sagitta,PRICKSN,111,,111,MATCH,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Snake prickleback,Lumpenus sagitta,PRICKSN,113,,113,MATCH,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Snake prickleback,Lumpenus sagitta,PRICKSN,,5,5,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Snake prickleback,Lumpenus sagitta,PRICKSN,83,,83,MATCH,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Snake prickleback,Lumpenus sagitta,PRICKSN,269,,269,MATCH,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Snake prickleback,Lumpenus sagitta,PRICKSN,72,,72,MATCH,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Snake prickleback,Lumpenus sagitta,PRICKSN,85,,85,MATCH,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Snake prickleback,Lumpenus sagitta,PRICKSN,90,,90,MATCH,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Snake prickleback,Lumpenus sagitta,PRICKSN,51,,51,MATCH,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Snake prickleback,Lumpenus sagitta,PRICKSN,76,,76,MATCH,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Snake prickleback,Lumpenus sagitta,PRICKSN,124,,124,MATCH,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Snake prickleback,Lumpenus sagitta,PRICKSN,70,,70,MATCH,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Snake prickleback,Lumpenus sagitta,PRICKSN,87,,87,MATCH,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Snake prickleback,Lumpenus sagitta,PRICKSN,80,,80,MATCH,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Snake prickleback,Lumpenus sagitta,PRICKSN,85,,85,MATCH,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Snake prickleback,Lumpenus sagitta,PRICKSN,149,,149,MATCH,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Snake prickleback,Lumpenus sagitta,PRICKSN,163,,163,MATCH,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Snake prickleback,Lumpenus sagitta,PRICKSN,139,,139,MATCH,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Snake prickleback,Lumpenus sagitta,PRICKSN,75,,75,MATCH,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Snake prickleback,Lumpenus sagitta,PRICKSN,84,,84,MATCH,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Snake prickleback,Lumpenus sagitta,PRICKSN,184,,184,MATCH,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Snake prickleback,Lumpenus sagitta,PRICKSN,152,,152,MATCH,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Snake prickleback,Lumpenus sagitta,PRICKSN,132,,132,MATCH,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Snake prickleback,Lumpenus sagitta,PRICKSN,79,,79,MATCH,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Snake prickleback,Lumpenus sagitta,PRICKSN,140,,140,MATCH,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Snake prickleback,Lumpenus sagitta,PRICKSN,145,,145,MATCH,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Snake prickleback,Lumpenus sagitta,PRICKSN,73,,73,MATCH,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Snake prickleback,Lumpenus sagitta,PRICKSN,72,,72,MATCH,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Snake prickleback,Lumpenus sagitta,PRICKSN,80,,80,MATCH,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Snake prickleback,Lumpenus sagitta,PRICKSN,80,,80,MATCH,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Snake prickleback,Lumpenus sagitta,PRICKSN,75,,75,MATCH,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Snake prickleback,Lumpenus sagitta,PRICKSN,90,,90,MATCH,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Snake prickleback,Lumpenus sagitta,PRICKSN,84,,84,MATCH,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Snake prickleback,Lumpenus sagitta,PRICKSN,,17,17,,,
Nossuk Photographers point,6/30/18,20180630,817,825,gradual,-3.4,8:56,Snake prickleback,Lumpenus sagitta,PRICKSN,88,,88,MATCH,,
Nossuk Photographers point,6/30/18,20180630,817,825,gradual,-3.4,8:56,Snake prickleback,Lumpenus sagitta,PRICKSN,145,,145,MATCH,,
Nossuk Photographers point,6/30/18,20180630,817,825,gradual,-3.4,8:56,Snake prickleback,Lumpenus sagitta,PRICKSN,72,,72,MATCH,,
Nossuk Photographers point,6/30/18,20180630,817,825,gradual,-3.4,8:56,Snake prickleback,Lumpenus sagitta,PRICKSN,78,,78,MATCH,,
Nossuk Photographers point,6/30/18,20180630,817,825,gradual,-3.4,8:56,Snake prickleback,Lumpenus sagitta,PRICKSN,80,,80,MATCH,,
Nossuk Photographers point,6/30/18,20180630,817,825,gradual,-3.4,8:56,Snake prickleback,Lumpenus sagitta,PRICKSN,86,,86,MATCH,,
Nossuk Photographers point,6/30/18,20180630,817,825,gradual,-3.4,8:56,Snake prickleback,Lumpenus sagitta,PRICKSN,73,,73,MATCH,,
Nossuk Photographers point,6/30/18,20180630,817,825,gradual,-3.4,8:56,Snake prickleback,Lumpenus sagitta,PRICKSN,80,,80,MATCH,,
Nossuk Photographers point,6/30/18,20180630,817,825,gradual,-3.4,8:56,Snake prickleback,Lumpenus sagitta,PRICKSN,65,,65,MATCH,,
Nossuk Photographers point,6/30/18,20180630,817,825,gradual,-3.4,8:56,Snake prickleback,Lumpenus sagitta,PRICKSN,75,,75,MATCH,,
Nossuk Photographers point,6/30/18,20180630,817,825,gradual,-3.4,8:56,Snake prickleback,Lumpenus sagitta,PRICKSN,28,,28,MATCH,,
Nossuk Photographers point,6/30/18,20180630,817,825,gradual,-3.4,8:56,Snake prickleback,Lumpenus sagitta,PRICKSN,60,,60,MATCH,,
Nossuk Photographers point,6/30/18,20180630,817,825,gradual,-3.4,8:56,Snake prickleback,Lumpenus sagitta,PRICKSN,72,,72,MATCH,,
Nossuk Photographers point,6/30/18,20180630,817,825,gradual,-3.4,8:56,Snake prickleback,Lumpenus sagitta,PRICKSN,79,,79,MATCH,,
Nossuk Photographers point,6/30/18,20180630,817,825,gradual,-3.4,8:56,Snake prickleback,Lumpenus sagitta,PRICKSN,181,,181,MATCH,,
Nossuk Photographers point,6/30/18,20180630,817,825,gradual,-3.4,8:56,Snake prickleback,Lumpenus sagitta,PRICKSN,84,,84,MATCH,,
Nossuk Photographers point,6/30/18,20180630,817,825,gradual,-3.4,8:56,Snake prickleback,Lumpenus sagitta,PRICKSN,76,,76,MATCH,,
Nossuk Photographers point,6/30/18,20180630,817,825,gradual,-3.4,8:56,Snake prickleback,Lumpenus sagitta,PRICKSN,73,,73,MATCH,,
Nossuk Photographers point,6/30/18,20180630,817,825,gradual,-3.4,8:56,Snake prickleback,Lumpenus sagitta,PRICKSN,74,,74,MATCH,,
Nossuk Photographers point,6/30/18,20180630,817,825,gradual,-3.4,8:56,Snake prickleback,Lumpenus sagitta,PRICKSN,150,,150,MATCH,,
Nossuk Photographers point,6/30/18,20180630,817,825,gradual,-3.4,8:56,Snake prickleback,Lumpenus sagitta,PRICKSN,110,,110,MATCH,,
Nossuk Photographers point,6/30/18,20180630,817,825,gradual,-3.4,8:56,Snake prickleback,Lumpenus sagitta,PRICKSN,72,,72,MATCH,,
Nossuk Photographers point,6/30/18,20180630,817,825,gradual,-3.4,8:56,Snake prickleback,Lumpenus sagitta,PRICKSN,,254,254,,,
Nossuk Photographers point,8/6/18,20180806,1315,1325,gradual,0.6,14:11:00,Snake prickleback,Lumpenus sagitta,PRICKSN,85,,85,MATCH,,
Nossuk Photographers point,8/6/18,20180806,1315,1325,gradual,0.6,14:11:00,Snake prickleback,Lumpenus sagitta,PRICKSN,81,,81,MATCH,,
Nossuk Photographers point,8/6/18,20180806,1315,1325,gradual,0.6,14:11:00,Snake prickleback,Lumpenus sagitta,PRICKSN,117,,117,MATCH,,
Nossuk Photographers point,8/6/18,20180806,1315,1325,gradual,0.6,14:11:00,Snake prickleback,Lumpenus sagitta,PRICKSN,180,,180,MATCH,,
Nossuk Photographers point,8/6/18,20180806,1315,1325,gradual,0.6,14:11:00,Snake prickleback,Lumpenus sagitta,PRICKSN,176,,176,MATCH,,
Nossuk Photographers point,8/6/18,20180806,1315,1325,gradual,0.6,14:11:00,Snake prickleback,Lumpenus sagitta,PRICKSN,80,,80,MATCH,,
Nossuk Photographers point,8/6/18,20180806,1315,1325,gradual,0.6,14:11:00,Snake prickleback,Lumpenus sagitta,PRICKSN,196,,196,MATCH,,
Nossuk Photographers point,8/6/18,20180806,1315,1325,gradual,0.6,14:11:00,Snake prickleback,Lumpenus sagitta,PRICKSN,86,,86,MATCH,,
Nossuk Photographers point,8/6/18,20180806,1315,1325,gradual,0.6,14:11:00,Snake prickleback,Lumpenus sagitta,PRICKSN,193,,193,MATCH,,
Nossuk Photographers point,8/6/18,20180806,1315,1325,gradual,0.6,14:11:00,Snake prickleback,Lumpenus sagitta,PRICKSN,88,,88,MATCH,,
Nossuk Photographers point,8/6/18,20180806,1315,1325,gradual,0.6,14:11:00,Snake prickleback,Lumpenus sagitta,PRICKSN,85,,85,MATCH,,
Nossuk Photographers point,8/6/18,20180806,1315,1325,gradual,0.6,14:11:00,Snake prickleback,Lumpenus sagitta,PRICKSN,84,,84,MATCH,,
Nossuk Photographers point,8/6/18,20180806,1315,1325,gradual,0.6,14:11:00,Snake prickleback,Lumpenus sagitta,PRICKSN,89,,89,MATCH,,
Nossuk Photographers point,8/6/18,20180806,1315,1325,gradual,0.6,14:11:00,Snake prickleback,Lumpenus sagitta,PRICKSN,90,,90,MATCH,,
Nossuk Photographers point,8/6/18,20180806,1315,1325,gradual,0.6,14:11:00,Snake prickleback,Lumpenus sagitta,PRICKSN,103,,103,MATCH,,
Nossuk Photographers point,8/6/18,20180806,1315,1325,gradual,0.6,14:11:00,Snake prickleback,Lumpenus sagitta,PRICKSN,81,,81,MATCH,,
Nossuk Photographers point,8/6/18,20180806,1315,1325,gradual,0.6,14:11:00,Snake prickleback,Lumpenus sagitta,PRICKSN,81,,81,MATCH,,
Nossuk Photographers point,8/6/18,20180806,1315,1325,gradual,0.6,14:11:00,Snake prickleback,Lumpenus sagitta,PRICKSN,110,,110,MATCH,,
Nossuk Photographers point,8/6/18,20180806,1315,1325,gradual,0.6,14:11:00,Snake prickleback,Lumpenus sagitta,PRICKSN,187,,187,MATCH,,
Nossuk Photographers point,8/6/18,20180806,1315,1325,gradual,0.6,14:11:00,Snake prickleback,Lumpenus sagitta,PRICKSN,176,,176,MATCH,,
Nossuk Photographers point,8/6/18,20180806,1315,1325,gradual,0.6,14:11:00,Snake prickleback,Lumpenus sagitta,PRICKSN,124,,124,MATCH,,
Nossuk Photographers point,8/6/18,20180806,1315,1325,gradual,0.6,14:11:00,Snake prickleback,Lumpenus sagitta,PRICKSN,116,,116,MATCH,,
Nossuk Photographers point,8/6/18,20180806,1315,1325,gradual,0.6,14:11:00,Snake prickleback,Lumpenus sagitta,PRICKSN,127,,127,MATCH,,
Nossuk Photographers point,8/6/18,20180806,1315,1325,gradual,0.6,14:11:00,Snake prickleback,Lumpenus sagitta,PRICKSN,191,,191,MATCH,,
Nossuk Photographers point,8/6/18,20180806,1315,1325,gradual,0.6,14:11:00,Snake prickleback,Lumpenus sagitta,PRICKSN,81,,81,MATCH,,
Nossuk Photographers point,8/6/18,20180806,1315,1325,gradual,0.6,14:11:00,Snake prickleback,Lumpenus sagitta,PRICKSN,219,,219,MATCH,,
Nossuk Photographers point,8/6/18,20180806,1315,1325,gradual,0.6,14:11:00,Snake prickleback,Lumpenus sagitta,PRICKSN,98,,98,MATCH,,
Nossuk Photographers point,8/6/18,20180806,1315,1325,gradual,0.6,14:11:00,Snake prickleback,Lumpenus sagitta,PRICKSN,122,,122,MATCH,,
Nossuk Photographers point,8/6/18,20180806,1315,1325,gradual,0.6,14:11:00,Snake prickleback,Lumpenus sagitta,PRICKSN,91,,91,MATCH,,
Nossuk Photographers point,8/6/18,20180806,1315,1325,gradual,0.6,14:11:00,Snake prickleback,Lumpenus sagitta,PRICKSN,133,,133,MATCH,,
Nossuk Photographers point,8/6/18,20180806,1315,1325,gradual,0.6,14:11:00,Snake prickleback,Lumpenus sagitta,PRICKSN,92,,92,MATCH,,
Nossuk Photographers point,8/6/18,20180806,1315,1325,gradual,0.6,14:11:00,Snake prickleback,Lumpenus sagitta,PRICKSN,85,,85,MATCH,,
Nossuk Photographers point,8/6/18,20180806,1315,1325,gradual,0.6,14:11:00,Snake prickleback,Lumpenus sagitta,PRICKSN,,43,43,,,
Nossuk Photographers point,6/30/18,20180630,817,825,gradual,-3.4,8:56,Snake prickleback,Lumpenus sagitta,PRICKSN,124,,124,MATCH,,
Nossuk Photographers point,6/30/18,20180630,817,825,gradual,-3.4,8:56,Snake prickleback,Lumpenus sagitta,PRICKSN,89,,89,MATCH,,
Nossuk Photographers point,6/30/18,20180630,817,825,gradual,-3.4,8:56,Snake prickleback,Lumpenus sagitta,PRICKSN,80,,80,MATCH,,
Nossuk Photographers point,6/30/18,20180630,817,825,gradual,-3.4,8:56,Snake prickleback,Lumpenus sagitta,PRICKSN,126,,126,MATCH,,
Nossuk Photographers point,6/30/18,20180630,817,825,gradual,-3.4,8:56,Snake prickleback,Lumpenus sagitta,PRICKSN,118,,118,MATCH,,
Nossuk Photographers point,6/30/18,20180630,817,825,gradual,-3.4,8:56,Snake prickleback,Lumpenus sagitta,PRICKSN,70,,70,MATCH,,
Nossuk Photographers point,6/30/18,20180630,817,825,gradual,-3.4,8:56,Snake prickleback,Lumpenus sagitta,PRICKSN,323,,323,MATCH,,
Nossuk Photographers point,6/30/18,20180630,817,825,gradual,-3.4,8:56,Snake prickleback,Lumpenus sagitta,PRICKSN,82,,82,MATCH,,
Nossuk Photographers point,6/30/18,20180630,817,825,gradual,-3.4,8:56,Snailfish,Liparis sp. ,SNAILFS,52,,52,MATCH,,
Nossuk Photographers point,6/30/18,20180630,817,825,gradual,-3.4,8:56,Snailfish,Liparis sp.,SNAILFS,58,,58,MATCH,,
Nossuk Photographers point,6/30/18,20180630,817,825,gradual,-3.4,8:56,Snailfish,Liparis sp.,SNAILFS,40,,40,MATCH,,
Nossuk Photographers point,6/30/18,20180630,817,825,gradual,-3.4,8:56,Snailfish,Liparis sp.,SNAILFS,66,,66,MATCH,,
Nossuk Photographers point,6/30/18,20180630,817,825,gradual,-3.4,8:56,Snailfish,Liparis sp.,SNAILFS,55,,55,MATCH,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,213,,213,MATCH,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,227,,227,MATCH,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,121,,121,MATCH,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,49,,49,MATCH,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,128,,128,MATCH,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,147,,147,MATCH,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,55,,55,MATCH,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,138,,138,MATCH,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,105,,105,MATCH,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,56,,56,MATCH,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,196,,196,MATCH,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,144,,144,MATCH,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,175,,175,MATCH,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,70,,70,MATCH,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,70,,70,MATCH,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,64,,64,MATCH,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,135,,135,MATCH,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,150,,150,MATCH,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,56,,56,MATCH,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,101,,101,MATCH,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,130,,130,MATCH,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,56,,56,MATCH,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,66,,66,MATCH,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,174,,174,MATCH,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,176,,176,MATCH,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,123,,123,MATCH,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,152,,152,MATCH,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,138,,138,MATCH,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,82,,82,MATCH,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,155,,155,MATCH,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,90,,90,MATCH,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,196,,196,MATCH,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,184,,184,MATCH,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,76,,76,MATCH,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,103,,103,MATCH,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,74,,74,MATCH,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,103,,103,MATCH,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,76,,76,MATCH,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,70,,70,MATCH,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,213,,213,MATCH,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,198,,198,MATCH,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,235,,235,MATCH,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,213,,213,MATCH,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,70,,70,MATCH,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,214,,214,MATCH,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,160,,160,MATCH,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,179,,179,MATCH,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,180,,180,MATCH,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,200,,200,MATCH,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,218,,218,MATCH,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,172,,172,MATCH,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,67,,67,MATCH,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,122,,122,MATCH,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,149,,149,MATCH,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,159,,159,MATCH,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,,8,8,,,
Nossuk Photographers point,6/30/18,20180630,817,825,gradual,-3.4,8:56,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,71,,71,MATCH,,
Nossuk Photographers point,6/30/18,20180630,817,825,gradual,-3.4,8:56,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,100,,100,MATCH,,
Nossuk Photographers point,6/30/18,20180630,817,825,gradual,-3.4,8:56,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,76,,76,MATCH,,
Nossuk Photographers point,6/30/18,20180630,817,825,gradual,-3.4,8:56,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,95,,95,MATCH,,
Nossuk Photographers point,6/30/18,20180630,817,825,gradual,-3.4,8:56,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,69,,69,MATCH,,
Nossuk Photographers point,6/30/18,20180630,817,825,gradual,-3.4,8:56,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,90,,90,MATCH,,
Nossuk Photographers point,6/30/18,20180630,817,825,gradual,-3.4,8:56,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,75,,75,MATCH,,
